DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),ADKT: a support tool for reducing architectural knowledge evaporation in software projects,"Santiago Hyun-Dorado, Enrique Moguel, José García‐Alonso",DYNA,2025,"Defining software architecture is a complex task that demands technical expertise and business knowledge. Design decisions drive architectural structures throughout development and maintenance. However, this knowledge often dissipates over time, a phenomenon known as architectural knowledge evaporation, leading to increased costs and maintenance difficulties. This paper presents ADKT, a support tool designed to mitigate architectural knowledge evaporation by enabling the documentation and traceability of design decisions. ADKT was evaluated through a case study involving software engineers of different expertise levels. The evaluation assessed the tool’s ease of use, perceived usefulness, and effectiveness in reducing knowledge evaporation. Results indicate that participants found ADKT easy to use and valuable for preserving architectural knowledge. Nonetheless, challenges remain regarding engineers’ commitment to consistently documenting decisions and the need for a designated person to oversee this process. These findings highlight the importance of developing advanced tools and fostering a culture of documentation within development teams.",293774940,0,16,(missing PubMedId)
(missing DOI),ADKT: a support tool for reducing architectural knowledge evaporation in software projects,"Santiago Hyun Dorado, Julio Ariel Hurtado Alegria, Enrique Moguel, José García Alonso",DYNA,2025,"Defining software architecture is a complex task that demands technical expertise and business knowledge. Design decisions drive architectural structures throughout development and maintenance. However, this knowledge often dissipates over time, a phenomenon known as architectural knowledge evaporation, leading to increased costs and maintenance difficulties. This paper presents ADKT, a support tool designed to mitigate architectural knowledge evaporation by enabling the documentation and traceability of design decisions. ADKT was evaluated through a case study involving software engineers of different expertise levels. The evaluation assessed the tool’s ease of use, perceived usefulness, and effectiveness in reducing knowledge evaporation. Results indicate that participants found ADKT easy to use and valuable for preserving architectural knowledge. Nonetheless, challenges remain regarding engineers’ commitment to consistently documenting decisions and the need for a designated person to oversee this process. These findings highlight the importance of developing advanced tools and fostering a culture of documentation within development teams.",293265961,0,16,(missing PubMedId)
(missing DOI),Role of Acceptance Criteria and Developer Expertise in Enhancing the Quality of Robustness Diagrams in Agile Software Development,"Francisco Antonio Mejía Domínguez, Manuel A. Quintana, Ramón R. Palacio, Gilberto Borrego, Samuel Gonz´alez-L´opez",IEEE Latin America Transactions,2025,"In agile software development, user stories are a common tool for capturing functional requirements, valued for their simplicity and user-centric approach. Nevertheless, their inherent informality can introduce ambiguity, especially when acceptance criteria are lacking or poorly defined. Such ambiguity may hinder early design activities, including the development of UML robustness diagrams. This study investigates the impact of acceptance criteria and developer experience on the accuracy and efficiency of robustness diagram construction.A controlled experiment was conducted with thirty participants, divided into newbie and advanced developers, who were tasked with creating robustness diagrams from user stories both with and without acceptance criteria. Performance was assessed based on task duration and diagram completeness. Statistical analysis (Mann-Whitney U test) revealed that acceptance criteria significantly reduce errors and improve completion times, particularly among newbie developers. Experienced developers consistently produced higher-quality diagrams more efficiently, underscoring the role of expertise as a moderating factor.The findings suggest that well-specified acceptance criteria mitigate ambiguity, facilitating more accurate requirements interpretation and improving early design outcomes. Additionally, the results highlight the value of structured requirement practices in agile methodologies, especially in teams with varying levels of experience. This research advances the understanding of how requirement clarity and developer expertise collectively influence software modeling, providing actionable recommendations for enhancing agile design processes.",292311449,0,18,(missing PubMedId)
(missing DOI),Challenges and opportunities in the Kampus Mengajar Program for basic literacy in South Aceh Junior High Schools,"Bahrun, Mutmainnah Mutmainnah",International Journal of Advances in Educational Research,2025,"The Merdeka Belajar Kampus Merdeka (MBKM) policy is a strategic initiative by the Indonesian government to strengthen the synergy between higher education and primary-secondary education. One of its flagship programs is *Kampus Mengajar* (Teaching Campus), which aims to improve students’ basic literacy, particularly in underdeveloped and remote schools. However, preliminary observations suggest that the implementation of this program in South Aceh still faces significant challenges. Key issues include inadequate planning in teaching and learning, insufficient preparation of human resources, and weak coordination among universities, schools, and local education authorities. Moreover, participating students often lack the required competencies, their activities are not fully aligned with school needs, and teachers are not yet equipped with the skills to integrate literacy into classroom instruction. This study seeks to explore the challenges and opportunities for enhancing basic literacy in junior high schools through the Teaching campus program. A qualitative descriptive approach was employed, using in-depth interviews, focus group discussions (FGDs) with multiple stakeholders, and document analysis. The findings reveal that although the program holds considerable potential as an alternative strategy for improving basic literacy in secondary education, its implementation in South Aceh has not been optimal. Factors contributing to this include the limited experience and readiness of student-teachers, lack of intensive supervision by university mentors, and insufficient training for school teachers in applying literacy-based learning. Strengthening planning, human resource development, and program alignment between universities, schools, and local governments is essential to achieving the program’s intended outcomes.",288512750,0,6,(missing PubMedId)
(missing DOI),Hard Skill of Human Resource Enhances Innovation Individual Capability at Coffee Small Medium Entreprises,"Hanifah Fauziah, Tinneke Hermina, Acep Abdul Basit, Muslim Alkautsar, Wufron Wufron",Jurnal Wacana Ekonomi,2025,"The purpose is to analyze the effect of hard skills on innovation individual capabilities at coffee small and medium enterprises. Data collection was carried out by census sampling of 45 respondents at 17 coffee SMEs. The results of the questionnaire were returned and valid. Simple regression linear analysis used for data processing. The research results show that individual innovation capability among coffee SMEs in is influenced by hard skills. The ability to use software and the internet, utilize tools and equipment, as well as conceptual thinking, can trigger the implementation of innovations and problem-solving in coffee processing for coffee SMEs. Thus, the actor of coffee SMEs can enhance their hard skills, as these skills play a crucial role in supporting their success, innovation, and sustainable growth in this competitive and rapidly evolving industry.",286448034,0,31,(missing PubMedId)
(missing DOI),Knowledge Management Using Cloud Computing in Higher Educational Institutions,"Ruchi Sharma, Girish Lakhera",2024 4th International Conference on Advancement in Electronics & Communication Engineering (AECE),2024,"""Knowledge"" is a vital resource for organisation that should be gathered, safeguarded, & disseminated. It should be used to inform decisions. ""Cloud-based Computing"" and “Knowledge Management” solutions help organizations manage their information and boost productivity by fusing traditional organizational methods with cutting-edge technology. This study specifically looks at cloud-based software services to explore how organizations use ubiquitous computing to adopt innovative software development and delivery approaches. The study’s findings show that factors like complexity, compatibility, relative advantage, security, privacy, and trust, as well as reputation and KM practices (knowledge accessibility, storage, application, and sharing), have a significant and positive impact on whether cloud-based software services are adopted. “Coordination and communication” problems are the cornerstone of winning remote “development and innovation” practices. The conclusion also lend credence to the idea that the effects of cloud services and knowledge management practices can be attenuated by spatial (cultural) diversity.",284987435,0,30,(missing PubMedId)
(missing DOI),Updating a Systematic Literature Review on Knowledge Management Diagnostics in Software Development Organizations,"Daniela dos Santos Alves, Deivid José Smek, Érica Ferreira de Souza, K. Felizardo, N. L. Vijaykumar",Proceedings of the XXIII Brazilian Symposium on Software Quality,2024,"Context: In the rapidly evolving software development landscape, organizations face the constant challenge to work with the generated knowledge. Knowledge Management (KM) can be applied to efficiently manage the knowledge in software development organizations and ensure the product quality. However, although there are several KM approaches, carrying out a KM diagnosis in the organizations can identify which knowledge activities present the best cost-benefit for the organization. There are several KM approaches suggested in the literature. But it is quite relevant to carry out a KM diagnosis in the organizations to clearly identify which knowledge activities can present the best cost-benefit aspect within the organizations. A Systematic Literature Review (SLR) was published in 2018, presenting evidence on KM diagnosis in software development organizations. From an assessment of this SLR and the current state of this research topic, we noticed that the 2018’ SLR needed maintenance with an update. Objective: This study aims to update and extend the results produced in this previous SLR. Method: We conducted the 2018 SLR update, considering a new database, backward and forward snowballing, and more analyses of the extracted data. Results: From the SLR update, 16 new studies on KM diagnoses in Software Engineering context were identified. Conclusion: In Software Engineering, consolidated models continue lacking for applying KM diagnostics. Moreover, computational approaches to provide automated support in the diagnosis application and analysis are not quite well explored.",282731425,0,45,(missing PubMedId)
(missing DOI),Knowledge Management Diagnosis in Software Organizations: A Systematic Literature Review Extension,"Wesley Souza, Williamson Silva, Gilleanes Thorwald Araujo Guedes",Brazilian Symposium on Information Systems,2024,"Context: Effective Knowledge Management (KM) is vital for tech companies where developers frequently switch, risking the loss of valuable experience. Diagnosing its current state, assessing practices, and understanding applied methodologies in organizations is essential to succeed in KM. Problem: Given the dynamism witnessed in KM, a Systematic Literature Review (SLR) is necessary, and we found an outdated SLR on this topic until 2018. Objective: We extended the SLR to identify the current state-of-the-art KM within organizations and research niches to accurately depict the current management practices. Method: We extended the 2018 SLR, incorporating two additional databases to update this review and allow us to select new studies produced after the original review. IS Theory: This work was conceived under the auspices of the theory of organizational knowledge creation, aiming to understand the influence of KM on the development of information systems (IS) today. Summary of Results: We evidenced 29 studies on KM Diagnosis in software development organizations. Conclusion: Results show significant changes in applying learning to organizational culture through KM. Internal techniques, not tools or literature models, are now prevalent in km development. Agile methodology is a central focus in KM studies. The same holds for software architectures, with minimal application of KM in their selection and development. Contributions and Impact in the IS area: We believe in identifying KM strategies that facilitate the formation of new teams, transmitting knowledge and experiences, developing new products, and maintaining existing ISs.",271876503,0,60,(missing PubMedId)
(missing DOI),Implementation of the Merdeka Belajar-Kampus Merdeka (MBKM) and the impact on the hard and soft skills of teacher education students,"Syamsulrizal Syamsulrizal, Maimun Maimun, Razali Razali, Yeni Marlina, Görkem Avcı",AIP conference proceedings,2023,"Hard skills and soft skills are very important in this modern era. The Kampus Mengajar MBKM USK unggul program aims to hone and shape students' hard skills and soft skills, experiential learning for students, and bring students closer to their world of work. This study aims to describe the impact of the implementation of the USK MBKM flagship campus on the Mastery of Hard Skills and Soft Skills of Prospective Teacher Students. This research was conducted in Aceh Besar District, and the data collection techniques in this study used interviews, questionnaires, and focused discussions (FGDs). The population in this study were student teachers/headmasters and students participating in the teaching campus and a sample of 28 students who had participated in the flagship Kampus Mengajar MBKM USK unggul program, as many as 59 people. Based on the results of the study, it can be seen that the causes of the increase in the ability of prospective teachers before and after participating in the teaching campus program can be seen from (1) Hard skills, namely the ability to prepare lesson plans, the ability to design learning media, the ability to design teaching materials, the ability to design student worksheets (LKPD), the ability to design evaluation designs from prospective teacher students increased by 47 percent after they participated in the teaching campus program compared to before participating in the teaching campus program. Then (2) soft skills, which consist of skills in communication, skills in cooperation, skills in innovation, and skills in critical thinking on average, prospective student teachers have increased by 25 percent compared to before students participated in the teaching campus program.",271967900,3,5,(missing PubMedId)
(missing DOI),"The effects of knowledge sharing, self-efficacy and performance: does initiation of structure leadership matter?","Frida Fanani Rohma, Farah Ramadhani Khoirunnisa",Journal of Asia business studies,2024,"Purpose This study aims to examine the mediating effect of self-efficacy on the knowledge sharing and management accountant performance relationship. In addition, it also investigates the moderating effect of initiating structure leadership (IS-leadership style) on the relationship between self-efficacy and management accountant performance. In the literature, there is a reciprocal relationship between environmental, cognitive and personal factors, making self-efficacy unable to be maintained without environmental support, which in this research is captured through the construct of leadership style. Design/methodology/approach This study uses a quantitative methodology with a self-administration survey. This research involved 100 management accountants in Indonesia. Regression Macro Process carried out data analysis. Findings The findings of this study indicate that knowledge sharing in cognitive psychology encourages increased self-efficacy, which has an impact on improving management accountant performance. Self-efficacy mediates the effect of knowledge sharing on management accountant performance. The existence of induced environmental factors in the form of IS-leadership style has the potential to weaken the impact of self-efficacy on management accountant performance. Practical implications This study provides recommendations to companies, especially the human resources division, to consider individual psychological factors in the recruitment process. Thus, companies can carry out preventive control to manage management accountant performance behavior. Originality/value This study provides new empirical evidence for reducing the overlap between knowledge sharing and performance by applying personal, organizational and environmental factors simultaneously. This study also enriches knowledge-sharing literature on performance from a social cognitive perspective.",274581067,8,50,(missing PubMedId)
