DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Engineering Ontologies and Ontologies for Engineering,"G. Guizzardi, P. A. Almeida",(missing journal),2019,". This paper is written in honour of Ricardo de Almeida Falbo, on the occasion of his formal retirement. Some aspects of his career are discussed from two complementary directions. The ﬁrst direction concerns his contributions from the area of ontologies to software engineering – helping to shape what is now known as Ontology-Driven Software Engineering. The second direction regards his contributions employing insights from Software Engineering to derive solutions to the area of Ontology Engineering.",242481488,4,92,(missing PubMedId)
(missing DOI),Status of Knowledge Management In A Professional Services Firm To Address Turnaround Time and Quality of Service,"Michelle Yit, Hidajat Jann",(missing journal),2020,"Knowledge management is crucial for knowledge-intensive organizations, such as professional service providers. A study was conducted on a firm which specialized in survey, sampling and analysis for coal, marine and petrochemical commodities. The firm had issues in meeting turnaround time and facing poor quality of service from its surveyors and samplers, which increased customer complaints. The aim of this study was to find out the firm’s current status in knowledge management (KM), possible barriers, and to provide recommendations. A qualitative method was used where nine heads of branches of the firm were interviewed using semistructured open response questionnaire. The findings showed themes generated were the respondents supported and committed to KM, low KM management, lack of top management commitment and the firm’s experts need training and development. This study confirmed that the status of KM was low and at infant stage and barriers were top management lacking commitment and inconsistent organizational practices. The recommendations provided were to move forward with KM, set up the business strategy and align it with KM strategy called Business-KM fit. Key employees were to be given training and development program.",237463318,0,50,(missing PubMedId)
(missing DOI),A Survey on Knowledge Management in Software Engineering,"S. Vasanthapriyan, Jing Tian, Jianwen Xiang","2015 IEEE International Conference on Software Quality, Reliability and Security - Companion",2015,"Software development is a knowledge intensive and collaborative activity. The success of the project totally depends on knowledge and experience of the developers. Increasing knowledge creation and sharing among software engineers are uphill tasks in software development environments. The field of knowledge management has emerged into this field to improve the productivity of the software by effective and efficient knowledge creation, sharing and transferring. In other words, knowledge management for software engineering aims at facilitating knowledge flow and utilization across every phases of a software engineering process. Therefore, adaptation of various knowledge management practices by software engineering organizations is essential. This survey identified the knowledge management involvement in software engineering in different perspectives in the recent literature and guide future research in this area.",166766881,48,52,(missing PubMedId)
(missing DOI),Knowledge management in software testing : A systematic snowball literature review,"Krzysztof Wnuk, Thrinay Garrepalli",e-Informatica Software Engineering Journal,2018,"Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core processes and attain the ben ...",103960947,39,78,(missing PubMedId)
(missing DOI),How to Describe SPL Variabilities in Textual Use Cases: A Systematic Mapping Study,"I. S. Santos, R. Andrade, P. Neto","2014 Eighth Brazilian Symposium on Software Components, Architectures and Reuse",2014,"In the Software Product Line (SPL) paradigm, the variability description is an important issue for the requirements engineering process. In this scenario, there are several approaches in the literature focusing on how to describe variability in use cases. However, to the best of our knowledge, no efforts have been made to collect and summarize the existing templates for textual use case description in the SPL paradigm. This paper addresses this gap, presenting a systematic mapping study about SPL variability description in textual use cases. We found with this mapping, nine use case templates and four different ways to describe SPL variabilities in a use case description. From these templates, only one deal with the five variability types identified and we did not find any experimental study comparing these templates in terms of ease of use or comprehensibility.",74389308,6,47,(missing PubMedId)
(missing DOI),Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,"É. Souza, R. Falbo, N. Vijaykumar",2015 41st Euromicro Conference on Software Engineering and Advanced Applications,2015,"A mapping study provides a broad overview of a research area in order to determine whether there is research evidence on a particular topic. Results of a systematic mapping may identify suitable areas for performing future research. In this paper, we discuss our experience in using the findings of a mapping study on Knowledge Management (KM) in Software Testing for performing a real research project, which also applied other empirical approaches. The main goals of this paper are: (i) to reinforce the importance of a systematic mapping in the conduction of a research project by discussing a real case of such application, and (ii) to present the results of our survey on the most important aspects of KM when applied to software testing.",73520337,5,39,(missing PubMedId)
(missing DOI),Using Ontology Patterns for Building a Reference Software Testing Ontology,"É. Souza, R. Falbo, N. Vijaykumar",2013 17th IEEE International Enterprise Distributed Object Computing Conference Workshops,2013,"Software testing is a critical process for achieving product quality. Its importance is more and more recognized, and there is a growing concern in improving the accomplishment of this process. In this context, Knowledge Management emerges as an important supporting tool. However, managing relevant knowledge to reuse is difficult and it requires some means to represent and to associate semantics to a large volume of test information. In order to address this problem, we have developed a Reference Ontology on Software Testing (ROost). ROost is built reusing ontology patterns from the Software Process Ontology Pattern Language (SP-OPL). In this paper, we discuss how ROost was developed, and present a fragment of Roost that concerns with software testing process, its activities, artifacts, and procedures.",36874772,36,38,(missing PubMedId)
(missing DOI),Templates for textual use cases of software product lines: results from a systematic mapping study and a controlled experiment,"Ismayle de Sousa Santos, Rossana M. C. Andrade, Pedro de Alcântara dos Santos Neto",Journal of Software Engineering Research and Development,2015,"Use case templates can be used to describe functional requirements of a Software Product Line. However, to the best of our knowledge, no efforts have been made to collect and summarize these existing templates and no empirical evaluation of the use cases’ comprehensibility provided by these templates has been addressed yet. The contributions of this paper are twofold. First, we present a systematic mapping study about the SPL variability description using textual use cases. From this mapping, we found twelve SPL use case templates and observed the need not only for the application of these templates in real SPL but also for supporting tools. Secondly, this work presents an evaluation of the comprehensibility of SPL use cases specified in these templates through a controlled experiment with 48 volunteers. The results of this experiment show that the specification of variabilities in the steps’ numeric identifiers of the textual use cases is better to the use case understanding than the other approaches identified. We also found evidence that the specification of variabilities at the end of the use cases favors the comprehension of them and the use of questions associated to the variation points in the use cases improves the understanding of use cases. We conclude that each characteristic of the existing templates has an impact on the SPL use case understanding and this should be taken into account when choosing one.",30705472,14,84,(missing PubMedId)
(missing DOI),Knowledge management initiatives in software testing: A mapping study,"Érica Ferreira de Souza, Ricardo de Almeida Falbo, Nandamudi Lankalapalli Vijaykumar",Information & Software Technology,2014,(missing abstract),27204828,70,76,(missing PubMedId)
(missing DOI),Tacit Knowledge in Software Testing: A Systematic Review,"Hariaty Mohd Idrus, N. Ali",International Conference on Research and Innovation in Information Systems,2019,"This paper presents a systematic review of tacit knowledge in software testing. The main objectives of conducting this systematic review is to identify and synthesize issues and challenges regarding tacit knowledge in software testing, its influential factors that affect the tacit knowledge creation, sharing, use and transfer among software testers, its impacts on software testing, and the research methods being undertaken by the selected reviewed studies. Systematic Literature Review (SLR) is used for reviewing 14 primary studies that focus specifically on tacit knowledge in software testing. This paper provides significant evidences on the importance of tacit knowledge in software testing that will direct further directions for knowledge management (KM) and software testing practitioners and researchers.",20241298,2,40,(missing PubMedId)
