DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1007/978-3-319-67744-6,Human-Computer Interaction - INTERACT 2017,"Vanessa Cesário, Sonia Matos, Marko Radeta, Valentina Nisi",Lecture Notes in Computer Science,2017,(missing abstract),146995725,16,751,,
10.1109/etfa.2006.355356,Professional designers' adaptations of IEC 61499 to their individual work practices,"Mika Strömman, Seppo Sierla, Jukka Peltola, Kari Koskinen",(missing journal),2006,"The IEC 61499 standard enables a number solutions to the same application development problem, and this can result in components that are incompatible even though they are standards based. IEC 61499 underpins a vision for an open object-oriented knowledge economy, so the application of component-based software development principles needs further research. Such principles are not broadly used in the industry, so our goal is to understand how industrial practice needs to be changed. What are the practices that need to be replaced before the object-oriented, component-based paradigm can be accepted? We organized an intensive course on IEC 61499, where professionals and researchers automated a process in teams. Our results show that the background of a designer has a strong impact on the choice of the problem solving approach, and that this can prevent the use of many new and progressive features in IEC 61499.",220593150,16,32,,
10.15388/informatica.2008.216,A Framework and Tool-Support for Reengineering Software Development Methods,"M. Bajec, Damjan Vavpotič",Informatica,2008,"The purpose of the research described in this paper is to propose a framework and supporting tools that will help software companies to establish formalised methods that will be technically and socially sound with their needs. Following the framework the companies can asses and improve their existing ways of working, capture them into formalised methods and continuously enrich them based on the past development experiences. Furthermore, the formalised methods that are designed based on the suggested framework are flexible and can be automatically adjusted by the supporting tools to suite circumstances of a particular project or team. This paper describes the framework philosophy and its tool support.",98641007,16,32,,
10.1109/hicss.2013.34,A Core-Periphery-Legality Architectural Style for Open Source System Development,"Alexander Lokhman, T. Mikkonen, I. Hammouda, R. Kazman, Hong-Mei Chen",2013 46th Hawaii International Conference on System Sciences,2013,"Despite the rapid rise of open source systems (OSS), it is unclear what architectural patterns enable the success of these systems. There is little guidance on architectural patterns for OSS development. Consequently the creators of OSS projects have often come to their own solutions intuitively, via trial-and-error and design iterations. To fill this void we study the architectural challenges encountered by OSS projects and identify architectural patterns that address these challenges. We propose an integrated architectural style that addresses two challenges for OSS success: 1) what architectural principles and patterns enable the active participation of a large, distributed community, and 2) how to manage OSS licensing issues that prohibit open source (and proprietary) software to mix freely. It is critical to address these issues together as architectural decisions impact on licensing issues, which have an impact on the long-term survival of the system. We contribute to OSS development by identifying, integrating and advancing existing work on OSS patterns and offer an integrated architectural style that addresses these challenges simultaneously thus guiding future OSS development. We validate our approach via empirical studies of successful OSS systems that have evolved to use this style, and report on a case study using the proposed architectural style for a new OSS project.",40604293,16,40,,
(missing DOI),The Role of Business Intelligence in Organizational Decision-making,Arisa Shollo,(missing journal),2013,(missing abstract),43993740,16,385,,
(missing DOI),"Combining qualitative empirical research with method, technique and process improvement","Yvonne Dittrich, Kari Rönkkö, Jeanette Eriksson, Christina Hansson, Olle Lindeberg",(missing journal),2008,"The development of methods tools and process improvements is best to be based on the understanding of the development practice to be supported. Qualitative research has been proposed as a method for understanding the social and cooperative aspects of software development. However, qualitative research is not easily combined with the improvement orientation of an engineering discipline. During the last 6 years, we have applied an approach we call 'cooperative method development', which combines qualitative social science fieldwork, with problem-oriented method, technique and process improvement. The action research based approach focusing on shop floor software development practices allows an understanding of how contextual contingencies influence the deployment and applicability of methods, processes and techniques. This article summarizes the experiences and discusses the further development of this approach based on several research projects in cooperation with industrial partners.",179129503,16,57,,
10.1108/ijmpb-07-2021-0196,Action design research: integration of method support,"Stefan Cronholm, Hannes Göbel",International Journal of Managing Projects in Business,2022,"PurposeAction design research (ADR) has become widely accepted as a prominent research method within information systems when managing design-oriented research projects. One purpose of the ADR method is to provide methodological guidance for the building of IT artefacts. However, several scholars have reported a lack of guidance of method support at the micro level. This article aims to complement the macro level of the ADR method by integrating prescriptive method support at the micro level.Design/methodology/approachA qualitative approach including direct content analysis. An empirical ADR project was analysed in order to identify method support that could be integrated into the ADR method.FindingsMethod support at the micro level was identified for all the stages of the ADR method. The method support consists of procedural support, guiding concepts, and various techniques for the documentation of project tasks stated in the ADR method.Research limitations/implicationsThe contribution to theory consists of aspects concerning the integration of macro and micro levels: relationships between normative and prescriptive support, continuous focus shifts, and method completeness.Practical implicationsThe contribution to practice consists of explicit suggestions for method support that could be integrated into the ADR method.Originality/valueThis study extends previously provided knowledge by offering empirical evidence concerning theoretical constructions consisting of explicit relationships between ADR tasks and integrated method support, and elaboration on the integration of macro and micro levels.",166696250,16,82,,
10.1111/isj.12602,The Human-GenAI Value Loop in Human-Centered Innovation: Beyond the Magical Narrative,"Camille Grange, Théophile Demazure, Mickael Ringeval, Simon Bourdeau",Information Systems Journal,2024,"Organisations across various industries are still exploring the potential of Generative Artificial Intelligence (GenAI) to automate a variety of knowledge work processes, including managing innovation. While innovation is often viewed as a product of individual creativity, it more commonly unfolds through a collaborative process where creativity intertwines with knowledge. However, the extent and effectiveness of GenAI in supporting this process remain open questions. Our study investigates this issue using a collaborative practice research approach focused on three GenAI‐enabled innovation projects conducted within different organisations. We explored how, why, and when GenAI could effectively be integrated into design sprints—a highly structured, collaborative process enabling human‐centred innovation. Our research identified challenges and opportunities in synchronising AI capabilities with human intelligence and creativity. To translate these insights into practical strategies, we propose four recommendations for organisations eager to leverage GenAI to both streamline and bring more value to their innovation processes: (1) establish a collaborative intelligence value loop with GenAI; (2) build trust in GenAI; (3) develop robust data collection and curation workflows; and (4) embrace a craftsman's discipline.",287801613,15,116,,
10.1080/07421222.2017.1373005,IT-Enabled Revenue Cycle Transformation in Resource-Constrained Hospitals: A Collaborative Digital Options Inquiry,"Rajendra Singh, Vitali Mindel, Lars Mathiassen",Journal of Management Information Systems,2017,"Although hospitals increasingly consider solutions based on information technolgy (IT) for revenue cycle management, contextual constraints and numerous IT investment alternatives make it difficult...",146914240,15,130,,
10.1002/smr.2372,A case study of industry–academia communication in a joint software engineering research project,"Sergio Rico, E. Bjarnason, Emelie Engström, Martin Höst, P. Runeson",J. Softw. Evol. Process.,2021,"Empirical software engineering research relies on good communication with industrial partners. Conducting joint research both requires and contributes to bridging the communication gap between industry and academia (IA) in software engineering. This study aims to explore communication between the two parties in such a setting. To better understand what facilitates good IA communication and what project outcomes such communication promotes, we performed a case study, in the context of a long‐term IA joint project, followed by a validating survey among practitioners and researchers with experience of working in similar settings. We identified five facilitators of IA communication and nine project outcomes related to this communication. The facilitators concern the relevance of the research, practitioners' attitude and involvement in research, frequency of communication and longevity of the collaboration. The project outcomes promoted by this communication include, for researchers, changes in teaching and new scientific venues, and for practitioners, increased awareness, changes to practice, and new tools and source code. Besides, both parties gain new knowledge and develop social‐networks through IA communication. Our study presents empirically based insights that can provide advise on how to improve communication in IA research projects and thus the co‐creation of software engineering knowledge that is anchored in both practice and research.",27362184,15,49,,
