"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3LZFYT4D","conferencePaper","2020","Novitasari, Dewiana","Does Knowledge Sharing Increase Innovation Capability? Answer from Indonesian Company","","","","","https://api.semanticscholar.org/CorpusID:236844945","","2020","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4Y9WEBG","journalArticle","2023","Meuric, Pierre-Louis; Favre-Bonte, Véronique","International high-growth of early internationalizing firms: A feedback loop experience","Journal of Small Business Management","","","","https://api.semanticscholar.org/CorpusID:257175288","","2023","2026-01-23 20:28:16","2026-01-23 20:28:16","","1781 - 1827","","","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD6EL8LZ","conferencePaper","","Asbari, Masduki; Wijayanti, Laksmi Mayesti; Hyun, Choi Chi; Purwanto, Agus; Santoso, Priyono Budi","How to Build Innovation Capability in the RAC Industry to Face Industrial Revolution 4.0?","","","","","https://api.semanticscholar.org/CorpusID:281822391","","","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWT3WTW5","journalArticle","2022","Sugianto, Rahmad; Syaifuddin, Mohammad; Cholily, Yus Mochamad","Development of E-LKPD oriented minimum competency assessment (MCA) on 6C’s ability of high school students","Al-Jabar : Jurnal Pendidikan Matematika","","","","https://api.semanticscholar.org/CorpusID:259005830","","2022","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EZH4R94","journalArticle","2024","Souza, Wesley; Silva, Williamson; Guedes, Gilleanes Thorwald Araujo","Knowledge Management Diagnosis in Software Organizations: A Systematic Literature Review Extension","Proceedings of the 20th Brazilian Symposium on Information Systems","","","","https://api.semanticscholar.org/CorpusID:269987672","","2024","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIINA6MT","journalArticle","2022","Borrego, Gilberto; González-López, Samuel; Palacio, Ramón R.","Tags’ Recommender to Classify Architectural Knowledge Applying Language Models","Mathematics","","","","https://api.semanticscholar.org/CorpusID:246434269","","2022","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHGV4UM3","conferencePaper","2020","Nugroho, Yunianto Agung; Putra, Firdaus; Novitasari, Dewiana; Asbari, Masduki; Purwanto, Agus","Developing Innovation Capability: Between Individual and Organizational Factors","","","","","https://api.semanticscholar.org/CorpusID:236876531","","2020","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQB6GJV9","journalArticle","2021","Hafeez, Yaser; Ali, Sadia; Jhanjhi, Noor Zaman; Humayun, Mamoona; Nayyar, Anand; Masud, Mehedi","Role of Fuzzy Approach towards Fault Detection for Distributed Components","Computers, Materials & Continua","","","","https://api.semanticscholar.org/CorpusID:234240790","","2021","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD9EFDR2","journalArticle","2022","Filho, José Romualdo da Costa; Penha, Renato; Silva, Luciano Ferreira da Da; Bizarrias, Flávio Santino","Competencies for Managing Activities in Agile Projects","Global Journal of Flexible Systems Management","","","","https://api.semanticscholar.org/CorpusID:251675498","","2022","2026-01-23 20:28:16","2026-01-23 20:28:16","","431 - 452","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSTB7E7U","journalArticle","2021","Sjøberg, Dag I. K.; Bergersen, Gunnar R.","Construct Validity in Software Engineering","IEEE Transactions on Software Engineering","","","","https://api.semanticscholar.org/CorpusID:233850073","","2021","2026-01-23 20:28:16","2026-01-23 20:28:16","","1374-1396","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNWZLXQH","conferencePaper","2020","Martínez-García, Jose R.; Palacio, Ramón R.; Castillo-Barrera, Francisco Edgar; Borrego, Gilberto; Marquez-Encinas, Hector D.","Towards a Knowledge Condensation Tool to Capture Expertise","","","","","https://api.semanticscholar.org/CorpusID:228899099","","2020","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JM5XSALB","journalArticle","2025","Bahrun; Mutmainnah","Challenges and opportunities in the Kampus Mengajar Program for basic literacy in South Aceh Junior High Schools","International Journal of Advances in Educational Research","","","","https://api.semanticscholar.org/CorpusID:279960132","","2025","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YP3SWQIS","journalArticle","2020","Sarwar, Amber; Hafeez, Yaser; Hussain, Shariq; Yang, Shunkun","Towards Taxonomical-Based Situational Model to Improve the Quality of Agile Distributed Teams","IEEE Access","","","","https://api.semanticscholar.org/CorpusID:210695212","","2020","2026-01-23 20:28:16","2026-01-23 20:28:16","","6812-6826","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8HT86AA","journalArticle","2021","Evalina; Rahayu; Utami, Tri; Sunarsi, Denok; Paramarta, Vip; Iswadi, Udi; Farida, Dewi Mutia","Effect of Organizational Learning on the Hard Skills, Soft Skills and Innovation of Employees: Evidence from Information Technology Industries","INFORMATION TECHNOLOGY IN INDUSTRY","","","","https://api.semanticscholar.org/CorpusID:233251708","","2021","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQVYZ8GK","conferencePaper","2020","Asbari, Masduki; Wijayanti, Laksmi Mayesti; Hyun, Choi Chi; Purwanto, Agustinus; Priyono; Santoso, Budi","Dinamika Pendidikan","","","","","https://api.semanticscholar.org/CorpusID:213993651","","2020","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXQ6HR7A","journalArticle","2022","Theunissen, Theo; Heesch, Uwe van; Avgeriou, Paris","A mapping study on documentation in Continuous Software Development","Inf. Softw. Technol.","","","","https://api.semanticscholar.org/CorpusID:243678981","","2022","2026-01-23 20:28:16","2026-01-23 20:28:16","","106733","","","142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC2HNPIM","journalArticle","2022","Alshammari, Fahad H.","Analytical Evaluation of SOA and SCRUM Business Process Management Approaches for IoT-Based Services Development","Scientific Programming","","","","https://api.semanticscholar.org/CorpusID:249214439","","2022","2026-01-23 20:28:16","2026-01-23 20:28:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NWET2YH","journalArticle","2023","Robles, J.; Borrego, Gilberto; Palacio, Ramón R.; Castillo-Barrera, Francisco Edgar","Supporting the Architectural Knowledge Condensation in a Co-Localized Agile Environment for Small Entities Using an Ontology","Programming and Computer Software","","","","https://api.semanticscholar.org/CorpusID:267219937","","2023","2026-01-23 20:28:16","2026-01-23 20:28:16","","775 - 789","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLQKG3AA","journalArticle","2023","Hyun, Santiago; Hurtado, Julio Ariel","Traceability of Architectural Design Decisions and Software Artifacts: A Systematic Mapping Study","Foundations of Computing and Decision Sciences","","","","https://api.semanticscholar.org/CorpusID:266375497","","2023","2026-01-23 20:28:16","2026-01-23 20:28:16","","401 - 423","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
