id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3118786941,"Abstract This paper aims at exploring the educational scholarly writing on the teacher-student relationship and performance within the use of Social Network Sites (SNSs) for educational purposes. To that end, a systematic review of 111 journal articles focused on young people, and found in ten relevant databases (ERIC, SCOPUS, WOS, JCR (SSCI), DOAJ, EBSCO, ISOC, REDIB, JSTOR, and PsycARTICLES), has been performed. The results show continuity in the roles of educators and students between physical and virtual spaces. This homogeneous conceptualisation is grounded on student-centred theories. Also, the existence of a theoretical confrontation between the figurative dichotomy of vertical (distance) and horizontal (closeness) teacher-student relationship is revealed and discussed. While most of the reviewed studies focused on requirements for technical training, the need for acquiring digital cultural knowledge is stressed. Finally, some of the educational implications of the ethical dimension of the teacher-student relationship in digital spaces are exposed.",,,Laura Camas Garrido|Aída Valero Moya|Mireia Vendrell Morancho,https://openalex.org/A5045452838|https://openalex.org/A5047158156|https://openalex.org/A5058863608,https://orcid.org/0000-0001-8077-2358|https://orcid.org/0000-0002-2551-2841|https://orcid.org/0000-0002-7286-8867,ES|ES|ES|US,Universidad Complutense de Madrid|Universidad Complutense de Madrid|Universidad Complutense de Madrid|United States Department of Education,https://openalex.org/I121748325|https://openalex.org/I121748325|https://openalex.org/I121748325|https://openalex.org/I1311289386,True|False|False,cc-by,0.98047053,36,https://openalex.org/I121748325,The Teacher-Student Relationship in the Use of Social Network Sites for Educational Purposes: A Systematic Review,https://doi.org/10.7821/naer.2021.1.591,,10.6308,,False,en,True,diamond,Journal of New Approaches in Educational Research,https://openalex.org/S2738710002,2254-7339,journal,Impact of Technology on Adolescents,2021-01-01,2021,review
https://openalex.org/W4220746935,,,,Dmitriy Tobin|А. В. Богомолов|Mikhail Golosovskiy,https://openalex.org/A5015745972|https://openalex.org/A5064526275|https://openalex.org/A5025000218,|https://orcid.org/0000-0002-7582-1802|https://orcid.org/0000-0002-1956-9956,RU|RU|RU,Russian Academy of Sciences|Russian Academy of Sciences|Russian Academy of Sciences,https://openalex.org/I1313323035|https://openalex.org/I1313323035|https://openalex.org/I1313323035,True|False|False,,0.99928933,28,https://openalex.org/I1313323035,Model of Organization of Software Testing for Cyber-Physical Systems,https://doi.org/10.1007/978-3-030-95120-7_5,,55.2465,,False,en,False,closed,"Studies in systems, decision and control",https://openalex.org/S4210187899,2198-4182,book series,Technology and Human Factors in Education and Health,2022-01-01,2022,book-chapter
https://openalex.org/W3134679357,"The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.",1400,1400,Nicolas Scelles|Qi Peng|Maurizio Valenti,https://openalex.org/A5046621193|https://openalex.org/A5049141449|https://openalex.org/A5049468356,https://orcid.org/0000-0002-6177-5307|https://orcid.org/0000-0002-8730-4458|https://orcid.org/0000-0001-8029-9863,GB|GB|GB,Manchester Metropolitan University|Manchester Metropolitan University|Manchester Metropolitan University,https://openalex.org/I11983389|https://openalex.org/I11983389|https://openalex.org/I11983389,True|False|False,cc-by,0.94914967,24,https://openalex.org/I11983389,Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications,https://doi.org/10.3390/economies9010031,,4.4432,,False,en,True,gold,Economies,https://openalex.org/S2737296559,2227-7099,journal,Sports Analytics and Performance,2021-03-05,2021,article
https://openalex.org/W2954017545,,,,Fernando Almeida|E. Castaneda Miranda|João Diogo Falcão,https://openalex.org/A5035361997|https://openalex.org/A5108264458|https://openalex.org/A5113159048,https://orcid.org/0000-0002-6758-4843||https://orcid.org/0009-0002-5362-7096,PT||,INESC TEC|Instituto Superior Politécnico Gaya|Universidade do Porto||,https://openalex.org/I4210166615|https://openalex.org/I4210149344|https://openalex.org/I182534213||,True|False|False,,0.93709727,23,https://openalex.org/I182534213|https://openalex.org/I4210149344|https://openalex.org/I4210166615,Challenges and facilitators practices for knowledge management in large-scale scrum teams,https://doi.org/10.1080/15228053.2019.1637087,,3.5232,,False,en,False,closed,Journal of Information Technology Case and Application Research,https://openalex.org/S2764688611,1522-8053,journal,Software Engineering Techniques and Practices,2019-04-03,2019,article
https://openalex.org/W4205367452,,,,Noella Edelmann|Jeremy Millard,https://openalex.org/A5061793778|https://openalex.org/A5027728446,https://orcid.org/0000-0001-8386-9585|https://orcid.org/0000-0003-4075-8150,AT|,Universität für Weiterbildung Krems|,https://openalex.org/I132976966|,True|False,,0.93590244,14,https://openalex.org/I132976966,"Telework development before, during and after COVID-19, and its relevance for organizational change in the public sector",https://doi.org/10.1145/3494193.3494252,,3.6295,,False,en,False,closed,,,,,Work-Family Balance Challenges,2021-10-06,2021,article
https://openalex.org/W4409902340,"Circularity indicators are widely used to assess progress toward sustainability through circular economic practices. However, the diverse data requirements for these indicators often result in inconsistencies, overlaps and misinterpretations when evaluating circularity. This study addresses the absence of a unified, standardised approach to defining and applying circularity indicators, by developing a framework, named “CirDEF”. This standardised and holistic information framework supports the varied information needs of circularity indicators across system scales, indicator types, and stakeholder contexts. A systematic literature review was conducted, analysing 75 resources to identify existing circularity indicators. The resulting standardised information framework structured around input, process, and output model incorporated with key attributes such as business, time, dimensional, impact, and performance. This allows for the creation of a holistic platform that can redefine existing circularity indicators and improve decision-making. The framework was validated through expert interviews using face, content, and construct validation methods, to ensure theoretical and practical relevance. CirDEF enables dynamic, context-specific circularity assessments by allowing users to apply any relevant circularity indicators instead of relying on fixed indicators. This adaptability supports real-time decision-making, traceability, and proactive implementation of the circular economy. By resolving ambiguities, overlaps, and the static measurement limitations, CirDEF serves as a comprehensive system that facilitates data-driven decisions and aligns with SDGs. This is the first study of its kind to provide a thorough resource for academics, industry practitioners, and policymakers, enabling a holistic evaluation of circularity indicators through a standardised information framework across various processes and life cycles on a global scale. • Examines the functionality of circularity indicators (CIs) in circular economy (CE) using a systematic literature review. • Analyse the circularity sub-indicators to determine the information needs related to circularity. • Categorizes CIs into five themes: Resource Re-consumption, Production LCA, Resource Optimisation, Environmental Impact, and Social Wellbeing. • Defines key components and information needs across input, process, output, and attribute levels. • Proposes a standardised framework to holistically map information needs for assessing circularity.",4100,4100,Ravindu Kahandawa|Ruchini Senarath Jayasinghe|Kasun Gomis,https://openalex.org/A5032852994|https://openalex.org/A5060666099|https://openalex.org/A5024072744,https://orcid.org/0000-0002-7028-5940|https://orcid.org/0000-0001-9621-7017|https://orcid.org/0000-0001-6354-0440,NZ|AU|GB,Massey University|University of South Australia|University of Lancashire,https://openalex.org/I51158804|https://openalex.org/I170239107|https://openalex.org/I185852735,False|True|False,cc-by,0.92888654,2,https://openalex.org/I170239107,CirDEF: Standardised information framework to address the information needs of circularity indicators,https://doi.org/10.1016/j.jclepro.2025.145611,,3.9557,,False,en,True,hybrid,Journal of Cleaner Production,https://openalex.org/S58516903,0959-6526,journal,Sustainable Supply Chain Management,2025-04-28,2025,article
https://openalex.org/W4412380013,"The digital platform’s usability is crucial for users but is often overlooked for those with visual impairments. The study aims to review and analyze the usability of platforms for users with visual impairments. The study is a Systematic Literature Review (SLR) that adapts the preferred reporting items for Systematic Reviews and Meta-Analysis (PRISMA) model to review 49 out of 137 publications from 2019 to 2023 indexed in Scopus. Key themes emerging from the analysis include accessibility, navigation, daily activities, screen division layout, and audio guidance. The success of platform implementation is evaluated using the System Usability Scale (SUS), Think Aloud, and Heuristic Evaluation. Building upon the exploration of 49 findings and categorization, a subsequent search is conducted for similar studies that can reinforce the strength of the arguments presented in the 49 studies. The analysis in the study is examined through research questions to provide a comprehensive and in-depth insight into the use of technology to enhance the quality of daily life for users with visual impairment. In addition to evaluating the success of platform implementation and popular evaluation methods, the systematic literature review explores the evolution of assistive technologies over the reviewed period and identifies emerging trends. The study delves into the ethical considerations surrounding developing and implementing technologies catering to individuals with visual impairments. The research aims to contribute not only to the usability aspects but also to the responsible and inclusive advancement of technology for users with visual impairments. In conclusion, this systematic literature review provides a comprehensive overview of the current state of usability in platforms designed for individuals with visual impairments. The findings of this study contribute valuable insights for designers, developers, and policymakers to enhance the inclusivity of platforms for users with visual impairments. Recommendations based on the identified themes aim to guide future research and development, fostering continuous improvement in usability and user experience for this often-neglected user demographic.",1150,1150,Fahrobby Adnan|Januar Adi Putra|Maulida Dwi Agustiningsih|Eva Oktaviana|Nabila Anjani Robi’atul Adawiyah,https://openalex.org/A5016261577|https://openalex.org/A5004359961|https://openalex.org/A5046295698|https://openalex.org/A5118970729|https://openalex.org/A5118970730,https://orcid.org/0000-0003-4132-2340|https://orcid.org/0000-0002-4790-378X|||,ID|ID|ID|ID|ID,Universitas Jember|Universitas Jember|Universitas Islam Jember|Universitas Jember|Universitas Jember,https://openalex.org/I3129486149|https://openalex.org/I3129486149|https://openalex.org/I4210104490|https://openalex.org/I3129486149|https://openalex.org/I3129486149,True|False|False|False|False,cc-by,0.97446973,1,https://openalex.org/I3129486149,Exploring the usability of platforms for individuals with visual impairments: a systematic literature review,https://doi.org/10.3389/fcomp.2025.1601621,Universitas Jember,11.8628,,False,en,True,gold,Frontiers in Computer Science,https://openalex.org/S4210211086,2624-9898,journal,Digital Accessibility for Disabilities,2025-07-14,2025,article
https://openalex.org/W2929675191,"Drug Safety (DS) is a domain with significant public health and social impact. Knowledge Engineering (KE) is the Computer Science discipline elaborating on methods and tools for developing ""knowledge-intensive"" systems, depending on a conceptual ""knowledge"" schema and some kind of ""reasoning"" process. The present systematic and mapping review aims to investigate KE-based approaches employed for DS and highlight the introduced added value as well as trends and possible gaps in the domain. Journal articles published between 2006 and 2017 were retrieved from PubMed/MEDLINE and Web of Science® (873 in total) and filtered based on a comprehensive set of inclusion/exclusion criteria. The 80 finally selected articles were reviewed on full-text, while the mapping process relied on a set of concrete criteria (concerning specific KE and DS core activities, special DS topics, employed data sources, reference ontologies/terminologies, and computational methods, etc.). The analysis results are publicly available as online interactive analytics graphs. The review clearly depicted increased use of KE approaches for DS. The collected data illustrate the use of KE for various DS aspects, such as Adverse Drug Event (ADE) information collection, detection, and assessment. Moreover, the quantified analysis of using KE for the respective DS core activities highlighted room for intensifying research on KE for ADE monitoring, prevention and reporting. Finally, the assessed use of the various data sources for DS special topics demonstrated extensive use of dominant data sources for DS surveillance, i.e., Spontaneous Reporting Systems, but also increasing interest in the use of emerging data sources, e.g., observational healthcare databases, biochemical/genetic databases, and social media. Various exemplar applications were identified with promising results, e.g., improvement in Adverse Drug Reaction (ADR) prediction, detection of drug interactions, and novel ADE profiles related with specific mechanisms of action, etc. Nevertheless, since the reviewed studies mostly concerned proof-of-concept implementations, more intense research is required to increase the maturity level that is necessary for KE approaches to reach routine DS practice. In conclusion, we argue that efficiently addressing DS data analytics and management challenges requires the introduction of high-throughput KE-based methods for effective knowledge discovery and management, resulting ultimately, in the establishment of a continuous learning DS system.",2950,2950,Pantelis Natsiavas|Andigoni Malousi|Cédric Bousquet|Marie‐Christine Jaulent|Vassilis Koutkias,https://openalex.org/A5036029445|https://openalex.org/A5060458297|https://openalex.org/A5068103198|https://openalex.org/A5034693908|https://openalex.org/A5079365908,https://orcid.org/0000-0002-4061-9815|https://orcid.org/0000-0002-1968-7020|https://orcid.org/0000-0001-9775-2476|https://orcid.org/0000-0003-4445-7494|https://orcid.org/0000-0003-4154-850X,FR|GR|GR|FR|FR|GR,Inserm|Sorbonne Université|Université Sorbonne Paris Nord|Sorbonne Paris Cité|Centre for Research and Technology Hellas|Département d'Informatique|Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé|Aristotle University of Thessaloniki|Inserm|Sorbonne Université|Université Sorbonne Paris Nord|Sorbonne Paris Cité|Centre Hospitalier Universitaire de Saint-Étienne|Département d'Informatique|Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé|Inserm|Sorbonne Université|Université Sorbonne Paris Nord|Sorbonne Paris Cité|Département d'Informatique|Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé|Centre for Research and Technology Hellas,https://openalex.org/I154526488|https://openalex.org/I39804081|https://openalex.org/I4210091279|https://openalex.org/I4210091437|https://openalex.org/I4210134249|https://openalex.org/I4210161954|https://openalex.org/I4389425324|https://openalex.org/I21370196|https://openalex.org/I154526488|https://openalex.org/I39804081|https://openalex.org/I4210091279|https://openalex.org/I4210091437|https://openalex.org/I4210157006|https://openalex.org/I4210161954|https://openalex.org/I4389425324|https://openalex.org/I154526488|https://openalex.org/I39804081|https://openalex.org/I4210091279|https://openalex.org/I4210091437|https://openalex.org/I4210161954|https://openalex.org/I4389425324|https://openalex.org/I4210134249,False|False|False|False|True,cc-by,0.75063857,19,https://openalex.org/I4210134249,Computational Advances in Drug Safety: Systematic and Mapping Review of Knowledge Engineering Based Approaches,https://doi.org/10.3389/fphar.2019.00415,European Commission,1.2564,https://pubmed.ncbi.nlm.nih.gov/31156424,False,en,True,gold,Frontiers in Pharmacology,https://openalex.org/S132108250,1663-9812,journal,Pharmacovigilance and Adverse Drug Reactions,2019-05-17,2019,review
https://openalex.org/W4320517216,,,,Tiago F. A. C. Sigahi|Laerte Idal Sznelwar,https://openalex.org/A5083573321|https://openalex.org/A5069599450,https://orcid.org/0000-0002-2595-5220|https://orcid.org/0000-0001-7703-0476,BR|BR,Universidade Estadual de Campinas (UNICAMP)|Universidade de São Paulo,https://openalex.org/I181391015|https://openalex.org/I17974374,True|False,,0.87741862,9,https://openalex.org/I181391015,Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,https://doi.org/10.1108/k-11-2022-1507,,2.219,,False,en,False,closed,Kybernetes,https://openalex.org/S168682784,0368-492X,journal,Complex Systems and Decision Making,2023-02-13,2023,review
https://openalex.org/W4411011254,"There is a rich amount of reviews offer valuable references on the topic of exploring relationship between built environment and public transportation demand, but they often focus on certain perspectives and none of them provide a comprehensive and quantitative overview on available publications. To fill this gap, this study employed bibliometric analysis to develop a comprehensive review of relevant literature retrieved from the WOS core collection database from 2001 to 2022, aiming to identify the evolutionary trends and hot topics at global level, including historical and geographical trends, leading journals and institutions, keyword characteristics, citation network analysis and content analysis. The output results show that there is an increasing geographic spread along with the growth spurt of research publications on the topic of built environment influence on public transportation demand. According to results output from the keywords’ distribution and citation network analysis, hot topics of available studies as well as future research directions were identified based on their research objects, built environment measurement, and applied models. It is hoped that the output results will help researchers gain a deeper understanding of the development of research in this area, and help urban planning decision makers determine the most effective decisions and the most appropriate practices. • There is an increasing geographic spread along with the growth spurt of research publications on this topic. • The research object of available studies covered various transit modes, as well as intermodal transfers between them. • Various sources of big data offer opportunities to measure with increasingly higher spatial and temporal resolutions. • Recent literature has addressed the nonlinear association between the built environment and public transportation usage.",,,Yuji Shi|Zan Zhang|Zhuofan Yan,https://openalex.org/A5060475409||https://openalex.org/A5102554689,https://orcid.org/0000-0003-3373-2702||,CN|CN|CN,Jiangsu University|Jiangsu University|Jiangsu University,https://openalex.org/I115592961|https://openalex.org/I115592961|https://openalex.org/I115592961,True|False|False,cc-by-nc-nd,0.92174424,2,https://openalex.org/I115592961,A scientometric review of research on built environment influence on public transportation demand,https://doi.org/10.1016/j.jtte.2024.01.003,"Natural Science Foundation of Jiangsu Province|Senior Talent Foundation of Jiangsu University|Natural Science Research of Jiangsu Higher Education Institutions of China|Humanities and Social Sciences Youth Foundation, Ministry of Education of the People's Republic of China",3.865,,False,en,True,diamond,Journal of Traffic and Transportation Engineering (English Edition),https://openalex.org/S4210170470,2095-7564,journal,Urban Transport and Accessibility,2025-06-01,2025,review
https://openalex.org/W3120999377,,2290,,Shreya Banerjee|Narayan C. Debnath|Anirban Sarkar,https://openalex.org/A5069316426|https://openalex.org/A5111936306|https://openalex.org/A5101938750,https://orcid.org/0000-0002-7100-7571||https://orcid.org/0000-0002-7724-1625,VN|VN|IN,Eastern International University|Eastern International University|National Institute of Technology Durgapur,https://openalex.org/I4210142079|https://openalex.org/I4210142079|https://openalex.org/I155837530,True|False|False,,0.8922956,11,https://openalex.org/I4210142079,An Ontology-Based Approach to Automated Test Case Generation,https://doi.org/10.1007/s42979-020-00420-8,,2.8469,,False,en,False,closed,SN Computer Science,https://openalex.org/S4210174798,2661-8907,journal,Software Testing and Debugging Techniques,2021-01-12,2021,article
https://openalex.org/W3092220769,,,,Yalin Liu|Jinfeng Lin|Qingkai Zeng|Meng Jiang|Jane Cleland‐Huang,https://openalex.org/A5100677480|https://openalex.org/A5088923915|https://openalex.org/A5030469532|https://openalex.org/A5074821819|https://openalex.org/A5037363688,https://orcid.org/0000-0003-2870-4598|https://orcid.org/0000-0001-9146-1299|https://orcid.org/0000-0002-0610-1553|https://orcid.org/0000-0002-3009-519X|https://orcid.org/0000-0001-9436-5606,US|US|US|US|US,University of Notre Dame|University of Notre Dame|University of Notre Dame|University of Notre Dame|University of Notre Dame,https://openalex.org/I107639228|https://openalex.org/I107639228|https://openalex.org/I107639228|https://openalex.org/I107639228|https://openalex.org/I107639228,True|False|False|False|False,,0.89395263,8,https://openalex.org/I107639228,Towards Semantically Guided Traceability,https://doi.org/10.1109/re48521.2020.00043,,1.8683,,False,en,False,closed,,,,,Software Engineering Research,2020-08-01,2020,article
https://openalex.org/W2976917759,"In light of the escalating challenges for the sustainability of our societies, the need for improving the research of sustainable consumption and production (SCP) aiming to make real changes on the societies towards sustainability is evident. Transdisciplinary (TD) research is a promising way to enhance SCP research; however, insights to operationalize the concept of TD research are needed for both funders and researchers. Therefore, this article proposes an innovative way to capture and analyse a research series for transdisciplinarity assessment in qualitative and quantitative terms. This new way is termed research series review (RSR). This article adopted literature analysis and partly reflexive retrospective reasoning. In particular, citation content analysis was carried out in relation to two research series selected as the cases. The results show that RSR has advantages such as clearer traceability with cause-and-effect relationships. Furthermore, a successful SCP research series is hypothesised to form an iterative process between practical and theoretical fields as well as finding opportunities and proposing solutions.",2200,161,Tomohiko Sakao,https://openalex.org/A5075994760,https://orcid.org/0000-0002-5991-5542,SE,Linköping University,https://openalex.org/I102134673,True,cc-by,0.94336109,7,https://openalex.org/I102134673,Research Series Review for Transdisciplinarity Assessment—Validation with Sustainable Consumption and Production Research,https://doi.org/10.3390/su11195250,Lunds Universitet|Linköpings Universitet,4.0924,,False,en,True,gold,Sustainability,https://openalex.org/S10134376,2071-1050,journal,Sustainability in Higher Education,2019-09-25,2019,article
https://openalex.org/W2896599595,,,,Qamar H. Naith|Fabio Ciravegna,https://openalex.org/A5034647722|https://openalex.org/A5052671966,https://orcid.org/0000-0002-8229-2427|https://orcid.org/0000-0001-5817-4810,GB|GB,University of Sheffield|University of Sheffield,https://openalex.org/I91136226|https://openalex.org/I91136226,True|False,,0.84438306,5,https://openalex.org/I91136226,Hybrid Crowd-powered Approach for Compatibility Testing of Mobile Devices and Applications,https://doi.org/10.1145/3265689.3265690,,1.3227,,False,en,False,closed,,,,,Mobile Crowdsensing and Crowdsourcing,2018-07-28,2018,article
https://openalex.org/W2901225863,"Purpose This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamless working. Design/methodology/approach This paper proposes a “hybrid crowdsourcing” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting workflow Developer/Tester- Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This workflow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “crowd-powered knowledge base” has been developed that stores testing results, relevant issues and their solutions. Findings The comparison of the presented DT-CT workflow with the common and most recent crowdtesting workflows showed that DT-CT may positively impact the testing process by reducing time-consuming and budget spend because of the direct interaction of developers and crowd testers. Originality/value To authors’ knowledge, this paper is the first to propose crowdtesting workflow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this field. Additionally, this work is the first that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-users with apps and obtains more concrete results.",,,Qamar H. Naith|Fabio Ciravegna,https://openalex.org/A5034647722|https://openalex.org/A5052671966,https://orcid.org/0000-0002-8229-2427|https://orcid.org/0000-0001-5817-4810,GB|GB,University of Sheffield|University of Sheffield,https://openalex.org/I91136226|https://openalex.org/I91136226,True|True,cc-by,0.7759181,4,https://openalex.org/I91136226,Mobile devices compatibility testing strategy via crowdsourcing,https://doi.org/10.1108/ijcs-09-2018-0024,,0.6614,,False,en,True,diamond,International Journal of Crowd Science,https://openalex.org/S4210199319,2398-7294,journal,Mobile Crowdsensing and Crowdsourcing,2018-11-13,2018,article
https://openalex.org/W3160592935,"\n Endangered species lists (or Red Lists) are useful tools for species conservation but, if inappropriately applied, they can be sources of conflict. This situation is aggravated for marine species, whose data deficiency is associated with the difficulties in the acquisition of information about the ecology of most organisms, especially invertebrates. In addition, lists can be made for different administrative levels (Global, National, Regional etc.) and, therefore, adequate information is needed for each of these scales. The list of endangered species of the State of São Paulo, Brazil, includes the trigonal clam Tivela mactroides, a beach bivalve used as food and recreation resource by inhabitants and tourists on the Northern Coast of the state. The lack of information on concepts and criteria to support inclusion in the state Red List and the potential negative consequences of this management tool to clam users raised concern on its application to T. mactroides. To overcome this data deficiency, we employed a stepped strategy to qualify information on its geographic distribution and trends in population size and potential threats. In this work, we developed a strategy of gathering information aiming to improve the categorization of this clam in the list of endangered species. We combined incremental steps considering review of literature and data repositories, simplified habitat suitability model, interviews with experts and local community, citizen science approach and beach validation visits. The combination of the employed methods revealed the occurrence of T. mactroides in 59 beaches, more than what could had been previously identified by traditional methods available (41 beaches) to the creation of Red Lists: Literature review, data repositories and experts. The literature was insufficient to inform the trends in population density and the possible threats. The overall temporal trends in the size of populations derived from interviews indicated a decrease, both for specific beaches and for the coastal as a whole. Waste water, oil spills and other pollutants were frequently mentioned, by both experts and communities, while clam capture was not cited as often as a threat. Considering that a species included in the List of Threatened Species of the State of São Paulo is protected from capture by law, the inclusion on the list might not offer full protection for T. mactroides due to the existence of multiple threats and the risk of habitat loss. An Ecosystem Based approach, facing both direct and indirect pressures on clam populations, would be the most adequate course of action to support conservation and sustainable use of Tivela mactroides. We demonstrated possible weaknesses and strengths of the methods, proposing that each method can be applied for conservation purposes depending on the characteristics of the project.\n",,,Thaís Fonseca Rech,https://openalex.org/A5067136280,https://orcid.org/0000-0002-7028-9669,BR,Universidade de São Paulo,https://openalex.org/I17974374,True,other-oa,,0,https://openalex.org/I17974374,"Improving the classification of data deficient species in Red Lists: the case of the trigonal clam &gt;i&lt;Tivela mactroides&gt;/i&lt; (Born, 1778) (Bivalvia) in São Paulo State",https://doi.org/10.11606/d.21.2020.tde-09032020-160255,Universidade de São Paulo,,,False,en,True,gold,,,,,Identification and Quantification in Food,2020-03-11,2020,dissertation
https://openalex.org/W7154999923,"<ns3:p>Background Trust in artificial intelligence (AI) systems is critical for ethical and effective adoption, particularly among non-expert users. This review aimed to identify factors influencing trust and practical considerations for designing explainable AI (XAI) systems. Methods We systematically reviewed the literature following PRISMA 2020 guidelines and using backward and forward citation searches. The primary search was carried out in Web of Science (WoS), with the final search completed in January 2025. Eligible studies were peer-reviewed publications examining trust in AI among non-expert users and/or design considerations for XAI. Exclusion criteria removed studies focused solely on expert users or unrelated to trust or explainability. Results 35 studies involving diverse non-expert populations were included. We used a thematic synthesis approach to identify 33 trust-related factors grouped into personal characteristics, sociocultural influences, design and interaction attributes, and system-level properties (e.g., age, emotions, digital literacy, social norms, usability, aesthetics, explanation type, accuracy, transparency, regulatory compliance). Additionally, 120 design considerations were extracted across nine domains, including type and form of explanation; user experience and interaction; trust, transparency and human oversight; robustness, safety and reliability; data, traceability and the AI lifecycle; regulation and compliance; ethics, values and social responsibility; evaluation methods and metrics; and usage context and organizational factors. Conclusions The review synthesizes emerging perspectives on AI trust and explainability and identifies six domains that warrant further research to support the responsible design and deployment of XAI systems. Limitations include heterogeneous evaluation practices and inconsistent operationalization of trust among non-expert users, which complicates comparability across studies and hinder the responsible deployment of XAI systems.</ns3:p>",780,780,Laura Wright|Iker Legarda|Ganix Lasa|Oscar Escallada,https://openalex.org/A5134045305|https://openalex.org/A5009919685|https://openalex.org/A5121111168|https://openalex.org/A5122550508,|https://orcid.org/0000-0003-0491-0426||,ES|ES|ES|ES,Mondragon Unibertsitatea|Mondragon Unibertsitatea|Mondragon Unibertsitatea|Mondragon Unibertsitatea,https://openalex.org/I162361429|https://openalex.org/I162361429|https://openalex.org/I162361429|https://openalex.org/I162361429,True|False|False|False,cc-by,0.92688565,0,https://openalex.org/I162361429,Factors shaping non-expert trust in AI: A systematic snowballing review of explainable AI design considerations,https://doi.org/10.12688/openreseurope.22034.1,HORIZON EUROPE Framework Programme,0.0,,False,en,True,gold,Open Research Europe,https://openalex.org/S4210238080,2732-5121,journal,Explainable Artificial Intelligence (XAI),2026-04-20,2026,article
https://openalex.org/W7155163624,"Software (SW) testing is a vital part of software engineering, gaining importance as the field advances through key developments. Bug reporting analysis is a critical phase of SW testing. It requires collaboration between developers and clients. Manual bug review by experts often results in misclassification and delays due to the process’s complexity. Introducing the knowledge management (KM) cycle can enhance bug reporting by improving cost and quality. As the primary focus of this study is on classification and analytical processing of bug description to extract three key outputs (Bug Notification, Severity, and Responsible Side) that form the basis for bug reporting, this study presents the Testing Bug Report Generation (TBRG-KM) model; the basic idea for this is applying the KM principles to generate a learning-based system for bug reporting, analyzing and using Deep Learning (DL) as a technical implementation and embodiment for the TBRG-KM model. The TBRG-KM focuses on three key bug report features: Bug Notification, Severity, and Responsible Side. The model explores twelve variations using CNN, LSTM, GRU, and Bi-LSTM with attention mechanisms. The model was tested on a dataset comprising 20,171 bug reports from an agile e-commerce project targeting both web and Android frameworks. The Bi-LSTM with attention delivered the highest performance, achieving 0.95 accuracy for Bug Notification and 0.92 for Severity and Responsible Side.",,,Rehab Adel|Farida Youness|Ahmed Kolkila|A Al-Marakeby|Nagdy Mahmoud Nagdy,https://openalex.org/A5062265266|https://openalex.org/A5064812913|https://openalex.org/A5134304482|https://openalex.org/A5022042537|https://openalex.org/A5106017041,|https://orcid.org/0000-0002-3665-2794||https://orcid.org/0000-0002-8727-6506|,EG|EG|EG|EG|EG,Al-Azhar University|Al-Azhar University|Al-Azhar University|Al-Azhar University|Al-Azhar University,https://openalex.org/I184834183|https://openalex.org/I184834183|https://openalex.org/I184834183|https://openalex.org/I184834183|https://openalex.org/I184834183,True|False|False|False|False,cc-by,0.95204882,0,https://openalex.org/I184834183,Integrating AI and knowledge systems to automate bug reporting in software testing,https://doi.org/10.1007/s42452-026-08624-y,,0.0,,False,en,True,diamond,Discover Applied Sciences,https://openalex.org/S5407042868,3004-9261,journal,Software Engineering Research,2026-04-22,2026,article
