id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2886699977,,2590,,Asma Ali Mosa Al-araibi|Mohd Naz’ri Mahrin|Rasimah Che Mohd Yusoff,https://openalex.org/A5110506858|https://openalex.org/A5003837846|https://openalex.org/A5023762915,|https://orcid.org/0000-0002-9604-9700|https://orcid.org/0009-0003-4113-1429,MY|MY|MY,University of Technology Malaysia|University of Technology Malaysia|University of Technology Malaysia,https://openalex.org/I4576418|https://openalex.org/I4576418|https://openalex.org/I4576418,True|False|False,,0.99467781,152,https://openalex.org/I4576418,Technological aspect factors of E-learning readiness in higher education institutions: Delphi technique,https://doi.org/10.1007/s10639-018-9780-9,,27.3317,False,en,False,closed,Education and Information Technologies,https://openalex.org/S166722454,1360-2357,journal,Technology Adoption and User Behaviour,2018-08-15,2018,article
https://openalex.org/W2066707382,,2290,,Fábio Q. B. da Silva|Marcos Suassuna|A. César C. França|Alicia M. Grubb|Tatiana B. Gouveia|Cleviton V. F. Monteiro|Igor Ebrahim dos Santos,https://openalex.org/A5031528145|https://openalex.org/A5028173482|https://openalex.org/A5009075149|https://openalex.org/A5018800958|https://openalex.org/A5026787741|https://openalex.org/A5103253307|https://openalex.org/A5002756951,https://orcid.org/0000-0002-3734-040X|||https://orcid.org/0000-0002-3552-3165||https://orcid.org/0000-0002-7828-4707|,BR|BR|BR|CA|BR|BR|BR,Universidade Federal de Pernambuco|Universidade Federal de Pernambuco|Universidade Federal de Pernambuco|University of Toronto|Universidade Federal de Pernambuco|Universidade Federal de Pernambuco|Universidade Federal de Pernambuco,https://openalex.org/I25112270|https://openalex.org/I25112270|https://openalex.org/I25112270|https://openalex.org/I185261750|https://openalex.org/I25112270|https://openalex.org/I25112270|https://openalex.org/I25112270,True|False|False|False|False|False|False,,0.98478877,102,https://openalex.org/I25112270,Replication of empirical studies in software engineering research: a systematic mapping study,https://doi.org/10.1007/s10664-012-9227-7,,13.3495,False,en,False,closed,Empirical Software Engineering,https://openalex.org/S109852484,1382-3256,journal,Software Engineering Techniques and Practices,2012-08-31,2012,article
https://openalex.org/W2146343279,,,,Sira Vegas|Natália Juristo|Victor R. Basili,https://openalex.org/A5076034572|https://openalex.org/A5056117323|https://openalex.org/A5011045475,https://orcid.org/0000-0001-8535-9386|https://orcid.org/0000-0002-2465-7141|,ES|ES|US,"Universidad Politécnica de Madrid|Universidad Politécnica de Madrid|University of Maryland, College Park|Fraunhofer USA Center Mid-Atlantic CMA",https://openalex.org/I88060688|https://openalex.org/I88060688|https://openalex.org/I66946132|https://openalex.org/I4210162509,True|False|False,,0.9316809,63,https://openalex.org/I88060688,Maturing Software Engineering Knowledge through Classifications: A Case Study on Unit Testing Techniques,https://doi.org/10.1109/tse.2009.13,,3.6194,False,en,False,closed,IEEE Transactions on Software Engineering,https://openalex.org/S8351582,0098-5589,journal,Software Testing and Debugging Techniques,2009-02-13,2009,article
https://openalex.org/W2025566381,,3350,,Érica Ferreira de Souza|Ricardo de Almeida Falbo|Nandamudi L. Vijaykumar,https://openalex.org/A5050603863|https://openalex.org/A5017900692|https://openalex.org/A5042368174,https://orcid.org/0000-0002-5425-145X||https://orcid.org/0000-0002-9025-0841,BR|BR|BR,National Institute for Space Research|Universidade Federal do Espírito Santo|National Institute for Space Research,https://openalex.org/I80849659|https://openalex.org/I51235708|https://openalex.org/I80849659,True|False|False,,0.96304864,56,https://openalex.org/I80849659,Knowledge management initiatives in software testing: A mapping study,https://doi.org/10.1016/j.infsof.2014.05.016,Fundação de Amparo à Pesquisa do Estado de São Paulo|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação de Amparo à Pesquisa e Inovação do Espírito Santo,6.5641,False,en,False,closed,Information and Software Technology,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Research,2014-06-02,2014,article
https://openalex.org/W3124432101,"In the last 15 years, software architecture has emerged as an important software engineering field for managing the development and maintenance of large, software-intensive systems. Software architecture community has developed numerous methods, techniques, and tools to support the architecture process (analysis, design, and review). Historically, most advances in software architecture have been driven by talented people and industrial experience, but there is now a growing need to systematically gather empirical evidence about the advantages or otherwise of tools and methods rather than just rely on promotional anecdotes or rhetoric. The aim of this paper is to promote and facilitate the application of the empirical paradigm to software architecture. To this end, we describe the challenges and lessons learned when assessing software architecture research that used controlled experiments, replications, expert opinion, systematic literature reviews, observational studies, and surveys. Our research will support the emergence of a body of knowledge consisting of the more widely-accepted and well-formed software architecture theories.",,,Davide Falessi|Muhammad Ali Babar|Giovanni Cantone|Philippe Kruchten,https://openalex.org/A5075793467|https://openalex.org/A5058693284|https://openalex.org/A5032014577|https://openalex.org/A5038060982,https://orcid.org/0000-0002-6340-0058|https://orcid.org/0000-0001-6653-6076||https://orcid.org/0000-0003-1359-4867,IT|DK|IT|CA,University of Rome Tor Vergata|IT University of Copenhagen|University of Rome Tor Vergata|University of British Columbia,https://openalex.org/I116067653|https://openalex.org/I83467386|https://openalex.org/I116067653|https://openalex.org/I141945490,True|False|False|False,other-oa,0.99226682,54,https://openalex.org/I116067653,Applying empirical software engineering to software architecture: challenges and lessons learned,,,21.4243,False,en,True,green,Cineca Institutional Research Information System (Tor Vergata University),https://openalex.org/S4306400993,,repository,Software Engineering Research,2010-06-01,2010,article
https://openalex.org/W2068712694,,2290,,Davide Falessi|Muhammad Ali Babar|Giovanni Cantone|Philippe Kruchten,|||,|||,IT|DK|IT|CA,University of Rome Tor Vergata|IT University of Copenhagen|University of Rome Tor Vergata|University of British Columbia,https://openalex.org/I116067653|https://openalex.org/I83467386|https://openalex.org/I116067653|https://openalex.org/I141945490,True|False|False|False,,0.95603581,48,https://openalex.org/I116067653,Applying empirical software engineering to software architecture: challenges and lessons learned,https://doi.org/10.1007/s10664-009-9121-0,,5.4209,False,en,True,green,Empirical Software Engineering,https://openalex.org/S109852484,1382-3256,journal,Advanced Software Engineering Methodologies,2009-12-04,2009,article
https://openalex.org/W2084017825,,3350,,Arilo Claudio Dias‐Neto|Guilherme Horta Travassos,https://openalex.org/A5041656066|https://openalex.org/A5042909836,https://orcid.org/0000-0002-1034-4806|https://orcid.org/0000-0002-4258-0424,BR|BR,Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro,https://openalex.org/I122140584|https://openalex.org/I122140584,True|False,,0.98334985,48,https://openalex.org/I122140584,Model-based testing approaches selection for software projects,https://doi.org/10.1016/j.infsof.2009.06.010,,10.4561,False,en,False,closed,Information and Software Technology,https://openalex.org/S205010575,0950-5849,journal,Software Testing and Debugging Techniques,2009-07-06,2009,article
https://openalex.org/W1970849443,"There exists a real need in industry to have guidelines on what testing techniques use for different testing objectives, and how usable (effective, efficient, satisfactory) these techniques are. Up to date, these guidelines do not exist. Such guidelines could be obtained by doing secondary studies on a body of evidence consisting of case studies evaluating and comparing testing techniques and tools. However, such a body of evidence is also lacking. In this paper, we will make a first step towards creating such body of evidence by defining a general methodological evaluation framework that can simplify the design of case studies for comparing software testing tools, and make the results more precise, reliable, and easy to compare. Using this framework, (1) software testing practitioners can more easily define case studies through an instantiation of the framework, (2) results can be better compared since they are all executed according to a similar design, (3) the gap in existing work on methodological evaluation frameworks will be narrowed, and (4) a body of evidence will be initiated. By means of validating the framework, we will present successful applications of this methodological framework to various case studies for evaluating testing tools in an industrial environment with real objects and real subjects.",,,Tanja E. J. Vos|Beatriz Marín|María José Escalona|Alessandro Marchetto,https://openalex.org/A5075982623|https://openalex.org/A5043484651|https://openalex.org/A5084841692|https://openalex.org/A5063055832,https://orcid.org/0000-0002-6003-9113|https://orcid.org/0000-0001-8025-0023|https://orcid.org/0000-0002-6435-1497|https://orcid.org/0000-0002-6833-896X,ES|CL|ES|,Universitat Politècnica de València|Software (Spain)|Diego Portales University|Universidad de Sevilla|,https://openalex.org/I60053951|https://openalex.org/I97750245|https://openalex.org/I911713783|https://openalex.org/I79238269|,True|False|False|False,cc-by-nc-nd,0.93044158,47,https://openalex.org/I60053951|https://openalex.org/I97750245,A Methodological Framework for Evaluating Software Testing Techniques and Tools,https://doi.org/10.1109/qsic.2012.16,,3.5268,False,en,True,green,,,,,Software Testing and Debugging Techniques,2012-08-01,2012,article
https://openalex.org/W1522773690,,,,Arilo Claudio Dias‐Neto|Guilherme Horta Travassos,https://openalex.org/A5041656066|https://openalex.org/A5042909836,https://orcid.org/0000-0002-1034-4806|https://orcid.org/0000-0002-4258-0424,BR|BR,Universidade Federal do Amazonas|Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro|Universidade Federal do Amazonas,https://openalex.org/I62885914|https://openalex.org/I122140584|https://openalex.org/I122140584|https://openalex.org/I62885914,True|False,,0.83168317,38,https://openalex.org/I122140584|https://openalex.org/I62885914,A Picture from the Model-Based Testing Area,https://doi.org/10.1016/s0065-2458(10)80002-6,,1.9382,False,en,False,closed,Advances in computers,https://openalex.org/S183285281,0065-2458,book series,Software Testing and Debugging Techniques,2010-01-01,2010,book-chapter
https://openalex.org/W2104952951,,,,Ove Armbrust|Masafumi Katahira|Yuko Miyamoto|Jürgen Münch|Haruka Nakao|Alexis Ocampo,https://openalex.org/A5057863247|https://openalex.org/A5110594520|https://openalex.org/A5010470477|https://openalex.org/A5071830803|https://openalex.org/A5031156241|https://openalex.org/A5020458361,|||https://orcid.org/0000-0003-0327-8094||https://orcid.org/0000-0002-7451-3074,DE|JP|JP|DE||DE,Fraunhofer Institute for Experimental Software Engineering|Fraunhofer Society|Japan Aerospace Exploration Agency|Japan Aerospace Exploration Agency|Fraunhofer Society|Fraunhofer Institute for Experimental Software Engineering||Fraunhofer Society|Fraunhofer Institute for Experimental Software Engineering,https://openalex.org/I4210098380|https://openalex.org/I4923324|https://openalex.org/I2800865746|https://openalex.org/I2800865746|https://openalex.org/I4923324|https://openalex.org/I4210098380||https://openalex.org/I4923324|https://openalex.org/I4210098380,True|False|False|False|False|False,,0.97223298,35,https://openalex.org/I4210098380|https://openalex.org/I4923324,Scoping software process lines,https://doi.org/10.1002/spip.412,,5.71722655,False,en,False,closed,Software Process Improvement and Practice,https://openalex.org/S113160456,1077-4866,journal,Advanced Software Engineering Methodologies,2009-04-20,2009,paratext
https://openalex.org/W1971776044,,3350,,Javier Andrade|Juan Ares|María-Aurora Martínez|Juan Pazos|Santiago Rodríguez|Julio Romera|Sonia Suárez,https://openalex.org/A5107465971|https://openalex.org/A5072920120||https://openalex.org/A5103386488|https://openalex.org/A5101584644|https://openalex.org/A5033458993|https://openalex.org/A5101908985,|https://orcid.org/0000-0002-4497-2114|||https://orcid.org/0000-0002-6781-7838||https://orcid.org/0000-0003-3709-6766,ES|ES|ES|GB|ES|ES|ES|ES,Universidade da Coruña|Universidade da Coruña|The Open University|Universidad a Distancia de Madrid|Universidad Politécnica de Madrid|Universidade da Coruña|Universidad Politécnica de Madrid|Universidade da Coruña,https://openalex.org/I11019714|https://openalex.org/I11019714|https://openalex.org/I204136569|https://openalex.org/I4210108168|https://openalex.org/I88060688|https://openalex.org/I11019714|https://openalex.org/I88060688|https://openalex.org/I11019714,False|False|False|False|False|False|True,cc-by-nc-nd,0.97278655,32,https://openalex.org/I11019714,An architectural model for software testing lesson learned systems,https://doi.org/10.1016/j.infsof.2012.03.003,,8.8081,False,en,True,green,Information and Software Technology,https://openalex.org/S205010575,0950-5849,journal,Software Engineering Research,2012-03-23,2012,article
