title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Leveraging Risk Models to Improve Productivity for Effective Code Un-Freeze at Scale,"Changing software is essential to add needed functionality and to fix problems, but changes may introduce defects that lead to outages. This motivates one of the oldest software quality control techniques: a temporary prevention of non-critical changes to the codebase—code freeze. Despite its widespread use in practice, research literature is scant. Historically, code freezes were used as a way to improve software quality by preventing changes during periods before software releases, but code freezes significantly slow down development. To address this shortcoming, we develop and evaluate a family of code un-freeze (permitting changes) strategies tailored to different occasions and products at Meta. They are designed to un-freeze the maximum amount of code without compromising quality. The three primary dimensions to un-freeze involve (a) the exact timing of (and the reasoning behind it) the code freezes, (b) the parts of the organization or the codebase where the codebase freeze is applied to, and (c) the method of screening of the code diffs during the code freeze with the aim to allow low risk diffs and prevent only the most risky diffs. To operationalize the drivers of outages, we consider the entire network of interdependencies among different parts of the source code, the engineers that modify the code, code complexity, and the coordination dependencies and authors’ expertise. Since the code freeze is a balancing act between reducing outages and allowing software development to proceed unimpeded, the performance of the various approaches to code un-freeze is evaluated based on the fraction of flagged/gated changes to measure overhead and the fraction of all outage-causing changes contained within the set of flagged set of changes to measure the ability of the code un-freeze to delay (or prevent) outages. We found that taking into account the risk posed by modifying individual files and the properties of the change we could un-freeze 2 and 2.5 times more changes correspondingly. The change level model is used by Meta in production. For example, during the winter 2023 code freeze, we see that only 16% of changes are gated. Although 42% more changes landed (were integrated into the codebase) compared to the prior year, there was a 52% decrease in outages. This reduction meant less impact on users and less strain on engineers during the holiday period. The risk model has been enormously effective at allowing low-risk changes to proceed while gating high-risk changes and reducing outages.","[{'authorId': '1702551', 'name': 'Audris Mockus'}, {'authorId': '2268781295', 'name': 'Rui Abreu'}, {'authorId': '2265391422', 'name': 'Peter C. Rigby'}, {'authorId': '32370746', 'name': 'D. Amsallem'}, {'authorId': '153841986', 'name': 'P. Bansal'}, {'authorId': '2325098618', 'name': 'Kaavya Chinniah'}, {'authorId': '2263066937', 'name': 'Brian Ellis'}, {'authorId': '2380790904', 'name': 'Peng Fan'}, {'authorId': '2325026616', 'name': 'Jun Ge'}, {'authorId': '2319189513', 'name': 'Bingjie He'}, {'authorId': '2349715613', 'name': 'Kelly Hirano'}, {'authorId': '2301271525', 'name': 'Sahil Kumar'}, {'authorId': '2349714204', 'name': 'Ajay Lingapuram'}, {'authorId': '2343209684', 'name': 'Andrew Loe'}, {'authorId': '2325025351', 'name': 'Megh Mehta'}, {'authorId': '2349714179', 'name': 'Venus Montes'}, {'authorId': '2349675721', 'name': 'Maher Saba'}, {'authorId': '2117056388', 'name': 'Gursharan Singh'}, {'authorId': '2349711775', 'name': 'Matt Steiner'}, {'authorId': '2325285821', 'name': 'Weiyan Sun'}, {'authorId': '68978712', 'name': 'Siri Uppalapati'}, {'authorId': '1693689', 'name': 'N. Nagappan'}]",2025.0,ACM Transactions on Software Engineering and Methodology,"{'volume': '34', 'pages': '1 - 24', 'name': 'ACM Transactions on Software Engineering and Methodology'}",https://www.semanticscholar.org/paper/e821b5619dfe05c751062afab20e3885f6df2061,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3722216?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3722216, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,58,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/tosem/MockusARABCEFGHHKLLMMSS25', 'DOI': '10.1145/3722216', 'CorpusId': 276950332}",0,"Audris Mockus, Rui Abreu, Peter C. Rigby, D. Amsallem, P. Bansal, Kaavya Chinniah, Brian Ellis, Peng Fan, Jun Ge, Bingjie He, Kelly Hirano, Sahil Kumar, Ajay Lingapuram, Andrew Loe, Megh Mehta, Venus Montes, Maher Saba, Gursharan Singh, Matt Steiner, Weiyan Sun, Siri Uppalapati, N. Nagappan",JournalArticle,"DBLP:journals/tosem/MockusARABCEFGHHKLLMMSS25, DOI:10.1145/3722216, CorpusId:276950332"
Lessons Learned from Developing a Sustainability Awareness Framework for Software Engineering Using Design Science,"To foster a sustainable society within a sustainable environment, we must dramatically reshape our work and consumption activities, most of which are facilitated through software. Yet, most software engineers hardly consider the effects on the sustainability of the IT products and services they deliver. This issue is exacerbated by a lack of methods and tools for this purpose. Despite the practical need for methods and tools that explicitly support consideration of the effects that IT products and services have on the sustainability of their intended environments, such methods and tools remain largely unavailable. Thus, urgent research is needed to understand how to design such tools for the IT community properly. In this article, we describe our experience using design science to create the Sustainability Awareness Framework (SusAF), which supports software engineers in anticipating and mitigating the potential sustainability effects during system development. More specifically, we identify and present the challenges faced during this process. The challenges that we have faced and addressed in the development of the SusAF are likely to be relevant to others who aim to create methods and tools to integrate sustainability analysis into their IT products and services development. Thus, the lessons learned in SusAF development are shared for the benefit of researchers and other professionals who design tools for that end.","[{'authorId': '1948432', 'name': 'Stefanie Betz'}, {'authorId': '2286617447', 'name': 'B. Penzenstadler'}, {'authorId': '2589438', 'name': 'Leticia Duboc'}, {'authorId': '1951201', 'name': 'R. Chitchyan'}, {'authorId': '1748295', 'name': 'S. Koçak'}, {'authorId': '2291063033', 'name': 'Ian Brooks'}, {'authorId': '66811074', 'name': 'Shola Oyedeji'}, {'authorId': '1952357', 'name': 'J. Porras'}, {'authorId': '2735747', 'name': 'Norbert Seyff'}, {'authorId': '1743948', 'name': 'C. Venters'}]",2024.0,ACM Transactions on Software Engineering and Methodology,"{'volume': '33', 'pages': '1 - 39', 'name': 'ACM Transactions on Software Engineering and Methodology'}",https://www.semanticscholar.org/paper/12fcd6110a8ed90fc001a166cef7a68bdf1875fc,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3649597', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3649597?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3649597, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",16,125,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/tosem/BetzPDCKBOPSV24', 'DOI': '10.1145/3649597', 'CorpusId': 268378764}",0,"Stefanie Betz, B. Penzenstadler, Leticia Duboc, R. Chitchyan, S. Koçak, Ian Brooks, Shola Oyedeji, J. Porras, Norbert Seyff, C. Venters",JournalArticle,"DBLP:journals/tosem/BetzPDCKBOPSV24, DOI:10.1145/3649597, CorpusId:268378764"
"An industry survey on approaches, success factors, and barriers for technology transfer in software engineering","One central aspect of software engineering research is the transfer of the proposed approaches into industrial practice. In the past, a number of technology transfer approaches and experiences from technology transfer projects in software engineering have already been reported. However, many researchers still struggle to get their research results noticed by practitioners. To investigate what is important to practitioners, we conducted a mixed‐methods study that provides us with reliable quantitative data as well as deeper insights from qualitative data. Our results show that there is a mismatch between industry professionals' needs and commonly proposed technology transfer approaches in the software engineering field. For instance, collaboration between industry and academia as well as participation in empirical evaluations is not deemed important from an industry point of view. In contrast, industry professionals emphasize the use of company‐specific pilot projects conducted by industry and the need for experts to be available in every phase of technology transfer.","[{'authorId': '144937428', 'name': 'Marian Daun'}, {'authorId': '3352569', 'name': 'Jennifer Brings'}, {'authorId': '32047928', 'name': 'Patricia Aluko Obe'}, {'authorId': '2098669', 'name': 'B. Tenbergen'}]",2023.0,"Software, Practice & Experience","{'volume': '53', 'pages': '1496 - 1524', 'name': 'Software: Practice and Experience'}",https://www.semanticscholar.org/paper/8609a9dd8aa76a7c23f6d875054cea3ad2ca92ad,True,"{'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3200', 'status': 'HYBRID', 'license': 'CCBYNCND', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1002/spe.3200?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/spe.3200, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",10,84,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/spe/DaunBOT23', 'DOI': '10.1002/spe.3200', 'CorpusId': 257571801}",0,"Marian Daun, Jennifer Brings, Patricia Aluko Obe, B. Tenbergen","JournalArticle, Review","DBLP:journals/spe/DaunBOT23, DOI:10.1002/spe.3200, CorpusId:257571801"
Industry-Academia research collaboration in software engineering: The Certus model,"Abstract Context Research collaborations between software engineering industry and academia can provide significant benefits to both sides, including improved innovation capacity for industry, and real-world environment for motivating and validating research ideas. However, building scalable and effective research collaborations in software engineering is known to be challenging. While such challenges can be varied and many, in this paper we focus on the challenges of achieving participative knowledge creation supported by active dialog between industry and academia and continuous commitment to joint problem solving. Objective This paper aims to understand what are the elements of a successful industry-academia collaboration that enable the culture of participative knowledge creation. Method We conducted participant observation collecting qualitative data spanning 8 years of collaborative research between a software engineering research group on software V&V and the Norwegian IT sector. The collected data was analyzed and synthesized into a practical collaboration model, named the Certus Model. Results The model is structured in seven phases, describing activities from setting up research projects to the exploitation of research results. As such, the Certus model advances other collaborations models from literature by delineating different phases covering the complete life cycle of participative research knowledge creation. Conclusion The Certus model describes the elements of a research collaboration process between researchers and practitioners in software engineering, grounded on the principles of research knowledge co-creation and continuous commitment to joint problem solving. The model can be applied and tested in other contexts where it may be adapted to the local context through experimentation.","[{'authorId': '1686499', 'name': 'D. Marijan'}, {'authorId': '34962645', 'name': 'A. Gotlieb'}]",2020.0,Information and Software Technology,"{'volume': '132', 'pages': '106473', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/0a42b6afd0f9d51c8f69a48e53d48061433da67a,True,"{'url': 'https://doi.org/10.1016/j.infsof.2020.106473', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2204.11039, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",46,57,,['JournalArticle'],['Computer Science'],"{'MAG': '3097490803', 'DBLP': 'journals/infsof/MarijanG21', 'ArXiv': '2204.11039', 'DOI': '10.1016/j.infsof.2020.106473', 'CorpusId': 228840255}",1,"D. Marijan, A. Gotlieb",JournalArticle,"MAG:3097490803, DBLP:journals/infsof/MarijanG21, ArXiv:2204.11039, DOI:10.1016/j.infsof.2020.106473, CorpusId:228840255"
Team Discussions and Dynamics During DevOps Tool Adoptions in OSS Projects,"In Open Source Software (OSS) projects, pre-built tools dominate DevOps-oriented pipelines. In practice, a multitude of configuration management, cloud-based continuous integration, and automated deployment tools exist, and often more than one for each task. Tools are adopted (and given up) by OSS projects regularly. Prior work has shown that some tool adoptions are preceded by discussions, and that tool adoptions can result in benefits to the project. But important questions remain: how do teams decide to adopt a tool? What is discussed before the adoption and for how long? And, what team characteristics are determinant of the adoption?In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions. In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions.","[{'authorId': '46190374', 'name': 'Likang Yin'}, {'authorId': '3179220', 'name': 'V. Filkov'}]",2020.0,International Conference on Automated Software Engineering,"{'pages': '697-708', 'name': '2020 35th IEEE/ACM International Conference on Automated Software Engineering (ASE)'}",https://www.semanticscholar.org/paper/27d5153ae90572280ab00036b22ceb6333be5732,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3324884.3416640?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3324884.3416640, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15,55,,"['JournalArticle', 'Book', 'Conference']",['Computer Science'],"{'DBLP': 'conf/kbse/YinF20', 'DOI': '10.1145/3324884.3416640', 'CorpusId': 221672420}",0,"Likang Yin, V. Filkov","JournalArticle, Book, Conference","DBLP:conf/kbse/YinF20, DOI:10.1145/3324884.3416640, CorpusId:221672420"
Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work,"How to increase the impact of software engineering research in the software industry and the society at large is a critical yet perplexing question to answer. Constrained by curtailed communication between researchers and practitioners, research conducted in a vacuum, or the ""publish or perish"" mindset, research collaborations between industry and academia often fail to deliver on the promise of creating a meaningful impact for practitioners. In an attempt to address these circumstances, this paper gives insights on applying research value co-creation to industry-academia collaboration in software engineering. We observe that the core of co-creation includes commitment, continuous engagement and alignment, aiming to produce value for both sides. Further we contend that co-creation has the potential to bridge the acknowledged research-practice collaboration gap through participative knowledge generation. Our experience stems from an eight-year long large collaborative project between a research organization and Norwegian software industry and public sector services. We suggest that for achieving research impact one needs to rethink the way industry and academia engage in and run collaborative projects. Traditional technology-transfer workflows where research is created in a lab and then pushed to industry practice do not stand the best chance of success. Instead, co-creating research with all stakeholders is likely to bring about the best research impact.","[{'authorId': '1686499', 'name': 'D. Marijan'}, {'authorId': '34962645', 'name': 'A. Gotlieb'}]",2020.0,EUROMICRO Conference on Software Engineering and Advanced Applications,"{'pages': '272-275', 'name': '2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)'}",https://www.semanticscholar.org/paper/2bd93914c350c9d07f9d49287e2230792f60242d,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/SEAA51224.2020.00053?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SEAA51224.2020.00053, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,18,,"['JournalArticle', 'Conference']","['Business', 'Computer Science']","{'DBLP': 'conf/euromicro/MarijanG20', 'MAG': '3093505918', 'DOI': '10.1109/SEAA51224.2020.00053', 'CorpusId': 224778127}",0,"D. Marijan, A. Gotlieb","JournalArticle, Conference","DBLP:conf/euromicro/MarijanG20, MAG:3093505918, DOI:10.1109/SEAA51224.2020.00053, CorpusId:224778127"
Practical experiences and value of applying software analytics to manage quality,"Background: Despite the growth in the use of software analytics platforms in industry, little empirical evidence is available about the challenges that practitioners face and the value that these platforms provide. Aim: The goal of this research is to explore the benefits of using a software analytics platform for practitioners managing quality. Method: In a technology transfer project, a software analytics platform was incrementally developed between academic and industrial partners to address their software quality problems. This paper focuses on exploring the value provided by this software analytics platform in two pilot projects. Results: Practitioners emphasized major benefits including the improvement of product quality and process performance and an increased awareness of product readiness. They especially perceived the semi-automated functionality of generating quality requirements by the software analytics platform as the benefit with the highest impact and most novel value for them. Conclusions: Practitioners can benefit from modern software analytics platforms, especially if they have time to adopt such a platform carefully and integrate it into their quality assurance activities.","[{'authorId': '15058014', 'name': 'Anna Maria Vollmer'}, {'authorId': '1382277338', 'name': 'Silverio Martínez-Fernández'}, {'authorId': '36000045', 'name': 'A. Bagnato'}, {'authorId': '40346041', 'name': 'J. Partanen'}, {'authorId': '143971904', 'name': 'Lidia López'}, {'authorId': '2037650533', 'name': 'Pilar Rodríguez'}]",2019.0,International Symposium on Empirical Software Engineering and Measurement,"{'pages': '1-6', 'name': '2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)'}",https://www.semanticscholar.org/paper/5333560421f7f2e2a0819d2ebaac5919e961868c,True,"{'url': 'https://arxiv.org/pdf/1910.11007', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1910.11007, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,20,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/corr/abs-1910-11007', 'MAG': '2981000146', 'ArXiv': '1910.11007', 'DOI': '10.1109/ESEM.2019.8870162', 'CorpusId': 204820797}",0,"Anna Maria Vollmer, Silverio Martínez-Fernández, A. Bagnato, J. Partanen, Lidia López, Pilar Rodríguez",JournalArticle,"DBLP:journals/corr/abs-1910-11007, MAG:2981000146, ArXiv:1910.11007, DOI:10.1109/ESEM.2019.8870162, CorpusId:204820797"
Trying to Increase the Mature Use of Agile Practices by Group Development Psychology Training - An Experiment,"There has been some evidence that agility is connected to the group maturity of software development teams. This study aims at conducting group development psychology training with student teams, participating in a project course at university, and compare their group effectiveness score to their agility usage over time in a longitudinal design. Seven XP student teams were measured twice (43+40), which means 83 data points divided into two groups (an experimental group and one control group). The results showed that the agility measurement was not possible to increase by giving a 1.5-hour of group psychology lecture and discussion over a two-month period. The non-significant result was probably due to the fact that 1.5 hours of training were not enough to change the work methods of these student teams, or, a causal relationship does not exist between the two concepts. A third option could be that the experiential setting of real teams, even at a university, has many more variables not taken into account in this experiment that affect the two concepts. We therefore have no conclusions to draw based on the expected effects. However, we believe these concepts have to be connected since agile software development is based on teamwork to a large extent, but there are probably many more confounding or mediating factors.","[{'authorId': '2385125', 'name': 'Lucas Gren'}, {'authorId': '1686666', 'name': 'A. Goldman'}]",2019.0,QuASoQ/TDA@APSEC,{'pages': '50-57'},https://www.semanticscholar.org/paper/975e6a58f8bc3a7c004f9f126b5bab9735d4f7a2,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1904.02466, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,197,,['JournalArticle'],"['Computer Science', 'Psychology']","{'DBLP': 'conf/apsec/GrenG16', 'MAG': '2952938458', 'ArXiv': '1904.02466', 'CorpusId': 14805393}",0,"Lucas Gren, A. Goldman",JournalArticle,"DBLP:conf/apsec/GrenG16, MAG:2952938458, ArXiv:1904.02466, CorpusId:14805393"
CERSE - Catalog for empirical research in software engineering: A Systematic mapping study,"Context Empirical research in software engineering contributes towards developing scientific knowledge in this field, which in turn is relevant to inform decision-making in industry. A number of em ...","[{'authorId': '2927907', 'name': 'J. Molléri'}, {'authorId': '1737649', 'name': 'K. Petersen'}, {'authorId': '144414111', 'name': 'E. Mendes'}]",2019.0,Information and Software Technology,"{'volume': '105', 'pages': '117-149', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/a9d24b01093faa13afc58e804165c8f7c1c0133a,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2018.08.008?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2018.08.008, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",23,340,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/infsof/MolleriPM19', 'MAG': '2889547293', 'DOI': '10.1016/J.INFSOF.2018.08.008', 'CorpusId': 54446173}",1,"J. Molléri, K. Petersen, E. Mendes",JournalArticle,"DBLP:journals/infsof/MolleriPM19, MAG:2889547293, DOI:10.1016/J.INFSOF.2018.08.008, CorpusId:54446173"
"Technical Debt Management in Brazilian Software Organizations: A Need, an Expectation, or a Fact?","Maintenance is often the most expensive and time-consuming of all software system lifecycle phases. Technical Debt (TD) refers to technical decisions on shortcuts and workarounds taken during the software development. It affects the internal quality of software. Therefore, software maintenance can be difficult when the TD is not perceived or managed in the projects. Despite the increasing attention of practitioners and researchers, TD studies indicate its management (TDM) is still incipient. Particularly in Brazilian Software Organizations (BSOs), there is still a lack of information on how practitioners perceive and manage the TD in software projects. This paper reports the results of two studies aiming to investigate the current knowledge level of practitioners from BSOs regarding TD and TDM, and to produce a summary of the available technologies to manage TD. To achieve these objectives, we surveyed practitioners from BSOs and undertook a quasi-Systematic Literature Review (qSLR) to gather specific TDM technologies. The survey results indicated that the general BSOs practitioners' knowledge regarding TD and TDM is still low. Few participants from the survey reported managing TD. The qSLR results provide evidence-based information about a set of TDM technologies, synthesized in evidence briefings to facilitate their use by software practitioners in the industry. Moreover, this paper offers links to a research package to aid in the replication process and support future investigations.","[{'authorId': '152187011', 'name': 'V. Silva'}, {'authorId': '2074989543', 'name': 'Helvio Jeronimo Junior'}, {'authorId': '1688347', 'name': 'G. Travassos'}]",2018.0,Brazilian Symposium on Software Quality,{'name': 'Proceedings of the XVII Brazilian Symposium on Software Quality'},https://www.semanticscholar.org/paper/8978daa8713233a0d29457a1db6216a286a308b9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3275245.3275267?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3275245.3275267, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",8,32,,"['Book', 'JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2898186725', 'DBLP': 'conf/sbqs/SilvaJT18', 'DOI': '10.1145/3275245.3275267', 'CorpusId': 53040169}",1,"V. Silva, Helvio Jeronimo Junior, G. Travassos","Book, JournalArticle, Review","MAG:2898186725, DBLP:conf/sbqs/SilvaJT18, DOI:10.1145/3275245.3275267, CorpusId:53040169"
