DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),On the need to monitor continuous integration practices,"Jadson Santos, Daniel Alencar da Costa, Shane McIntosh, U. Kulesza",Empirical Software Engineering,2025,(missing abstract),288156127,0,22,(missing PubMedId)
(missing DOI),Preliminary Panoramic View of Continuous Software Engineering Adoption in Brazilian Organizations,"Paulo Sérgio dos Santos Júnior, Fabiano B. Ruy, Moisés S. Omêna, Monalessa Perini Barcellos",Journal of Software Engineering Research and Development,2025,"Context: Software organizations have faced several challenges, such as the need for faster deliveries, frequent changes in requirements, lower tolerance to failures, and the need to adapt to contemporary business models. Agile practices have allowed organizations to shorten development cycles and increase customer collaboration. However, this has not been enough. Organizations should evolve to continuous and data-driven development in a continuous software engineering approach. Continuous Software Engineering (CSE) consists of a set of practices and tools that support a holistic view of software development with the purpose of making it faster, iterative, integrated, continuous, and aligned with business. Implementing CSE requires changes in the organization’s culture, practices and structure, which may not be easy. Objective: We aim to provide a preliminary picture of CSE adoption in Brazilian organizations. Method: We adapted and used Zeppelin, a diagnostic instrument of CSE adoption based on the Stairway to Heaven Model (StH), to perform a survey with 28 Brazilian organizations aiming at investigating the adoption of CSE practices. After conducting the survey, we interviewed five of the participants to complement the obtained results and better understand how CSE has been performed in their organizations. Results: The survey results indicate that organizations have better addressed agile and continuous deployment practices compared to continuous integration and continuous experimentation practices. However, this scenario varies slightly depending on the type of organization. They also show that CSE adoption has been heterogeneous, but there are patterns in the adoption of some practices. The interview results showed that although the five interviewed organizations have distinct CSE scenarios and perform different practices, some practices are common in all of them (particularly agile practices) and some difficulties are faced by all of them (e.g., automated tests). Conclusion: Although the StH model proposes a sequential and evolutionary path for CSE adoption, organizations have not always followed it systematically. There are indeed CSE practices that depend on others and thus contribute to sequential implementation. However, organizations tend to adopt the practices gradually, covering different stages, and evolving according to the organization’s needs. Moreover, different organizations perform CSE practices in different ways.",284660383,0,16,(missing PubMedId)
(missing DOI),Updating a Systematic Literature Review on Knowledge Management Diagnostics in Software Development Organizations,"Daniela dos Santos Alves, Deivid José Smek, Érica Ferreira de Souza, K. Felizardo, N. L. Vijaykumar",Proceedings of the XXIII Brazilian Symposium on Software Quality,2024,"Context: In the rapidly evolving software development landscape, organizations face the constant challenge to work with the generated knowledge. Knowledge Management (KM) can be applied to efficiently manage the knowledge in software development organizations and ensure the product quality. However, although there are several KM approaches, carrying out a KM diagnosis in the organizations can identify which knowledge activities present the best cost-benefit for the organization. There are several KM approaches suggested in the literature. But it is quite relevant to carry out a KM diagnosis in the organizations to clearly identify which knowledge activities can present the best cost-benefit aspect within the organizations. A Systematic Literature Review (SLR) was published in 2018, presenting evidence on KM diagnosis in software development organizations. From an assessment of this SLR and the current state of this research topic, we noticed that the 2018’ SLR needed maintenance with an update. Objective: This study aims to update and extend the results produced in this previous SLR. Method: We conducted the 2018 SLR update, considering a new database, backward and forward snowballing, and more analyses of the extracted data. Results: From the SLR update, 16 new studies on KM diagnoses in Software Engineering context were identified. Conclusion: In Software Engineering, consolidated models continue lacking for applying KM diagnostics. Moreover, computational approaches to provide automated support in the diagnosis application and analysis are not quite well explored.",282731425,0,45,(missing PubMedId)
(missing DOI),"On the Need to Monitor Continuous Integration Practices -- An Empirical
  Study","Jadson Santos, Daniel Alencar da Costa, Shane McIntosh, Uirá Kulesza",arXiv (Cornell University),2024,"Continuous Integration (CI) encompasses a set of widely adopted practices that enhance software development. However, there are indications that developers may not adequately monitor CI practices. Hence, this paper explores developers' perceptions regarding the monitoring CI practices. To achieve this, we first perform a Document Analysis to assess developers' expressed need for practice monitoring in pull requests comments generated by developers during the development process. After that, we conduct a survey among developers from 121 open-source projects to understand perception of the significance of monitoring seven CI practices in their projects. Finally, we triangulate the emergent themes from our survey by performing a second Document Analysis to understand the extent of monitoring features supported by existing CI services. Our key findings indicate that: 1) the most frequently mentioned CI practice during the development process is ``Test Coverage'' (> 80\%), while ``Build Health'' and ``Time to Fix a Broken Build'' present notable opportunities for monitoring CI practices; 2) developers do not adequately monitor all CI practices and express interest in monitoring additional practices; and 3) the most popular CI services currently offer limited native support for monitoring CI practices, requiring the use of third-party tools. Our results lead us to conclude that monitoring CI practices is often overlooked by both CI services and developers. Using third-party tools in conjunction with CI services is challenging, they monitor some redundant practices and still falls short of fully supporting CI practices monitoring. Therefore, CI services should implement CI practices monitoring, which would facilitate and encourage developers to monitor them.",279923044,3,47,(missing PubMedId)
(missing DOI),On the Need to Monitor Continuous Integration Practices -- An Empirical Study,"Jadson Santos, Daniel Alencar da Costa, Shane McIntosh, U. Kulesza",arXiv.org,2024,"One of the crucial activities in software development is monitoring. It plays a vital role in verifying the proper implementation of processes, the identification of errors, and the discovery of opportunities for improvement. Continuous Integration (CI) encompasses a set of widely adopted practices that enhance software development. However, there are indications that developers may not adequately monitor CI practices. Hence, this paper explores developers’ perceptions regarding monitoring CI practices. To achieve this, we first defined metrics associated with CI practices. Then, we conducted a series of analyses to evaluate how these metrics are perceived in projects or by their developers. As a starting point, we perform a Document Analysis to assess developers’ expressed need for practice monitoring in pull request comments generated by developers during the development process. After that, we conduct a survey of 28 developers from 121 open-source projects to understand the perception of the significance of monitoring seven CI practices in their projects. Finally, we triangulate the emergent themes from our survey by performing a second Document Analysis to understand the extent of monitoring features supported by existing CI services. Our key findings indicate that: 1) the most frequently mentioned CI practice during the development process is “Write automated developer tests”, which is associated with the metric “Coverage” (> 80%), while “Don’t commit broken code” and “Fix Broken Builds Immediately’ present notable opportunities for monitoring CI practices; 2) developers do not adequately monitor all CI practices and express interest in monitoring additional practices; and 3) the most popular CI services currently offer limited native support for monitoring CI practices, requiring the use of third-party tools. Our results lead us to conclude that monitoring CI practices is often overlooked by both CI services and developers. Using third-party tools in conjunction with CI services is challenging, they monitor some redundant practices, and they still fall short of fully supporting CI practices monitoring. Therefore, CI services should implement CI practice monitoring, which would facilitate and encourage developers to monitor them.",278002852,3,47,(missing PubMedId)
(missing DOI),Revolutionizing software developmental processes by utilizing continuous software approaches,"Habib Ullah Khan, Waseem Afsar, Shah Nazir, Asra Noor, Mahwish Kundi, Mashael Maashi, Haya Mesfer Alshahrani",The Journal of Supercomputing,2023,(missing abstract),267399623,1,85,(missing PubMedId)
(missing DOI),Flying over Brazilian Organizations with Zeppelin: A Preliminary Panoramic Picture of Continuous Software Engineering,"Paulo Sérgio dos Santos Júnior, M. Barcellos, F. B. Ruy, Moisés S Omena",Brazilian Symposium on Software Engineering,2022,"Context: Software organizations have faced several challenges, such as the need for faster deliveries, frequent changes in requirements, lower tolerance to failures and the need to adapt to contemporary business models. Agile practices have allowed organizations to shorten development cycles and increase customer collaboration. However, this has not been enough. Organizations should evolve to continuous and data-driven development in a continuous software engineering approach. Continuous Software Engineering (CSE) consists of a set of practices and tools that support a holistic view of software development with the purpose of making it faster, iterative, integrated, continuous and aligned with business. Implementing CSE requires changes in the organization’s culture, practices and structure, which may not be easy. Objective: We aim to provide a preliminary picture of CSE adoption in Brazilian organizations. Method: We adapted and used Zeppelin, a diagnostic instrument of CSE adoption based on the Stairway to Heaven Model (StH) to perform a survey with 28 Brazilian organizations aiming at investigating the adoption of CSE practices. Results: The results indicate that organizations have better addressed agile and continuous deployment practices than the ones related to continuous integration and continuous experimentation, but this scenario changes a bit depending on the organization type. They also show that CSE adoption has been heterogeneous, but there are patterns in the adoption of some practices. Conclusion: Although the StH model proposes a sequential and evolutionary path for CSE adoption, organizations have not always followed it systematically. There are indeed CSE practices that depend on others and thus contribute to sequential implementation. However, organizations tend to adopt the practices gradually, covering different stages, and evolving according to the organization needs.",250111842,4,15,(missing PubMedId)
(missing DOI),An Ontology-based Approach to Enable Data-Driven Decision-Making in Agile Software Organizations,"Paulo Sérgio dos Santos Júnior, M. P. Barcellos, J. P. Almeida",ONTOBRAS,2020,". Software organizations adopt agile practices and data-driven software development aiming at a competitive advantage. This requires changes in the organization’s culture, structure, and practices, which may not be easy . In addition, data items often remain spread in heterogeneous applications, adopting different semantics, which poses a barrier to integrated data usage. Therefore, data-driven decisions in agile development have been uncommon, missing valuable opportunities for informed decision-making. We aim to provide an ontology-based approach that integrates data of software-development support applications using an ontology network to enable data-driven decision making in agile software organizations.",236344968,1,22,(missing PubMedId)
(missing DOI),Usage one of Reverse Engineering Application (Node.js Web) to Construct Software Engineering Documents,"N. Edan, Basim Mahmood",Technium: Romanian Journal of Applied Sciences and Technology,2022,"In software engineering, documentation is considered the best way to distinguish the main functions of the software. The lack of software documentation may lead to consuming time and effort during the software design phase, which finally affects the quality of software. For instance, without proper documentation, the software maintainability index would never get a reasonable mark. The research has been progressive originally as a resilient concept, once the concept is proved to be developable in the Software Development Life Cycle (SDLC), the finishing product will be started to improve with satisfactory documentation. Also, software responsibility has caused complications, such as high costs of software repairs and inefficient process of knowledge transmission between developers. As a Software Reverse Engineering (SRE) method, this work uses a combination of an automatic class diagram creation tool with some manual tweaks, as well as source code analysis and comfortable interviews, to recover the product's design principles and requirement use cases. As a result, two documents will be produced: a Software Requirements Specification document and a Software Design Document",218013166,2,17,(missing PubMedId)
(missing DOI),Am I going to Heaven?: First step climbing the Stairway to Heaven Model Results from a Case Study in Industry,"Paulo Sérgio dos Santos Júnior, M. P. Barcellos, R. Calhau",SBES,2020,"Context: Nowadays, software development organizations have adopted agile practices and data-driven software development aiming at competitive advantage. Moving from traditional to agile and data-driven software development requires changes in the organization culture and structure, which may not be easy. Stairway to Heaven Model (StH) describes this evolution path in five stages. Objective: We aimed to investigate how Systems Theory tools, GUT Matrix and reference ontologies can help organizations in the first transition of StH, i.e., moving from traditional to agile development. Method: We performed a participative case study in a Brazilian organization that develops software in partnership with a European organization. We applied Systems Theory tools (systemic maps and archetypes) to understand the organization and identify undesirable behaviors and their causes, and also GUT matrices to decide about which ones should be addressed first; we defined strategies to change the undesirable behaviors by implementing agile practices, and we used reference ontologies to share a common understanding about agile concepts. Results: By understanding the organization, a decision was made to implement a combination of agile and traditional practices. The implemented strategies improved software quality and project time and cost. Problems due to misunderstanding agile concepts were solved, allowing the organization to experience agile culture and foresee changes in its business model. Conclusion: Systems Theory tools and GUT Matrix aid organizations to move from traditional to agile development by supporting better understand the organization, find leverage points of change and enabling to define strategies aligned to the organization characteristics and priorities. Reference ontologies can be useful to establish a common understanding about agile, enabling teams to be aware of and, thus, more committed to agile practices and concepts.",193890832,10,42,(missing PubMedId)
