"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VQG5HQUM","journalArticle","2025","Sardjono, Wahyu; Retnowardhani, Astari; Maryani; Lusia, Erma; Zarlis, Muhammad","A model for evaluating how well disaster knowledge management systems work to disseminate information about mitigating the effects of natural disasters","IOP Conference Series: Earth and Environmental Science","","","","https://api.semanticscholar.org/CorpusID:284127907","","2025","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","1564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VRTNXQE","journalArticle","2025","Mejía, Cecilia Irene Loeza; Sánchez-Delacruz, Eddy; José-Guzmán, Irahan-Otoniel","Machine learning methodologies: history and challenges","Evolutionary Intelligence","","","","https://api.semanticscholar.org/CorpusID:278750514","","2025","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWMWAJI4","journalArticle","2024","Rohajawati, Siti; Setyodewi, Hutanti; Tresnanto, Ferryansyah Muji Agustian; Marianthi, Debora; Sihotang, Maruli Tua Baja","KNOWLEDGE MANAGEMENT APPROACH IN COMPARATIVE STUDY OF AIR POLLUTION PREDICTION MODEL","Applied Computer Science","","","","https://api.semanticscholar.org/CorpusID:268812945","","2024","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDKKK4JW","journalArticle","2026","Fattah, Ikhsan A.; Prabowo, Harjanto; Tjhin, Viany Utami; Rahim, Rano Kartono","Enhancing Decision-Making of Data-Driven Culture: A Vital Turning Point for the Success of Strategic Transformation in Public Sectors","WSEAS TRANSACTIONS ON ENVIRONMENT AND DEVELOPMENT","","","","https://api.semanticscholar.org/CorpusID:284503790","","2026","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BY2QGT82","journalArticle","2022","Demir, Mahmut; Demir, Sirvan Sen; Yaşar, Emre","Big data and innovative organizational performance: Evidence from a moderated‐mediated model","Creativity and Innovation Management","","","","https://api.semanticscholar.org/CorpusID:252788985","","2022","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQI85AX8","journalArticle","2024","Alves, Daniela dos Santos; Smek, Deivid José; Souza, Érica Ferreira de; Felizardo, Kátia Romero; Vijaykumar, Nandamudi Lankalapalli","Updating a Systematic Literature Review on Knowledge Management Diagnostics in Software Development Organizations","Proceedings of the XXIII Brazilian Symposium on Software Quality","","","","https://api.semanticscholar.org/CorpusID:274967657","","2024","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERCMAY6Y","journalArticle","2024","Sardjono, Wahyu; Maryani; Retnowardhani, Astari; Lusia, Erma; Zarlis, Muhammad; Perdana, Widhilaga Gia","Evaluation Model of Urban Regional Knowledge Management Systems in Indonesia for Natural Disaster Mitigation","2024 6th International Conference on Cybernetics and Intelligent System (ICORIS)","","","","https://api.semanticscholar.org/CorpusID:276841631","","2024","2026-01-23 21:00:39","2026-01-23 21:00:39","","1-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVX7L5V9","journalArticle","2025","Fattah, Ikhsan A.; Prabowo, Harjanto; Tjhin, Viany Utami; Rahim, Rano Kartono","The interplay between business analytics capabilities and decision-making performance in Indonesia's public sector","Digital Business","","","","https://api.semanticscholar.org/CorpusID:279233165","","2025","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH8AMX8S","journalArticle","2023","Albrychiewicz-Słocińska, Anna","Learning Problems in a Remote Working Situation: A Generation Z Perspective","European Conference on Knowledge Management","","","","https://api.semanticscholar.org/CorpusID:261603039","","2023","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD4IVU3Q","journalArticle","2024","Kodua-Ntim, Kwame; Fombad, Madeleine C.","Challenges and strategies for open access in South Africa: A knowledge management approach","Information Development","","","","https://api.semanticscholar.org/CorpusID:270075507","","2024","2026-01-23 21:00:39","2026-01-23 21:00:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
