title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Awakening: Modern Challenges and Opportunities of Software Engineering Research,"Software engineering research benefited for decades from openly available tools, accessible systems, and problems that could be studied at modest scale. Today, many of the most relevant software systems are large, proprietary, and embedded in industrial contexts that are difficult to access or replicate in academia. We review how the field reached this point, identify structural challenges facing contemporary research, and argue that incremental methodological refinement is insufficient. We discuss practical directions forward, including industrial PhDs, long-term industry-academia collaborations, larger research teams, moonshot projects, and changes to funding and evaluation practices.","[{'authorId': '1740799', 'name': 'D. Spinellis'}, {'authorId': '148430293', 'name': 'Zoe Kotti'}]",2026.0,,,https://www.semanticscholar.org/paper/5c60b41e475e274310f13b1193df548ddf786480,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2603.21403, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,84,,['Review'],['Computer Science'],"{'ArXiv': '2603.21403', 'DOI': '10.1145/3793657.3793901', 'CorpusId': 286766806}",0,"D. Spinellis, Zoe Kotti",Review,"ArXiv:2603.21403, DOI:10.1145/3793657.3793901, CorpusId:286766806"
An Advanced Process Control Application Framework: Development and Test-Bench Validation,"In this paper, we present a software framework implementing Model Predictive Control (MPC), a widely adopted method in industrial automation. Designed for versatility, it operates with a range of target platforms-such as programmable logic controllers and distributed control systems. Notably, beyond its core MPC functionality, the framework supports multiple real-time simulation models, positioning it not merely as a conventional controller but also as a foundational digital twin for industrial processes. This capability facilitates a seamless transition from academic research to real-world application-an area that often proves challenging due to the gap between laboratory settings and practical industry requirements. The experimental validation on a laboratory test bench demonstrates the effectiveness of the proposed solution, underscoring its role as a bridge between academic developments and industrial implementation.","[{'authorId': '2086960', 'name': 'V. Vansovits'}, {'authorId': '2975825', 'name': 'E. Petlenkov'}, {'authorId': '1974842', 'name': 'A. Tepljakov'}, {'authorId': '2608204', 'name': 'K. Vassiljeva'}]",2025.0,2025 IEEE 19th International Conference on Control & Automation (ICCA),"{'pages': '124-129', 'name': '2025 IEEE 19th International Conference on Control & Automation (ICCA)'}",https://www.semanticscholar.org/paper/5c00187f477e73c8d0791a011ebfca35845e164d,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCA65672.2025.11129770?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCA65672.2025.11129770, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,36,,['Conference'],,"{'DOI': '10.1109/ICCA65672.2025.11129770', 'CorpusId': 281095545}",0,"V. Vansovits, E. Petlenkov, A. Tepljakov, K. Vassiljeva",Conference,"DOI:10.1109/ICCA65672.2025.11129770, CorpusId:281095545"
Challenges of Conducting Research in Software Engineering: A case of graduate students in low resource contexts,"Software engineering in low-resourced countries is just gaining momentum. A considerable number of students enroll for the masters program at Makerere University in hope of achieving the successful promises that come with undertaking studies in software engineering. However, many find themselves not completing studies, especially during the research year. Based on interviews with 10 of the 24 students opting for software engineering and at different stages of research, this paper presents challenges that graduate students face while undertaking software engineering research. We find challenges relating to the technical aspects of the research being conducted as well as administrative concerns. We conclude by highlighting the need for funding and improved domain support.","[{'authorId': '9530822', 'name': 'Rashidah Kasauli'}, {'authorId': '23187035', 'name': 'Hawa Nyende'}, {'authorId': '52449259', 'name': 'Chongomweru Halimu'}, {'authorId': '8771696', 'name': 'N. Kimbugwe'}]",2025.0,2025 IEEE/ACM Symposium on Software Engineering in the Global South (SEiGS),"{'pages': '41-46', 'name': '2025 IEEE/ACM Symposium on Software Engineering in the Global South (SEiGS)'}",https://www.semanticscholar.org/paper/95e7867dcae0e1977d565f260f5a734ccf19970c,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/SEiGS66664.2025.00017?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SEiGS66664.2025.00017, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,15,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/icse/KasauliNHK25', 'DOI': '10.1109/SEiGS66664.2025.00017', 'CorpusId': 279267032}",0,"Rashidah Kasauli, Hawa Nyende, Chongomweru Halimu, N. Kimbugwe",JournalArticle,"DBLP:conf/icse/KasauliNHK25, DOI:10.1109/SEiGS66664.2025.00017, CorpusId:279267032"
A Survey for What Developers Require in AI-powered Tools that Aid in Component Selection in CBSD,"Although it has been more than four decades that the first components-based software development (CBSD) studies were conducted, there is still no standard method or tool for component selection which is widely accepted by the industry. The gulf between industry and academia contributes to the lack of an accepted tool. We conducted a mixed methods survey of nearly 100 people engaged in component-based software engineering practice or research to better understand the problems facing industry, how these needs could be addressed, and current best practices employed in component selection. We also sought to identify and prioritize quality criteria for component selection from an industry perspective. In response to the call for CBSD component selection tools to incorporate recent technical advances, we also explored the perceptions of professionals about AI-driven tools, present and envisioned.","[{'authorId': '2400421475', 'name': 'Mahdi Jaberzadeh Ansari'}, {'authorId': '2286393', 'name': 'Ann Barcomb'}]",2025.0,International Conference on Evaluation & Assessment in Software Engineering,{'name': 'Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering'},https://www.semanticscholar.org/paper/4ae2616e64fbeb8e460b3a125191862839798637,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2504.13751, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,45,,"['JournalArticle', 'Book', 'Review']",['Computer Science'],"{'DBLP': 'conf/ease/AnsariB25', 'ArXiv': '2504.13751', 'DOI': '10.1145/3756681.3756952', 'CorpusId': 277940447}",0,"Mahdi Jaberzadeh Ansari, Ann Barcomb","JournalArticle, Book, Review","DBLP:conf/ease/AnsariB25, ArXiv:2504.13751, DOI:10.1145/3756681.3756952, CorpusId:277940447"
AN INTEGRATION OF SOFTWARE TESTING TOOLS AND TECHNIQUES WITH VISUAL GUI INTERFACE IN INDUSTRIAL PRACTICE,"Software testing with visual Graphical User Interface (GUI) techniques is being done while maintaining a high level of accuracy with the ever-growing demand for speedier delivery of high-quality software, often known as ""Quality at Speed"". The use of relevant testing methodology(s) and the choice of suitable test automation tools and frameworks are two key components for a successful and efficient software testing project. A mix of numerous distinct testing processes is often necessary when testing software to make sure it is up to par; the use of a single testing method will not be sufficient. Similar to the previous point, finding the right tool combination for automated testing is difficult because no single tool can meet all of the needs. The first step in performing successful and efficient software testing is to familiarize industrial professionals with the various testing techniques, tools, and frameworks. An in-depth examination of the various test automation tools and frameworks is provided in this paper. An explanation of the various frameworks for test automation was delivered after an overview of automated testing and the categories it fits under. Finally, a brief summary of a few of the most popular automation solutions was provided, along with a comparison of those programs.","[{'authorId': '2322719292', 'name': 'Priyanka Yadu'}, {'authorId': '2322729344', 'name': 'Bhawana Narain'}]",2024.0,ShodhKosh Journal of Visual and Performing Arts,{'name': 'ShodhKosh: Journal of Visual and Performing Arts'},https://www.semanticscholar.org/paper/9f0056c7d5c75bf86c012aefb439d50d38f4fdea,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.29121/shodhkosh.v5.i2.2024.2313?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.29121/shodhkosh.v5.i2.2024.2313, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,20,,"['JournalArticle', 'Review']",,"{'DOI': '10.29121/shodhkosh.v5.i2.2024.2313', 'CorpusId': 273470789}",0,"Priyanka Yadu, Bhawana Narain","JournalArticle, Review","DOI:10.29121/shodhkosh.v5.i2.2024.2313, CorpusId:273470789"
Action Research for Industry Academia Collaboration : A replication Study,"Collaboration between industry and academic communities requires considerable work but has the power to foster innovation. This relationship with joint trust promotes knowledge exchange that helps develop more qualified researchers and professionals. The Action Research (AR) method combines theory and practice, and studies involving industry-academia collaboration (IAC) have shown encouraging results. Nevertheless, further investigation is required to verify the effects of applying this method. This research investigates the perceptions of academic master’s and doctoral program students and professionals involved in projects that applied the AR method as a strategy to foster IAC. This article replicates a case study with different projects that conducted an AR in software companies. This study indicated high satisfaction among students (83%) when using action research in the course. All students considered the practical knowledge very relevant and would like to use the method again in other opportunities throughout their academic and professional life. This investigation showed that conducting IAC projects using the AR method within the industry in an educational context was challenging. That occurred due to the lack of experience in using empirical methods. Also, the professional’s unavailability delayed the results and, consequently, the activities in the project that already had a very tight schedule.","[{'authorId': '1644350217', 'name': 'Tâmara D. Dallegrave'}, {'authorId': '28078445', 'name': 'W. Santos'}]",2023.0,Iberian Conference on Information Systems and Technologies,"{'pages': '1-6', 'name': '2023 18th Iberian Conference on Information Systems and Technologies (CISTI)'}",https://www.semanticscholar.org/paper/57fe2df8463c99cefd00fa4352923206a61680c1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.23919/CISTI58278.2023.10211674?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.23919/CISTI58278.2023.10211674, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,33,,['Conference'],,"{'DOI': '10.23919/CISTI58278.2023.10211674', 'CorpusId': 260933548}",0,"Tâmara D. Dallegrave, W. Santos",Conference,"DOI:10.23919/CISTI58278.2023.10211674, CorpusId:260933548"
Prioritizing Industrial Security Findings in Agile Software Development Projects,"Automating repetitive activities is a key principle in most software development approaches employed in the industry. This implies that security activities and all related processes should be investigated for automation capabilities, particularly the management of security findings and vulnerabilities. Consid-ering the limited time available for each release and the vast flood of findings by automated security testing, prioritizing security finding responses is essential. In this paper, we present a partially automated process to prioritize security findings in industrial software development projects. We utilize a two-staged calculation process to produce a prioritization score, representing the finding's severity and factors like stakeholder input alike. This process was evaluated by conducting structured interviews with security professionals while also integrating the approach in ongoing industrial software development projects. The results indicate the potential of the process in terms of usefulness and correctness for agile software development projects.","[{'authorId': '2100562474', 'name': 'Markus Voggenreiter'}, {'authorId': '3319190', 'name': 'Ulrich Schöpp'}]",2023.0,2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),"{'pages': '375-379', 'name': '2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)'}",https://www.semanticscholar.org/paper/4d6b5c951fd44e4ee121261e63827546abffb878,True,"{'url': 'https://figshare.com/ndownloader/files/39058457', 'status': 'GREEN', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICSE-Companion58688.2023.00106?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICSE-Companion58688.2023.00106, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,22,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/icse/VoggenreiterS23', 'DOI': '10.1109/ICSE-Companion58688.2023.00106', 'CorpusId': 259836261}",0,"Markus Voggenreiter, Ulrich Schöpp","JournalArticle, Conference","DBLP:conf/icse/VoggenreiterS23, DOI:10.1109/ICSE-Companion58688.2023.00106, CorpusId:259836261"
Exploring the under-explored terrain of non-open source data for software engineering through the lens of federated learning,"The availability of open source projects on platforms like GitHub has led to the wide use of the artifacts from these projects in software engineering research. These publicly available artifacts have been used to train artificial intelligence models used in various empirical studies and the development of tools. However, these advancements have missed out on the artifacts from non-open source projects due to the unavailability of the data. A major cause for the unavailability of the data from non-open source repositories is the issue concerning data privacy. In this paper, we propose using federated learning to address the issue of data privacy to enable the use of data from non-open source to train AI models used in software engineering research. We believe that this can potentially enable industries to collaborate with software engineering researchers without concerns about privacy. We present the preliminary evaluation of the use of federated learning to train a classifier to label bug-fix commits from an existing study to demonstrate its feasibility. The federated approach achieved an F1 score of 0.83 compared to a score of 0.84 using the centralized approach. We also present our vision of the potential implications of the use of federated learning in software engineering research.","[{'authorId': '2169794374', 'name': 'Shriram Shanbhag'}, {'authorId': '1926332', 'name': 'S. Chimalakonda'}]",2022.0,ESEC/SIGSOFT FSE,{'name': 'Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering'},https://www.semanticscholar.org/paper/4c2d7678b3899e84f1c40eb3375007dc84225636,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3540250.3560883?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3540250.3560883, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,39,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/sigsoft/ShanbhagC22', 'DOI': '10.1145/3540250.3560883', 'CorpusId': 253421872}",2,"Shriram Shanbhag, S. Chimalakonda","Book, JournalArticle","DBLP:conf/sigsoft/ShanbhagC22, DOI:10.1145/3540250.3560883, CorpusId:253421872"
An alumni-based collaborative model to strengthen academia and industry partnership: The current challenges and strengths,,"[{'authorId': '1944388', 'name': 'R. Malhotra'}, {'authorId': '2051690017', 'name': 'M. Massoudi'}, {'authorId': '34432300', 'name': 'Rajni Jindal'}]",2022.0,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,"{'volume': '28', 'pages': '2263-2289', 'name': 'Education and Information Technologies'}",https://www.semanticscholar.org/paper/fec5ab0593e55d511094a96737d879ddccbe18b3,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10639-022-11276-1?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10639-022-11276-1, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",27,84,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/eait/MalhotraMJ23', 'DOI': '10.1007/s10639-022-11276-1', 'CorpusId': 251607270}",0,"R. Malhotra, M. Massoudi, Rajni Jindal",JournalArticle,"DBLP:journals/eait/MalhotraMJ23, DOI:10.1007/s10639-022-11276-1, CorpusId:251607270"
Bridging the Gap in Technology Transfer for Advanced Process Control with Industrial Applications,"In the present paper, a software framework comprising the implementation of Model Predictive Control—a popular industrial control method—is presented. The framework is versatile and can be run on a variety of target systems including programmable logic controllers and distributed control system implementations. However, the main attractive property of the framework stems from the goal of achieving smooth technology transfer from the academic setting to real industrial applications. Technology transfer is, in general, difficult to achieve, because of the apparent disconnect between academic studies and actual industry. The proposed software framework aims at bridging this gap for model predictive control—a powerful control technique which can result in substantial performance improvement of industrial control loops, thus adhering to modern trends for reducing energy waste and fulfilling sustainable development goals. In the paper, the proposed solution is motivated and described, and experimental evidence of its successful deployment is provided using a real industrial plant.","[{'authorId': '2086960', 'name': 'V. Vansovits'}, {'authorId': '2975825', 'name': 'E. Petlenkov'}, {'authorId': '1974842', 'name': 'A. Tepljakov'}, {'authorId': '2608204', 'name': 'K. Vassiljeva'}, {'authorId': '2717366', 'name': 'J. Belikov'}]",2022.0,Italian National Conference on Sensors,"{'volume': '22', 'name': 'Sensors (Basel, Switzerland)'}",https://www.semanticscholar.org/paper/744e66b925a63424b0e2a67aa86bf44496e68cd4,True,"{'url': 'https://www.mdpi.com/1424-8220/22/11/4149/pdf?version=1653906887', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC9185312, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,56,,['JournalArticle'],"['Computer Science', 'Medicine']","{'DBLP': 'journals/sensors/VansovitsPTVB22', 'PubMedCentral': '9185312', 'DOI': '10.3390/s22114149', 'CorpusId': 249249569, 'PubMed': '35684770'}",0,"V. Vansovits, E. Petlenkov, A. Tepljakov, K. Vassiljeva, J. Belikov",JournalArticle,"DBLP:journals/sensors/VansovitsPTVB22, PubMedCentral:9185312, DOI:10.3390/s22114149, CorpusId:249249569, PubMed:35684770"
