title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Experiences and challenges from developing cyber‐physical systems in industry‐academia collaboration,"Cyber‐physical systems (CPSs) are increasing in developmental complexity. Several emerging technologies, such as Model‐based engineering, DevOps, and Artificial intelligence, are expected to alleviate the associated complexity by introducing more advanced capabilities. The AIDOaRt research project investigates how the aforementioned technologies can assist in developing complex CPSs in various industrial use cases. In this paper, we discuss the experiences of industry and academia collaborating to improve the development of complex CPSs through the experiences in the research project. In particular, the paper presents the results of two working groups that examined the challenges of developing complex CPSs from an industrial and academic perspective when considering the previously mentioned technologies. We present five identified challenge areas from developing complex CPSs and discuss them from the perspective of industry and academia: data, modeling, requirements engineering, continuous software and system engineering, as well as intelligence and automation. Furthermore, we highlight practical experience in collaboration from the project via two explicit use cases and connect them to the challenge areas. Finally, we discuss some lessons learned through the collaborations, which might foster future collaborative efforts.","[{'authorId': '2376782400', 'name': 'Johan Cederbladh'}, {'authorId': '2276133729', 'name': 'Romina Eramo'}, {'authorId': '3377396', 'name': 'V. Muttillo'}, {'authorId': '144695005', 'name': 'P. Strandberg'}]",2024,"Software, Practice & Experience","{'volume': '54', 'pages': '1193 - 1212', 'name': 'Software: Practice and Experience'}",https://www.semanticscholar.org/paper/395ebf8dbdc3c8b1efb9e73356c49eef49d6d19d,True,"{'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3312', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1002/spe.3312?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/spe.3312, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",11,48,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/spe/CederbladhEMS24', 'DOI': '10.1002/spe.3312', 'CorpusId': 267169140}",1,"Johan Cederbladh, Romina Eramo, V. Muttillo, P. Strandberg",JournalArticle,"DBLP:journals/spe/CederbladhEMS24, DOI:10.1002/spe.3312, CorpusId:267169140"
Software test results exploration and visualization with continuous integration and nightly testing,"Software testing is key for quality assurance of embedded systems. However, with increased development pace, the amount of test results data risks growing to a level where exploration and visualization of the results are unmanageable. This paper covers a tool, Tim, implemented at a company developing embedded systems, where software development occurs in parallel branches and nightly testing is partitioned over software branches, test systems and test cases. Tim aims to replace a previous solution with problems of scalability, requirements and technological flora. Tim was implemented with a reference group over several months. For validation, data were collected both from reference group meetings and logs from the usage of the tool. Data were analyzed quantitatively and qualitatively. The main contributions from the study include the implementation of eight views for test results exploration and visualization, the identification of four solutions patterns for these views (filtering, aggregation, previews and comparisons), as well as six challenges frequently discussed at reference group meetings (expectations, anomalies, navigation, integrations, hardware details and plots). Results are put in perspective with related work and future work is proposed, e.g., enhanced anomaly detection and integrations with more systems such as risk management, source code and requirements repositories.","[{'authorId': '144695005', 'name': 'P. Strandberg'}, {'authorId': '3184435', 'name': 'W. Afzal'}, {'authorId': '1712545', 'name': 'Daniel Sundmark'}]",2022,International Journal on Software Tools for Technology Transfer (STTT),"{'volume': '24', 'pages': '261 - 285', 'name': 'International Journal on Software Tools for Technology Transfer'}",https://www.semanticscholar.org/paper/2b7de1addd00a624aafd06e3a5eb29052acb5e8d,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s10009-022-00647-1.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10009-022-00647-1?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10009-022-00647-1, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",17,64,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/sttt/StrandbergAS22', 'DOI': '10.1007/s10009-022-00647-1', 'CorpusId': 246982192}",0,"P. Strandberg, W. Afzal, Daniel Sundmark","JournalArticle, Review","DBLP:journals/sttt/StrandbergAS22, DOI:10.1007/s10009-022-00647-1, CorpusId:246982192"
Automated System-Level Software Testing of Industrial Networked Embedded Systems,"Embedded systems are ubiquitous and play critical roles in management systems for industry and transport. Software failures in these domains may lead to loss of production or even loss of life, so the software in these systems needs to be reliable. Software testing is a standard approach for quality assurance of embedded software, and many software development processes strive for test automation. Out of the many challenges for successful software test automation, this thesis addresses five: (i) understanding how updated software reaches a test environment, how testing is conducted in the test environment, and how test results reach the developers that updated the software in the first place; (ii) selecting which test cases to execute in a test suite given constraints on available time and test systems; (iii) given that the test cases are run on different configurations of connected devices, selecting which hardware to use for each test case to be executed; (iv) analyzing test cases that, when executed over time on evolving software, testware or hardware revisions, appear to randomly fail; and (v) making test results information actionable with test results exploration and visualization. The challenges are tackled in several ways. [Abstract truncated.]","[{'authorId': '144695005', 'name': 'P. Strandberg'}]",2021,arXiv.org,"{'volume': 'abs/2111.08312', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/f547859df8bac11e2b3267e9148895ad14d67ae3,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2111.08312, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",10,144,,['JournalArticle'],['Computer Science'],"{'DBLP': 'phd/se/Strandberg21', 'ArXiv': '2111.08312', 'CorpusId': 244129983}",0,P. Strandberg,JournalArticle,"DBLP:phd/se/Strandberg21, ArXiv:2111.08312, CorpusId:244129983"
"An Industry-Academia, Multidisciplinary and Expertise-Heterogeneous Design Approach: A Case Study on Designing for Mobility",,"[{'authorId': '2056649786', 'name': 'F. Lima'}, {'authorId': '9831441', 'name': 'A. Burrows'}, {'authorId': '2133891978', 'name': 'Lídia Lemos'}, {'authorId': '2134697534', 'name': 'Priscila Lucena'}, {'authorId': '2091710809', 'name': 'Ricardo Pessoa'}, {'authorId': '143745532', 'name': 'R. Jose'}, {'authorId': '2741502', 'name': 'P. Trigueiros'}]",2021,Springer Series in Design and Innovation,{'name': 'Springer Series in Design and Innovation'},https://www.semanticscholar.org/paper/af55c1f96c208331fdd2dd95167e07fa7f8adb15,True,"{'url': 'https://repositorium.sdum.uminho.pt/bitstream/1822/74974/1/IAC_MULTIDISCIPLINAR_HETEROGENEOUS_DIGICOM2022.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-030-89735-2_23?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-030-89735-2_23, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",0,41,,,,"{'DOI': '10.1007/978-3-030-89735-2_23', 'CorpusId': 239512100}",0,"F. Lima, A. Burrows, Lídia Lemos, Priscila Lucena, Ricardo Pessoa, R. Jose, P. Trigueiros",,"DOI:10.1007/978-3-030-89735-2_23, CorpusId:239512100"
Ethical Interviews in Software Engineering,"Background: Despite a long history, numerous laws and regulations, ethics remains an unnatural topic for many software engineering researchers. Poor research ethics may lead to mistrust of research results, lost funding and retraction of publications. A core principle for research ethics is confidentiality, and anonymization is a standard approach to guarantee it. Many guidelines for qualitative software engineering research, and for qualitative research in general, exist, but these do not penetrate how and why to anonymize interview data. Aims: In this paper we aim to identify ethical guidelines for software engineering interview studies involving industrial practitioners. Method: By learning from previous experiences and listening to the authority of existing guidelines in the more mature field of medicine as well as in software engineering, a comprehensive set of checklists for interview studies was distilled. Results: The elements of an interview study were identified and ethical considerations and recommendations for each step were produced, in particular with respect to anonymization. Important ethical principles are: consent, beneficence, confidentiality, scientific value, researcher skill, justice, respect for law, and ethical reviews. Conclusions: The most important contribution of this study is the set of checklists for ethical interview studies. Future work is needed to refine these guidelines with respect to legal aspects and ethical boards.","[{'authorId': '144695005', 'name': 'P. Strandberg'}]",2019,International Symposium on Empirical Software Engineering and Measurement,"{'pages': '1-11', 'name': '2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)'}",https://www.semanticscholar.org/paper/28f3b03c661c029b590808f962d22fe437ef518d,True,"{'url': 'https://arxiv.org/pdf/1906.07993', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1906.07993, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",48,60,,"['JournalArticle', 'Review']","['Computer Science', 'Psychology']","{'MAG': '2981249399', 'ArXiv': '1906.07993', 'DBLP': 'journals/corr/abs-1906-07993', 'DOI': '10.1109/ESEM.2019.8870192', 'CorpusId': 195068944}",1,P. Strandberg,"JournalArticle, Review","MAG:2981249399, ArXiv:1906.07993, DBLP:journals/corr/abs-1906-07993, DOI:10.1109/ESEM.2019.8870192, CorpusId:195068944"
Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review,,"[{'authorId': '1761511', 'name': 'V. Garousi'}, {'authorId': '1737649', 'name': 'K. Petersen'}, {'authorId': '153469005', 'name': 'B. Ozkan'}]",2016,Information and Software Technology,"{'volume': '79', 'pages': '106-127', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/4409464a4a08f9f2d44253b7dd631f8619f2871e,True,"{'url': 'https://pure.tue.nl/ws/files/93075532/ChallengesandbestPracticesinIAColloborationsinSE.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2016.07.006?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2016.07.006, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",220,80,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'DBLP': 'journals/infsof/GarousiPO16', 'MAG': '2494902551', 'DOI': '10.1016/J.INFSOF.2016.07.006', 'CorpusId': 29012577}",17,"V. Garousi, K. Petersen, B. Ozkan","JournalArticle, Review","DBLP:journals/infsof/GarousiPO16, MAG:2494902551, DOI:10.1016/J.INFSOF.2016.07.006, CorpusId:29012577"
Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey,,"[{'authorId': '1761511', 'name': 'V. Garousi'}, {'authorId': '2860304', 'name': 'M. M. Eskandar'}, {'authorId': '2251408', 'name': 'Kadir Herkiloglu'}]",2016,Software quality journal,"{'volume': '25', 'pages': '1091 - 1143', 'name': 'Software Quality Journal'}",https://www.semanticscholar.org/paper/7f78ebc6585dc6aefc4c7e91cd8f471704d867c6,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s11219-016-9319-5?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s11219-016-9319-5, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",48,89,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'MAG': '2466590866', 'DBLP': 'journals/sqj/GarousiEH17', 'DOI': '10.1007/s11219-016-9319-5', 'CorpusId': 3251058}",1,"V. Garousi, M. M. Eskandar, Kadir Herkiloglu","JournalArticle, Review","MAG:2466590866, DBLP:journals/sqj/GarousiEH17, DOI:10.1007/s11219-016-9319-5, CorpusId:3251058"
Planning for the Unknown: Lessons Learned from Ten Months of Non-participant Exploratory Observations in the Industry,,"[{'authorId': '2886640', 'name': 'Mathieu Lavallée'}, {'authorId': '1684107', 'name': 'P. Robillard'}]",2015,2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry,"{'pages': '12-18', 'name': '2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry'}",https://www.semanticscholar.org/paper/3296b4e7e46de866359709f1b894d6b654a403e3,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/CESI.2015.10?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/CESI.2015.10, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",4,16,,['JournalArticle'],"['Computer Science', 'Engineering']","{'MAG': '2064514756', 'DBLP': 'conf/icse/LavalleeR15', 'DOI': '10.1109/CESI.2015.10', 'CorpusId': 12384939}",0,"Mathieu Lavallée, P. Robillard",JournalArticle,"MAG:2064514756, DBLP:conf/icse/LavalleeR15, DOI:10.1109/CESI.2015.10, CorpusId:12384939"
Enablers and impediments for collaborative research in software testing: an empirical exploration,"When it comes to industrial organizations, current collaboration efforts in software engineering research are very often kept in-house, depriving these organizations of the skills necessary to build independent collaborative research. The current trend, towards empirical software engineering research, requires certain standards to be established which would guide these collaborative efforts in creating a strong partnership that promote independent, evidence-based, software engineering research. This paper examines key enabling factors for an efficient and effective industry-academia collaboration in the software testing domain. A major finding of the research was that while technology is a strong enabler to better collaboration, it must be complemented with industrial openness to disclose research results and the use of a dedicated tooling platform. We use as an example an automated test generation approach that has been developed in the last two years collaboratively with Bombardier Transportation AB in Sweden.","[{'authorId': '1693700', 'name': 'Eduard Paul Enoiu'}, {'authorId': '1840720', 'name': 'Adnan Causevic'}]",2014,WISE@ASE,{'name': 'Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering'},https://www.semanticscholar.org/paper/a21c2ccc5ba8fe8c0335c52360127a8dd31919b8,True,"{'url': 'https://mdh.diva-portal.org/smash/get/diva2:766772/FULLTEXT01', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1409.0759, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",10,13,,"['JournalArticle', 'Book']","['Engineering', 'Computer Science']","{'ArXiv': '1409.0759', 'MAG': '2952897005', 'DBLP': 'conf/kbse/EnoiuC14', 'DOI': '10.1145/2647648.2647655', 'CorpusId': 374272}",2,"Eduard Paul Enoiu, Adnan Causevic","JournalArticle, Book","ArXiv:1409.0759, MAG:2952897005, DBLP:conf/kbse/EnoiuC14, DOI:10.1145/2647648.2647655, CorpusId:374272"
A Researcher’s Experiences in Supporting Industrial Software Process Improvement,,"[{'authorId': '1737649', 'name': 'K. Petersen'}]",2016,,"{'volume': '', 'pages': '235-255', 'name': ''}",https://www.semanticscholar.org/paper/292d2f72e41e27a27cb8f72040cdca54e084f6d9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-319-31545-4_12?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-319-31545-4_12, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",0,50,,,['Engineering'],"{'MAG': '2518785283', 'DOI': '10.1007/978-3-319-31545-4_12', 'CorpusId': 114687299}",0,K. Petersen,,"MAG:2518785283, DOI:10.1007/978-3-319-31545-4_12, CorpusId:114687299"
