Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"K Petersen","A Researcher's Experiences in Supporting Industrial Software Process Improvement",2016,"… Software Process Evolution: Traditional, Agile and …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-31545-4_12","",10,"2026-05-04 23:03:27","","10.1007/978-3-319-31545-4_12","","",,,,,0,0.00,0,1,10,"Industry–academia collaboration in software engineering is essential for the relevance of research, as research may make important contributions to the improvement of software …","","https://scholar.google.com/scholar?q=related:g346q8GgvbAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
3,"F Lima, A Burrows, L Lemos, P Lucena…","An industry-academia, multidisciplinary and expertise-heterogeneous design approach: A case study on designing for mobility",2021,"… Conference on Design …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-89735-2_23","https://scholar.google.com/scholar?cites=10915863491106731306&as_sdt=2005&sciodt=0,5&hl=en",8,"2026-05-04 23:03:27","","10.1007/978-3-030-89735-2_23","","",,,,,3,0.60,1,5,5,"The purpose of this article is to provide a better understanding of how to effectively develop design projects that simultaneously leverage industry and academic partners, participants …","https://www.academia.edu/download/95728526/IAC_MULTIDISCIPLINAR_HETEROGENEOUS_DIGICOM2022.pdf","https://scholar.google.com/scholar?q=related:KnUSrALwfJcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"PE Strandberg","Automated system-level software testing of industrial networked embedded systems",2021,"","search.proquest.com","https://search.proquest.com/openview/a28da16bb3517f43f365eee2a92393cc/1?pq-origsite=gscholar&cbl=2026366&diss=y","https://scholar.google.com/scholar?cites=18069335078428856957&as_sdt=2005&sciodt=0,5&hl=en",6,"2026-05-04 23:03:27","BOOK","","","",,,,,15,3.00,15,1,5,"Embedded systems are ubiquitous and play critical roles in management systems for industry and transport. Software failures in these domains may lead to loss of production or …","https://arxiv.org/pdf/2111.08312","https://scholar.google.com/scholar?q=related:fdJBtYQsw_oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"V Garousi, K Petersenb, B Ozkanc","Challenges and Best Practices in Industry-Academia Collaborations in Software Engineering: A Systematic",2016,"","pureadmin.qub.ac.uk","https://pureadmin.qub.ac.uk/ws/files/180202781/pre_print.pdf","",11,"2026-05-04 23:03:27","PDF","","","",,,,,0,0.00,0,3,10,"Context: The global software industry and the software engineering (SE) academia are two large communities. However, unfortunately, the level of joint industry-academia …","https://pureadmin.qub.ac.uk/ws/files/180202781/pre_print.pdf","https://scholar.google.com/scholar?q=related:K6Pae2yRGhMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
315,"V Garousi, K Petersen, B Ozkan","Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916301203?casa_token=osCiIQgy7xgAAAAA:-Dzil8faJo2xFAC3uZuphf_0mqdzoQO6pPDxU9pu8fAQqp3GZIl7Ozdlsvr4X88gN6JVe2Pt6lpH","https://scholar.google.com/scholar?cites=945618864000095906&as_sdt=2005&sciodt=0,5&hl=en",1,"2026-05-04 23:03:27","HTML","","","",,,,,315,31.50,105,3,10,"Context: The global software industry and the software engineering (SE) academia are two large communities. However, unfortunately, the level of joint industry-academia …","https://www.sciencedirect.com/science/article/pii/S0950584916301203?casa_token=osCiIQgy7xgAAAAA:-Dzil8faJo2xFAC3uZuphf_0mqdzoQO6pPDxU9pu8fAQqp3GZIl7Ozdlsvr4X88gN6JVe2Pt6lpH","https://scholar.google.com/scholar?q=related:olaiwViDHw0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
13,"EP Enoiu, A Čaušević","Enablers and impediments for collaborative research in software testing: an empirical exploration",2014,"Proceedings of the 2014 international workshop …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2647648.2647655","https://scholar.google.com/scholar?cites=4045432967464558896&as_sdt=2005&sciodt=0,5&hl=en",7,"2026-05-04 23:03:27","","10.1145/2647648.2647655","","",,,,,13,1.08,7,2,12,"When it comes to industrial organizations, current collaboration efforts in software engineering research are very often kept in-house, depriving these organizations of the …","https://dl.acm.org/doi/pdf/10.1145/2647648.2647655","https://scholar.google.com/scholar?q=related:MCFhrNlDJDgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
85,"PE Strandberg","Ethical interviews in software engineering",2019,"2019 ACM/IEEE International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8870192/?casa_token=hajWW4G6PDcAAAAA:kqg77ATxRBu59L5LxIoLAFCNxVEZc7IjPyh5LSlzgaav-90fVYNG4o7FqcR2tOt6AFG3qX5azXYa","https://scholar.google.com/scholar?cites=10645213804294035311&as_sdt=2005&sciodt=0,5&hl=en",2,"2026-05-04 23:03:27","","","","",,,,,85,12.14,85,1,7,"Background: Despite a long history, numerous laws and regulations, ethics remains an unnatural topic for many software engineering researchers. Poor research ethics may lead …","https://ieeexplore.ieee.org/iel7/8864031/8870138/08870192.pdf?casa_token=dAtVWsC6hx0AAAAA:SL06ppEFDDBrGCrBObZ2BOfG7Zkfi3-geXfVLalQRZmPlskpIqMaruCpbs4R-W2j_qySYBZOn75d","https://scholar.google.com/scholar?q=related:b9cH441lu5MJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"J Cederbladh, R Eramo, V Muttillo…","Experiences and challenges from developing cyber‐physical systems in industry‐academia collaboration",2024,"Software: Practice …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3312","https://scholar.google.com/scholar?cites=4361708484293870355&as_sdt=2005&sciodt=0,5&hl=en",3,"2026-05-04 23:03:27","","10.1002/spe.3312","","",,,,,20,10.00,5,4,2,"Cyber‐physical systems (CPSs) are increasing in developmental complexity. Several emerging technologies, such as Model‐based engineering, DevOps, and Artificial …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3312","https://scholar.google.com/scholar?q=related:E8Mk1MHmhzwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
62,"V Garousi, MM Eskandar, K Herkiloğlu","Industry–academia collaborations in software testing: Experience and success stories from Canada and Turkey",2017,"Software Quality Journal","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11219-016-9319-5&casa_token=oQ5WZ-RS-IsAAAAA:TAVO8PNOlqTgCpo9QwaId87elVGJmLiZJ3zzBhkhjgRLUNZR5ow5l30KWnDDeF0NYY0b6QcFTebYx3XMeg4","https://scholar.google.com/scholar?cites=9895204744097567070&as_sdt=2005&sciodt=0,5&hl=en",4,"2026-05-04 23:03:27","HTML","10.1007/s11219-016-9319-5","","",,,,,62,6.89,21,3,9,"Collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. However, many …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11219-016-9319-5&casa_token=oQ5WZ-RS-IsAAAAA:TAVO8PNOlqTgCpo9QwaId87elVGJmLiZJ3zzBhkhjgRLUNZR5ow5l30KWnDDeF0NYY0b6QcFTebYx3XMeg4","https://scholar.google.com/scholar?q=related:XhGyp0nUUokJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
4,"M Lavallée, PN Robillard","Planning for the unknown: lessons learned from ten months of non-participant exploratory observations in the industry",2015,"2015 IEEE/ACM 3rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7167421/?casa_token=fFb1i1HO2bsAAAAA:fEbp3fu7vwRew-TbalzNb8hYnanVAR9nAsEMHLjQ1jJZKF2PoZnviCwoyyT1t2OMygYZHZDrUgp8","https://scholar.google.com/scholar?cites=11993592234425142232&as_sdt=2005&sciodt=0,5&hl=en",9,"2026-05-04 23:03:27","","","","",,,,,4,0.36,2,2,11,"Convincing industrial partners to support an exploratory study can be difficult, as benefits are often fuzzy at the beginning. The objective of this paper is to present recommendations for …","https://ieeexplore.ieee.org/iel7/7164873/7167410/07167421.pdf?casa_token=-GQDKTIW3L0AAAAA:LX7OJbVFNmO5wQdU32o5DjNSsRah7XOH4YCNzGPuMZFVKs-L81vdNi8zBCDvQQOqEJAyiFuYijai","https://scholar.google.com/scholar?q=related:2EvLqZfMcaYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,"PE Strandberg, W Afzal, D Sundmark","Software test results exploration and visualization with continuous integration and nightly testing",2022,"International Journal on Software …","Springer","https://link.springer.com/article/10.1007/s10009-022-00647-1","https://scholar.google.com/scholar?cites=2334826164242866303&as_sdt=2005&sciodt=0,5&hl=en",5,"2026-05-04 23:03:27","HTML","10.1007/s10009-022-00647-1","","",,,,,23,5.75,8,3,4,"Software testing is key for quality assurance of embedded systems. However, with increased development pace, the amount of test results data risks growing to a level where exploration …","https://link.springer.com/article/10.1007/s10009-022-00647-1","https://scholar.google.com/scholar?q=related:f-D7owb4ZiAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
