DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),"A Case Study on Institute-Industry Collaboration (IIC) at Technical Training Institute (TTI) Chumig: Insights from Institute, Industries, and Graduates","Sangay Tshewang, Sajaindra Rai, Lekey Dhendup",Journal of innovation in polytechnic education.,2026,"This case study explored how institute–industry partnerships at the Technical Training Institute (TTI) Chumig (formerly TTI Chumey) are shaping the link between classroom learning and real-world skills. In Bhutan’s ongoing transition toward a knowledge-based economy—reflected in forward-looking initiatives like the Gelephu Mindfulness City—such collaborations are becoming increasingly vital. Using a mixed-methods approach, the research engaged 38 participants, including TTI faculty, graduates, and industry professionals, who were selected through purposive sampling. Qualitative data were examined using thematic analysis, while quantitative findings were summarized through descriptive statistics. The findings show that initiatives like internships and On-the-Job Training (OJT) play a major role in developing trainees’ professional skills, practical experience, and confidence for employment. Over 60% of participants expressed optimism about their job prospects as a direct result of these collaborative experiences. However, the study also revealed persistent challenges—such as unclear policy frameworks, weak monitoring mechanisms, limited financial resources, outdated infrastructure, and differing priorities among stakeholders. These issues make it harder for Technical and Vocational Education and Training (TVET) graduates to fully meet the evolving needs of the labour market. [Full abstract in PDF]",306099689,0,18,(missing PubMedId)
(missing DOI),Between Policy and Practice: GenAI Adoption in Agile Software Development Teams,"Michael Neumann, Lasse Bischof, Nic Elias Hinz, Abdullah Altun, Luca Stockmann, Dennis Schrader, Ana Carolina Ahaus, Erim Can Demirci, Benjamin Gabel, Maria Rauschenberger, Philipp Diebold, Henning Fritzemeier, Adam Przybyłek",Lecture notes in business information processing,2025,"Abstract Context: The rapid emergence of generative AI (GenAI) tools has begun to reshape software engineering practice. Yet, their adoption within agile environments remains underexplored. Objective: This study investigates how agile practitioners adopt GenAI tools in real-world organizational contexts, focusing on regulatory conditions, role-specific use cases, benefits, and barriers. Method: An exploratory multiple case study was conducted in three German organizations, involving 17 semi-structured interviews and document analysis. A cross-case thematic analysis was applied to identify GenAI adoption patterns. Results: Findings reveal that GenAI is primarily used for creative tasks, documentation, and code assistance. Benefits include efficiency gains and enhanced creativity, while barriers relate to data privacy, validation effort, and lack of governance. Using the Technology-Organization-Environment (TOE) framework, we find that these barriers stem from misalignments across the three dimensions. Regulatory pressures are often translated into policies without accounting for actual usage patterns or organizational constraints, leading to systematic policy-practice gaps and shadow IT behavior. Conclusion: GenAI offers significant potential to augment agile roles but requires alignment across TOE dimensions, including pragmatic policies, data protection measures, and user training to ensure responsible and effective integration.",305914349,0,25,(missing PubMedId)
(missing DOI),Strategising Industry 4.0 for Viksit Bharat 2047: an inclusive approach to public policy design with applications in tourism,"Mayank Pathak, Pinosh Kumar Hajoary",Journal of Science and Technology Policy Management,2026,"Purpose This study aims to examine the state and structure of India’s I4.0 (Industry 4.0) policy, as well as its actors, actions and processes through an inclusive value-first approach at the national and regional levels. Design/methodology/approach The study adopted a systematic literature search and utilised a generalised situation-actor-process-learning-action-performance (SAP-LAP) inquiry method with the Influencer-Facilitator-Initiative (IFI) framework to identify facilitators for a value-first I4.0 policy for India. The state of Himachal Pradesh (HP) in India was taken as a regional context to demonstrate the potential of I4.0 technologies in tourism. Findings The study identified 22 facilitators for value-first I4.0 policy and provides national (India) and regional (HP) level policy recommendations, highlighting implications and pathways for Viksit Bharat 4.0. Research limitations/implications More empirical research is needed to understand the I4.0 policy landscape in developing countries across various industrial sectors to meaningfully inform policy recommendations. Practical implications Findings guide policymakers, managers and officials to understand the I4.0 landscape and develop policies for Viksit Bharat 4.0 at the national and regional levels. Social implications The value-first approach adopted by the study promotes inclusive development and improves policy intention without compromising on delivery. Originality/value This study uses SAP-LAP inquiry with the IFI framework for a strategic overview of India’s I4.0 policy landscape. It adds to I4.0 literature in geographical (HP) and application (tourism) contexts.",300551494,0,97,(missing PubMedId)
(missing DOI),"ROOM to Grow, a Mobile Well-Being Intervention for University Students: Overview of the Design Process and Outcomes","Tajda Laure, Camila Villegas Meija, Danielle Remmerswaal, Djameela Dulloo, R. Van der Hallen, Birgit Mayer, Marianne Littel, B. Dierckx, J. Legerstee, Rutger C M E Engels, M. Boffo",JMIR Formative Research,2024,"Background University students are facing a multitude of challenges and an increase in mental health issues that affect their academic performance and overall well-being. In response, Erasmus University Rotterdam launched the Student Wellbeing Programme in 2019, offering comprehensive, tailored support through a stepped-care framework to enhance student success and well-being. One of the tools developed for students is ROOM to Grow, an anonymous and accessible preventative mental health app. Objective This paper describes the process and outcomes of ROOM’s design and development, guided by the Centre for eHealth Research (CeHRes) road map and privacy-by-design principles, and highlights the lessons learned throughout this process. Methods This paper describes the first 4 phases of the CeHRes Road map: contextual inquiry, value specification, design, and operationalization. It outlines the population (ie, stakeholders), methods (ie, literature reviews, expert groups, cognitive walkthroughs, interviews, experimental designs), and outcomes of each phase. Results The most common mental health struggles among our target population were stress, anxiety symptoms, perfectionistic tendencies, and loneliness. Students often recognized these issues only once they became overwhelming. Regarding digital tools, students seek credible content specific to their experiences, as well as adaptable and intuitive systems; they are mindful of data privacy and aim to reduce their screen time. ROOM was developed to address the diverse needs and preferences of university students through a transdiagnostic approach to mental health. It targets emotion regulation (ER) skills and self-awareness, which underlie the mental health challenges experienced by our target users. ROOM comprises 26 brief exercises (ie, micro-interventions) that support the development and use of adaptive ER. The exercises incorporate techniques from various therapeutic approaches (ie, self-compassion, positive psychology, mindfulness, cognitive behavioral therapy, and acceptance and commitment therapy) to accommodate students’ diverse content preferences. To help students recognize their struggles earlier, ROOM includes a mood tracker and a self-assessment module with questionnaires that evaluate both traits (eg, perfectionistic tendencies) and states (eg, stress levels), providing personalized feedback. ROOM further implements an intelligent recommender system that connects users to relevant content, enhancing the tool’s personalization and responsiveness to users’ needs. As students aim to minimize screen time, ROOM’s goal is not prolonged app use but the application of ER skills in real life, supported by features that facilitate skill transfer into everyday settings. Finally, ROOM was developed within a “privacy-by-design” framework to address students’ privacy concerns, implementing strict privacy and security regulatory standards. Conclusions Compromises were necessary to balance user needs, resource constraints, and privacy-by-design and security standards, often limiting ROOM’s interactivity. Other challenges included simplifying complex psychological concepts into brief formats, fostering interdisciplinary collaboration, balancing academic rigor with industry production pace, and operating with fixed resources while maintaining an iterative process. This paper may serve as a primer for designing transdiagnostic, adaptive mental health interventions for youth, blending therapeutic approaches and promoting skill transfer.",298400143,0,110,(missing PubMedId)
(missing DOI),OntoIAC: Ontological Modeling of Collaborations Between Industry and Academia in the Context of Agile Software Development,"Denis de G. Marques, Wylliams Barbosa Santos, Cleyton Mario de Oliveira Rodrigues",Lecture notes in networks and systems,2025,(missing abstract),296609273,0,16,(missing PubMedId)
(missing DOI),Towards a Closer Collaboration Between Practice and Research in Agile Software Development Workshop: A Summary and Research Agenda,"Michael Neumann, Eva-Maria Schon, Mali Senapathi, Maria Rauschenberger, Tiago Silva da Silva",arXiv.org,2025,"Agile software development principles and values have been widely adopted across various industries, influencing products and services globally. Despite its increasing popularity, a significant gap remains between research and practical implementation. This paper presents the findings of the first international workshop designed to foster collaboration between research and practice in agile software development. We discuss the main themes and factors identified by the workshop participants that contribute to this gap, strategies to bridge it, and the challenges that require further research attention.",289388314,2,29,(missing PubMedId)
(missing DOI),"Curious, Critical Thinker, Empathetic, and Ethically Responsible: Essential Soft Skills for Data Scientists in Software Engineering","Matheus de Morais Leça, Ronnie de Souza Santos",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),2025,"Background. As artificial intelligence and AI-powered systems continue to grow, the role of data scientists has become essential in software development environments. Data scientists face challenges related to managing large volumes of data and addressing the societal impacts of AI algorithms, which require a broad range of soft skills. Goal. This study aims to identify the key soft skills that data scientists need when working on AI-powered projects, with a particular focus on addressing biases that affect society. Method. We conducted a thematic analysis of 87 job postings on LinkedIn and 11 interviews with industry practitioners. The job postings came from companies in 12 countries and covered various experience levels. The interviews featured professionals from diverse backgrounds, including different genders, ethnicities, and sexual orientations, who worked with clients from South America, North America, and Europe. Results. While data scientists share many skills with other software practitioners—such as those related to coordination, engineering, and management—there is a growing emphasis on innovation and social responsibility. These include soft skills like curiosity, critical thinking, empathy, and ethical awareness, which are essential for addressing the ethical and societal implications of AI. Conclusion. Our findings indicate that data scientists working on AI-powered projects require not only technical expertise but also a solid foundation in soft skills that enable them to build AI systems responsibly, with fairness and inclusivity. These insights have important implications for recruitment and training within software companies and for ensuring the long-term success of AI-powered systems and their broader societal impact.",288166164,3,79,(missing PubMedId)
(missing DOI),"ROOM to grow, a Mobile Wellbeing Intervention for University Students: Overview of the Design Process and Outcomes (Preprint)","Tajda Laure, Camila Villegas Meija, Marilisa Boffo, Daniëlle Remmerswaal, Djameela Dulloo, Ruth Van der Hallen, Birgit Mayer, Marianne Littel, Bram Dierckx, Jeroen S. Legerstee, Rutger C. M. E. Engels",JMIR Formative Research,2024,(missing abstract),287771074,0,116,(missing PubMedId)
(missing DOI),The Role of Academics in Building the Future of Finance,Anita Maharani,(missing journal),2024,(missing abstract),287678951,0,65,(missing PubMedId)
10.5753/SBSI_ESTENDIDO.2025.246908,"Plataforma Digital Inteligente para Integração de P&amp;D em Projetos Colaborativos entre Industria, Academia e Governo","Denis de Gois Marques,  Cleyton Rodrigues,  Wylliams Barbosa Santos",(missing journal),2025,"As colaborações entre a indústria, o governo e a academia têm sido cada vez mais fundamentais para impulsionar transformações digitais, tanto no desenvolvimento de produtos de software quanto na pesquisa e inovação de novas tecnologias aplicadas. O objetivo desta iniciativa é fortalecer essas parcerias e promover a integração desses setores por meio da inteligência artificial, utilizando tecnologias como Large Language Models (LLM) e aprendizado de máquina. Atualmente, dispomos de duas versões do MVP da plataforma proposta, que busca oferecer funcionalidades voltadas para diferentes públicos, como Empresas, Pesquisadores e ICTs.",aec0fa61-f993-4cf1-ba0a-792ba839bbde,0,8,(missing PubMedId)
(missing DOI),Context factors perceived important when looking for similar experiences in decision‐making for software components: An interview study,"Efi Papatheocharous, C. Wohlin, Deepika Badampudi, Jan Carlson, Krzysztof Wnuk",J. Softw. Evol. Process.,2024,"During software evolution, decisions related to components' origin or source significantly impact the quality properties of the product and development metrics such as cost, time to market, ease of maintenance, and further evolution. Thus, such decisions should ideally be supported by evidence, i.e., using previous experiences and information from different sources, even own previous experiences. A hindering factor to such reuse of previous experiences is that these decisions are highly context‐dependent and it is difficult to identify when previous experiences come from sufficiently similar contexts to be useful in a current setting. Conversely, when documenting a decision (as a decision experience), it is difficult to know which context factors will be most beneficial when reusing the experience in the future. An interview study is performed to identify a list of context factors that are perceived to be most important by practitioners when using experiences to support decision‐making for component sourcing, using a specific scenario with alternative sources of experiences. We observed that the further away (from a company or an interviewee) the experience evidence is, as is the case for online experiences, the more context factors are perceived as important by practitioners to make use of the experience. Furthermore, we discuss and identify further research to make this type of decision‐making more evidence‐based.",286947025,0,45,(missing PubMedId)
(missing DOI),Experiences Applying Lean R&amp;D in Industry-Academia Collaboration Projects,"Marcos Kalinowski, Lucas Romão, Ariane Moraes Bueno Rodrigues, Cristiane Barbosa, Hugo Villamizar, Simone Diniz Junqueira Barbosa, Hélio Lopes",Lecture notes in business information processing,2024,(missing abstract),286425577,1,6,(missing PubMedId)
10.5753/SBSI_ESTENDIDO.2025.246884,Intelligent Platform for Industry-Academia Collaboration in Research Project and Researcher Prospecting,"Cleyton Mário de Oliveira Rodrigues, Wylliams Barbosa Santos",Brazilian Symposium on Information Systems,2025,"One of the main factors influencing the adoption of new technologies in industry and government is the collaboration between Industry, Academia, and Government. Through Research and Development, it is possible to drive digital transformations and create new applied technologies. This paper proposes conducting Systematic Literature Reviews (SLR) and developing an intelligent platform that uses Natural Language Processing techniques and Large Language Models to enhance these collaborations. So far, we have completed two comprehensive SLR, developed two versions of a project prototype, and the goal is to enable information sharing and interconnection with institutions and researchers.",762e9b7b-ab93-42a2-8a47-f00dd055ef83,0,16,(missing PubMedId)
(missing DOI),"Curious, Critical Thinker, Empathetic, and Ethically Responsible: Essential Soft Skills for Data Scientists in Software Engineering","Matheus de Morais Lecca, Ronnie de Souza Santos",arXiv.org,2025,"Background. As artificial intelligence and AI-powered systems continue to grow, the role of data scientists has become essential in software development environments. Data scientists face challenges related to managing large volumes of data and addressing the societal impacts of AI algorithms, which require a broad range of soft skills. Goal. This study aims to identify the key soft skills that data scientists need when working on AI-powered projects, with a particular focus on addressing biases that affect society. Method. We conducted a thematic analysis of 87 job postings on LinkedIn and 11 interviews with industry practitioners. The job postings came from companies in 12 countries and covered various experience levels. The interviews featured professionals from diverse backgrounds, including different genders, ethnicities, and sexual orientations, who worked with clients from South America, North America, and Europe. Results. While data scientists share many skills with other software practitioners—such as those related to coordination, engineering, and management—there is a growing emphasis on innovation and social responsibility. These include soft skills like curiosity, critical thinking, empathy, and ethical awareness, which are essential for addressing the ethical and societal implications of AI. Conclusion. Our findings indicate that data scientists working on AI-powered projects require not only technical expertise but also a solid foundation in soft skills that enable them to build AI systems responsibly, with fairness and inclusivity. These insights have important implications for recruitment and training within software companies and for ensuring the long-term success of AI-powered systems and their broader societal impact.",283948754,3,79,(missing PubMedId)
(missing DOI),"Enhancing Research, Learning, and Innovation Through Industry-Academia Synergy with the Industry Interaction Cell Model","Pradeep W. Samarasekere, Saraga Ganeshakumaran, Anne M. A. Pillai",(missing journal),2023,(missing abstract),283085199,0,22,(missing PubMedId)
