DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
10.1145/3756681.3756997,Large Language Models for API Classification: An Explorative Study,"Gabriel Morais, Edwin Lemelin, Mehdi Adda, Dominik Bork",International Conference on Evaluation & Assessment in Software Engineering,2025,"Linking APIs to the business functions they implement is crucial for handling software operations, especially during recovery from disasters or outages. In this context, the speed and accuracy of operators in linking them impact response time during mission-critical operation activities. Besides, this linkage is essential to designing preventive actions, such as resilience strategies. Automatic API classification using Large Language Models (LLMs) may simplify and speed up APIs-business function linkage. However, previous studies unveiled the barriers practitioners face when deciding on and adopting LLMs in software engineering (SE) tasks due to a lack of guidance for non-experts. This paper aims to lower barriers to using LLMs by systems operators and site reliability engineers (SREs), focusing on the API classification task in the context of operational activities. Based on three cases from the finance industry, we extracted requirements for LLM usage, and assessed 14 recently released LLMs on this task. Our results demonstrate that LLMs accurately classify APIs using business function targets with an F1–Score of 89.5 for the leading LLM without requiring specific LLM expertise and resource-intensive fine-tuning. Besides, our findings on LLMs’ performance and reliability mark a significant advancement in comparing open and closed-source and general and domain-specific LLMs in an SE classification task. Eventually, our experiments yield practical guidance for implementing LLMs in this context. Artifacts used in and generated by the experiments are publicly available at https://bit.ly/llms4apiclassification.",b36a6144-56aa-4d71-8ce4-4d70650eec01,0,59,(missing PubMedId)
(missing DOI),Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,"Anrafel Fernandes Pereira, Marcos Kalinowski, M. T. Baldassarre, Jürgen Börstler, Nauman Bin Ali, Daniel Méndez",International Conference on Evaluation & Assessment in Software Engineering,2025,"[Context] The lack of practical relevance in many Software Engineering (SE) research contributions is often rooted in oversimplified views of industrial practice, weak industry connections, and poorly defined research problems. Clear criteria for evaluating SE research problems can help align their value, feasibility, and applicability with industrial needs. [Goal] In this paper, we introduce the Lean Research Inception (LRI) framework, designed to support the formulation and assessment of practically relevant research problems in SE. We describe its initial evaluation strategy conducted in a workshop with a network of SE researchers experienced in industry-academia collaboration and report the evaluation of its three assessment criteria (valuable, feasible, and applicable) regarding their importance and completeness in assessing practical relevance. [Method] We applied LRI retroactively to a published research paper, engaging workshop participants in discussing and assessing the research problem by applying the proposed criteria using a semantic differential scale. Participants provided feedback on the criteria’s importance and completeness, drawn from their own experiences in industry-academia collaboration. [Results] The findings reveal an overall agreement on the importance of the three criteria – valuable (83.3%), feasible (76.2%), and applicable (73.8%) – for aligning research problems with industrial needs. Qualitative feedback suggested adjustments in terminology with a clearer distinction between feasible and applicable, and refinements for valuable by more clearly considering business value, ROI, and originality. [Conclusion] While LRI still constitutes ongoing research and requires further evaluation, our emerging results strengthen our confidence that the three criteria applied using the semantic differential scale can already help the community assess the practical relevance of SE research problems.",297861087,3,33,(missing PubMedId)
(missing DOI),Applying Generative Artificial Intelligence for Vulnerability Fixing in a Proprietary Software Ecosystem,"Luiz Alexandre M Costa, A. Fontão, Rodrigo Pereira dos Santos, Alexander Serebrenik",Journal of Systems and Software,2025,(missing abstract),297749723,1,64,(missing PubMedId)
(missing DOI),Towards AI Agents Supported Research Problem Formulation,"Pereira, Anrafel Fernandes, Baldassarre, Maria Teresa, Mendez, Daniel, Kalinowski, Marcos",arXiv (Cornell University),2025,"Poorly formulated research problems can compromise the practical relevance of Software Engineering studies by not reflecting the complexities of industrial practice. This vision paper explores the use of artificial intelligence agents to support SE researchers during the early stage of a research project, the formulation of the research problem. Based on the Lean Research Inception framework and using a published study on code maintainability in machine learning as a reference, we developed a descriptive evaluation of a scenario illustrating how AI agents, integrated into LRI, can support SE researchers by pre filling problem attributes, aligning stakeholder perspectives, refining research questions, simulating multiperspective assessments, and supporting decision making. The descriptive evaluation of the scenario suggests that AI agent support can enrich collaborative discussions and enhance critical reflection on the value, feasibility, and applicability of the research problem. Although the vision of integrating AI agents into LRI was perceived as promising to support the context aware and practice oriented formulation of research problems, empirical validation is needed to confirm and refine the integration of AI agents into problem formulation.",295175226,0,35,(missing PubMedId)
(missing DOI),Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,"Pereira, Anrafel Fernandes, Baldassarre, Maria Teresa, Mendez, Daniel, Börstler, Jürgen, Ali, Nauman bin, Mohanani, Rahul, Smite, Darja, Biffl, Stefan, Heldal, Rogardt, Falessi, Davide, Graziotin, Daniel, Kalinowski, Marcos",arXiv (Cornell University),2025,"[Background] A well-formulated research problem is essential for achieving practical relevance in Software Engineering (SE), yet there is a lack of structured guidance in this early phase. [Aims] Our goal is to introduce and evaluate seven attributes identified in the SE literature as relevant for formulating research problems (practical problem, context, implications/impacts, practitioners, evidence, objective, and research questions) in terms of their perceived importance and completeness, and learn how they can be applied. [Method] We conducted a workshop with 42 senior SE researchers during the ISERN 2024 meeting. The seven attributes were presented using a Problem Vision board filled with a research example. Participants discussed attributes in groups, shared written feedback, and individually completed a survey assessing their importance, completeness, and suggestions for improvement. [Results] The findings confirm the importance of the seven attributes in the formulation of industry-oriented research problems. Qualitative feedback illustrated how they can be applied in practice and revealed suggestions to refine them, such as incorporating financial criteria (e.g., ROI) into implications/impacts and addressing feasibility and constraints under evidence. [Conclusion] The results reaffirm the importance of the seven attributes in supporting a reflective and context-aware problem formulation. Adapting their use to specific research contexts can help to improve the alignment between academic research and industry needs.",295073608,0,27,(missing PubMedId)
(missing DOI),Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,"Anrafel Fernandes Pereira, María Teresa Baldassarre, Daniel Méndez, Jürgen Börstler, Nauman bin Ali, Rahul Mohanani, Darja Smite, Stefan Biffl, Rogardt Heldal, Davide Falessi, Daniel Graziotin, Marcos Kalinowski",arXiv (Cornell University),2025,"[Background] A well-formulated research problem is essential for achieving practical relevance in Software Engineering (SE), yet there is a lack of structured guidance in this early phase. [Aims] Our goal is to introduce and evaluate seven attributes identified in the SE literature as relevant for formulating research problems (practical problem, context, implications/impacts, practitioners, evidence, objective, and research questions) in terms of their perceived importance and completeness, and learn how they can be applied. [Method] We conducted a workshop with 42 senior SE researchers during the ISERN 2024 meeting. The seven attributes were presented using a Problem Vision board filled with a research example. Participants discussed attributes in groups, shared written feedback, and individually completed a survey assessing their importance, completeness, and suggestions for improvement. [Results] The findings confirm the importance of the seven attributes in the formulation of industry-oriented research problems. Qualitative feedback illustrated how they can be applied in practice and revealed suggestions to refine them, such as incorporating financial criteria (e.g., ROI) into implications/impacts and addressing feasibility and constraints under evidence. [Conclusion] The results reaffirm the importance of the seven attributes in supporting a reflective and context-aware problem formulation. Adapting their use to specific research contexts can help to improve the alignment between academic research and industry needs.",294872570,0,27,(missing PubMedId)
(missing DOI),Towards AI Agents Supported Research Problem Formulation,"Anrafel Fernandes Pereira, María Teresa Baldassarre, Daniel Méndez, Marcos Kalinowski",arXiv (Cornell University),2025,"Poorly formulated research problems can compromise the practical relevance of Software Engineering studies by not reflecting the complexities of industrial practice. This vision paper explores the use of artificial intelligence agents to support SE researchers during the early stage of a research project, the formulation of the research problem. Based on the Lean Research Inception framework and using a published study on code maintainability in machine learning as a reference, we developed a descriptive evaluation of a scenario illustrating how AI agents, integrated into LRI, can support SE researchers by pre filling problem attributes, aligning stakeholder perspectives, refining research questions, simulating multiperspective assessments, and supporting decision making. The descriptive evaluation of the scenario suggests that AI agent support can enrich collaborative discussions and enhance critical reflection on the value, feasibility, and applicability of the research problem. Although the vision of integrating AI agents into LRI was perceived as promising to support the context aware and practice oriented formulation of research problems, empirical validation is needed to confirm and refine the integration of AI agents into problem formulation.",294817184,0,35,(missing PubMedId)
(missing DOI),Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,"Pereira, Anrafel Fernandes, Baldassarre, Maria Teresa, Mendez, Daniel, Börstler, Jürgen, Ali, Nauman bin, Mohanani, Rahul, Smite, Darja, Biffl, Stefan, Heldal, Rogardt, Falessi, Davide, Graziotin, Daniel, Kalinowski, Marcos",arXiv (Cornell University),2025,"[Background] A well-formulated research problem is essential for achieving practical relevance in Software Engineering (SE), yet there is a lack of structured guidance in this early phase. [Aims] Our goal is to introduce and evaluate seven attributes identified in the SE literature as relevant for formulating research problems (practical problem, context, implications/impacts, practitioners, evidence, objective, and research questions) in terms of their perceived importance and completeness, and learn how they can be applied. [Method] We conducted a workshop with 42 senior SE researchers during the ISERN 2024 meeting. The seven attributes were presented using a Problem Vision board filled with a research example. Participants discussed attributes in groups, shared written feedback, and individually completed a survey assessing their importance, completeness, and suggestions for improvement. [Results] The findings confirm the importance of the seven attributes in the formulation of industry-oriented research problems. Qualitative feedback illustrated how they can be applied in practice and revealed suggestions to refine them, such as incorporating financial criteria (e.g., ROI) into implications/impacts and addressing feasibility and constraints under evidence. [Conclusion] The results reaffirm the importance of the seven attributes in supporting a reflective and context-aware problem formulation. Adapting their use to specific research contexts can help to improve the alignment between academic research and industry needs.",294578638,0,27,(missing PubMedId)
(missing DOI),Towards AI Agents Supported Research Problem Formulation,"Pereira, Anrafel Fernandes, Baldassarre, Maria Teresa, Mendez, Daniel, Kalinowski, Marcos",arXiv (Cornell University),2025,"Poorly formulated research problems can compromise the practical relevance of Software Engineering studies by not reflecting the complexities of industrial practice. This vision paper explores the use of artificial intelligence agents to support SE researchers during the early stage of a research project, the formulation of the research problem. Based on the Lean Research Inception framework and using a published study on code maintainability in machine learning as a reference, we developed a descriptive evaluation of a scenario illustrating how AI agents, integrated into LRI, can support SE researchers by pre filling problem attributes, aligning stakeholder perspectives, refining research questions, simulating multiperspective assessments, and supporting decision making. The descriptive evaluation of the scenario suggests that AI agent support can enrich collaborative discussions and enhance critical reflection on the value, feasibility, and applicability of the research problem. Although the vision of integrating AI agents into LRI was perceived as promising to support the context aware and practice oriented formulation of research problems, empirical validation is needed to confirm and refine the integration of AI agents into problem formulation.",294529177,0,35,(missing PubMedId)
(missing DOI),An accountability evaluation model for systems-of-information systems,"Felipe Cordeiro, Aline Vasconcelos, Rodrigo Pereira dos Santos, Patricia Lago",Journal of Systems and Software,2025,(missing abstract),292298769,1,63,(missing PubMedId)
