DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.5753/jserd.2020.731,Extraction of test cases procedures from textual use cases: is it worth it?,"Erick Barros dos Santos, Lucas Simão da Costa, Thaís Marinho De Amorim, B. S. Aragão, I. Santos, D. R. Vasconcelos, Rossana Andrade",J. Softw. Eng. Res. Dev.,2020,"Software testing plays a major role in the quality of software since it assures that the software complies with its expected behavior. However, this is an expensive activity and, thus, companies usually do not perform testing activities on software projects due to the time required. These costs may be even higher in testing processes that rely only on manual test execution, which is both time-consuming and error-prone. One strategy commonly used to mitigate these costs is to use tools to automate testing activities such as test execution, test documentation, and test case generation. This paper presents an experience report in the context of a Test Factory about the use of a tool that partially automates the specification of test procedures from textual use cases. This tool automatically retrieves use cases from the requirement management system, generates the test case procedures, requires inputs from the tester, and then sends the test cases to the test management system. This paper details how this tool was used in real releases of an industrial software project. We also evaluated our tool with four test analysts from a different project to gather more data regarding its efficiency to support the test case documentation.",181248992,0,27,,
10.48550/arxiv.2512.12699,Attributes to Support the Formulation of Practically Relevant Research Problems in Software Engineering,"Anrafel Fernandes Pereira, María Teresa Baldassarre, Daniel Méndez, Jürgen Börstler, Nauman bin Ali, Rahul Mohanani, Darja Smite, Stefan Biffl, Rogardt Heldal, Davide Falessi, Daniel Graziotin, Marcos Kalinowski",arXiv (Cornell University),2025,"[Background] A well-formulated research problem is essential for achieving practical relevance in Software Engineering (SE), yet there is a lack of structured guidance in this early phase. [Aims] Our goal is to introduce and evaluate seven attributes identified in the SE literature as relevant for formulating research problems (practical problem, context, implications/impacts, practitioners, evidence, objective, and research questions) in terms of their perceived importance and completeness, and learn how they can be applied. [Method] We conducted a workshop with 42 senior SE researchers during the ISERN 2024 meeting. The seven attributes were presented using a Problem Vision board filled with a research example. Participants discussed attributes in groups, shared written feedback, and individually completed a survey assessing their importance, completeness, and suggestions for improvement. [Results] The findings confirm the importance of the seven attributes in the formulation of industry-oriented research problems. Qualitative feedback illustrated how they can be applied in practice and revealed suggestions to refine them, such as incorporating financial criteria (e.g., ROI) into implications/impacts and addressing feasibility and constraints under evidence. [Conclusion] The results reaffirm the importance of the seven attributes in supporting a reflective and context-aware problem formulation. Adapting their use to specific research contexts can help to improve the alignment between academic research and industry needs.",294872570,0,27,,
10.37934/araset.34.1.238248,Automatic Thread Insertion Kit Sewing (ATIKs) Device for Vocational Fashion Design Student: Practical Sewing Application,"Suheri Bakar, Wan Nurlisa Wan Ahmad, Nur Athirah Mohd Zubir, Tang Rui, Wan Yunus Wan Ahmad",Journal of Advanced Research in Applied Sciences and Engineering Technology,2023,"The incorporation of technology is a consistent aspect of education, which is widely advanced through teaching and learning (T&amp;L) in the industrial revolution 4.0 (IR 4.0) education technology. In this study, an automatic thread insertion set for sewing (ATIKs) was developed. The ATIKs device improves students' understanding and facilitates the process of sewing in fashion design subjects for high school curriculum. The device was programmed using an Arduino microcontroller board and open source Arduino software (IDE). The CDIO model is used as the basis for product development, which includes the steps from conception to design, implementation, and operation. The development for this product consists of the main components standard needle size, automatic thread, Arduino UNO R3, stepper motor, coil, and Arduino coding to control the movement. In addition, this product is relatively portable with its dimensions of 7 x 7 x 10 cm. A qualitative research method was applied using a list of interview protocols validated by five professional experts in the field. Based on the open-ended questions, the experts indicated that this product facilitates the criteria of the T&amp;L process, improves understanding of the use of the thread needle, and increases student confidence in the sewing process. In the future, this kit could be integrated into an automated control system. This research development can help develop teaching tools that further increase student safety and improve student skills and cleanliness in handling sewing tools during hands-on work.",266620283,0,20,,a
10.1007/978-3-031-49266-2_20,Leveraging Historical Data to Support User Story Estimation,"Aleksander G. Duszkiewicz, Jan Sørensen, N.F. Johansen, Henry Edison, Thiago Rocha Silva",Lecture Notes in Computer Science,2023,"Accurate and reliable effort and cost estimation are still challenging for agile teams in the industry. It is argued that leveraging historical data regarding the actual time spent on similar past projects could be very helpful to support such an activity before companies embark upon a new project. In this paper, we investigate to what extent user story information retrieved from past projects can help developers estimate the effort needed to develop new similar projects. In close collaboration with a software development company, we applied design science and action research principles to develop and evaluate a tool that employs Natural Language Processing (NLP) algorithms to find past similar user stories and retrieve the actual time spent on them. The tool was then used to estimate a real project that was about to start in the company. A focus group with a team of six developers was conducted to evaluate the tool’s efficacy in estimating similar projects. The results of the focus group with the developers revealed that the tool has the potential to complement the existing estimation process and help different interested parties in the company. Our results contribute both towards a new tool-supported approach to help user story estimation based on historical data and with our lessons learned on why, when, and where such a tool and the estimations provided may play a role in agile projects in the industry.",266881882,0,15,,
10.1145/1517459.1517461,Eight conference on software engineering research and practice in Sweden (SERPS'08),"R. Torkar, T. Gorschek, R. Feldt",SOEN,2009,"The eight conference on software engineering research and practice in Sweden (SERPS'08) was held in Karlskrona, Sweden, on the 4th-5th of Nov. 2008. The aim with SERPS'08 is to bring researchers and industry practitioners together to discuss software engineering issues, problems, solutions and experiences, not necessarily from a Swedish perspective. During the conference a number of research and industry papers were presented and questions in connection to the presentations were discussed. This paper is a report on the discussions that took place, pointing towards needs and challenges as well as areas of interest in both academia and industry.",85053933,0,1,,
(missing DOI),Proceedings of the 6 th Educators ’ Symposium : Software Modeling in Education at MODELS 2010 ( EduSymp 2010 ) The Role of User Guidance in the Industrial Adoption of MDE Approach,"Jari Rauhamäki, Outi Laitinen, S. Sierla, S. Kuikka",(missing journal),2011,"Model-Driven Engineering (MDE) has emerged as an actively researched and established approach for next generation control application development. Technology transfer to the industry is a topical research problem. Since most professional factory process control engineers do not have computer science backgrounds, there is an urgent need for studies of the role of user guidance in the professional learning, and thus, of industrial adoption of MDE approaches. In this study professionals were invited to a hands-on assessment of the AUKOTON MDE approach for factory process control engineering. Qualitative empirical material was collected and analyzed to identify the role of user guidance in the context of other factors impacting industrial adoption. Challenges in adoption that could be solved by user guidance were identified with the theory of organizational knowledge creation (SECI) model.",268385065,0,29,,a
(missing DOI),FOCUS : The Many Faces oF soFTware analyTics,"Dongmei Zhang, Shi Han, Yingnong Dang, Jian-Guang Lou, Haidong Zhang",(missing journal),2013,"The sofTware developmenT process produces various types of data such as source code, bug reports, checkin histories, and test cases. Over the past few decades, researchers have used analytics techniques on such data to better understand software quality (for some examples, see the sidebar). Also during that period, Internet access has become widely available, and software services now play an indispensable role in everyday life. Much richer types of data at much larger scales now help practitioners better understand how software and services perform in real-world settings and how end users employ them.1 To address the increasing importance and abundance of data in the software domain, we formed Microsoft Research Asia’s Software Analytics Group (http://research.microsoft. com/groups/sa) in 2009. We proposed the concept of software analytics to expand the scope of analyzing software artifacts. Software analytics aims to obtain insightful and actionable information from software artifacts that help practitioners accomplish tasks related to software development, systems, and users. Although much research has covered software analytics, little work has covered its impact on software development practice.2,3 Software analytics can affect software development practice in different ways.4–6 For example, • software practitioners could conduct software analytics by themselves, • researchers from academia or industry could collaborate with software practitioners from software companies or open source communities and transfer their analytics technologies to real-world use, or • practitioners could organically adopt analytics technologies developed by researchers.",269851328,0,16,,a
(missing DOI),"Adopting Free/Libre/Open Source Software Practices, Techniques Adopting Free/Libre/Open Source Software Practices, Techniques and Methods for Industrial Use and Methods for Industrial Use",". Issue, Richard Torkar, Pau Minoves, Janina Garrigós, Michael Wade, Kevin Crowston",(missing journal),2022,Abstract,270095796,0,40,,
10.1145/3756681.3756997,Large Language Models for API Classification: An Explorative Study,"Gabriel Morais, Edwin Lemelin, Meddi Adda, Dominik Bork",International Conference on Evaluation & Assessment in Software Engineering,2025,"Linking APIs to the business functions they implement is crucial for handling software operations, especially during recovery from disasters or outages. In this context, the speed and accuracy of operators in linking them impact response time during mission-critical operation activities. Besides, this linkage is essential to designing preventive actions, such as resilience strategies. Automatic API classification using Large Language Models (LLMs) may simplify and speed up APIs-business function linkage. However, previous studies unveiled the barriers practitioners face when deciding on and adopting LLMs in software engineering (SE) tasks due to a lack of guidance for non-experts. This paper aims to lower barriers to using LLMs by systems operators and site reliability engineers (SREs), focusing on the API classification task in the context of operational activities. Based on three cases from the finance industry, we extracted requirements for LLM usage, and assessed 14 recently released LLMs on this task. Our results demonstrate that LLMs accurately classify APIs using business function targets with an F1–Score of 89.5 for the leading LLM without requiring specific LLM expertise and resource-intensive fine-tuning. Besides, our findings on LLMs’ performance and reliability mark a significant advancement in comparing open and closed-source and general and domain-specific LLMs in an SE classification task. Eventually, our experiments yield practical guidance for implementing LLMs in this context. Artifacts used in and generated by the experiments are publicly available at https://bit.ly/llms4apiclassification.",297889414,0,59,,
(missing DOI),International Journal of Information Management,"Stefan Schneider, R. Torkar, T. Gorschek",(missing journal),2012,"Global software engineering (GSE) has received increased attention, as globalization enables and encourages increased distribution of product development. Many empirical studies and systematic literature reviews (SLRs) focus on the identification of challenges, this paper however presents the first SLR collecting and analyzing solutions associated with GSE, while also evaluating the level of empirical validation of said solutions. As a starting point the paper presents a GSE model, designed to categorize solutions into process areas, useful for the analysis of the research community’s contributions to state-of-the-art and identifying fundamental gaps in research. In addition, the model categorizing the solutions is populated istributed development olutions with references and good-examples, useful for practitioners, which can use the model to find solutions to overall challenges in various process areas. The overall results of the systematic review revealed more than 330 papers containing 127 solutions that were then identified and mapped to the model. The process areas of project management are highly populated, while other areas like product integration have received surprisingly little attention. In addition, selected process area is elaborated upon in terms of contents and deficiencies.",270536249,0,78,,a
(missing DOI),A Model-driven Development Approach with Temporal Awareness for Vehicular Embedded Systems,Alessio Bucaioni,(missing journal),2017,"Considering the ubiquitousness of software in modern vehicles, its increased value and development cost, an efficient software development became of paramount importance for the vehicular domain. I ...",166896866,0,60,,a
10.2139/ssrn.4098744,A Method for Identification and Ranking of Requirements Sources,"E. Klotins, V. Boeva, Krzysztof Wnuk, M. Unterkalmsteiner, T. Gorschek, Slinger Jansen",Social Science Research Network,2023,(missing abstract),272671155,0,83,,
10.1007/978-3-662-43839-8_16,A Road Map of Research Methods,Roel Wieringa,Springer eBooks,2014,"The road map of this book was shown in outline in the Preface, and is here shown with more detail in Fig. 16.1 (Research Goals and Research Questions). As stated in the Introduction, design science research iterates over solving design problems and answering knowledge questions. Design problems that need novel treatments are dealt with rationally by the design cycle, which has been treated in Part II. Knowledge questions that require empirical research to answer, are dealt with rationally by the empirical cycle, which has been treated in Part IV. Design and empirical research both require theoretical knowledge in the form of conceptual frameworks and theoretical generalizations, which enhance our capability to describe, explain, and predict phenomena, and to design artifacts that produce these phenomena. Theoretical frameworks have been treated in Part III.",117991221,0,2,,
(missing DOI),Assessing the maturity of software testing services using CMMI-SVC: An industrial case study.,"Vahid Garousi, Seyfettin Arkan, Gökhan Urul, Çağrı Murat Karapıçak, Michael Felderer",arXiv: Software Engineering,2020,"Context: While many companies conduct their software testing activities in-house, many other companies outsource their software testing needs to other firms who act as software testing service providers. As a result, Testing as a Service (TaaS) has emerged as a strong service industry in the last several decades. In the context of software testing services, there could be various challenges (e.g., during the planning and service delivery phases) and, as a result, the quality of testing services is not always as expected. Objective: It is important, for both providers and also customers of testing services, to assess the quality and maturity of test services and subsequently improve them. Method: Motivated by a real industrial need in the context of several testing service providers, to assess the maturity of their software testing services, we chose the existing CMMI for Services maturity model (CMMI-SVC), and conducted a case study using it in the context of two Turkish testing service providers. Results: The case-study results show that maturity appraisal of testing services using CMMI-SVC was helpful for both companies and their test management teams by enabling them objectively assess the maturity of their testing services and also by pinpointing potential improvement areas. Conclusion: We empirically observed that, after some minor customization, CMMI-SVC is indeed a suitable model for maturity appraisal of testing services.",113924684,0,33,,a
(missing DOI),Test Case Prioritization Using AHP and Customer Usage Profiles for Regression Testing,Mattias Karlsson,(missing journal),2019,(missing abstract),155425510,0,40,,a
10.1007/978-3-030-32610-4_8,Action Research vs. Design Research,Miroslaw Staron,Springer eBooks,2020,"Action research is one of many research methodologies used in contemporary empirical software engineering. Its practical orientation and embedding in the context of a company are its main appeal. However, the embedding can be challenging as it requires active participation from industrial partners. Therefore, we can sometimes change the course of our studies and use a methodology that is closely related—design science research. In this chapter, we explore the basic principles of design science research and make the comparison between these two methodologies.",15609436,0,22,,
(missing DOI),Extensión y mejora de un método de especificación de valor para la derivación y priorización de procesos de negocio,Carlos Cano Genovés,(missing journal),2017,(missing abstract),15060949,0,49,,
