Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Brandsteidl, K Wieland, C Huemer","6th Educators' Symposium: Software Modeling in Education at MODELS 2010 (EduSymp 2010)",2010,"… Communications of the …","users.cis.fiu.edu","http://users.cis.fiu.edu/~clarkep/edusymp/edusymp2010_submission_8.pdf","",498,"2026-05-04 22:47:39","PDF","","","",,,,,0,0.00,0,3,16,"Huge classes (more than 800 students) pose a major challenge to lecturers as well as to students, especially when a practical part is included. In order to successfully master …","http://users.cis.fiu.edu/~clarkep/edusymp/edusymp2010_submission_8.pdf","https://scholar.google.com/scholar?q=related:Rsm2a2HxNtQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"DC Stig, U Högman, D Bergsjö","7.3. 2 Assessment of Readiness for Internal Technology Transfer–A Case Study",2011,"INCOSE International …","Wiley Online Library","https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/j.2334-5837.2011.tb01249.x?casa_token=-k8xGjwPaP8AAAAA:XlZyPI3TXpNfseH3bIt4gledelL4er2KXF_yLNC6NoZnU1zhBTD1jWeWH_Fm_eBymAZXEPRNau4eXREF","",494,"2026-05-04 22:47:39","","10.1002/j.2334-5837.2011.tb01249.x","","",,,,,0,0.00,0,3,15,"Premature introduction of new technologies in product development is likely to lead to both budget and schedule overruns. The assessment of when a technology is ready to be …","https://incose.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/j.2334-5837.2011.tb01249.x?casa_token=v_oJzQsmOuIAAAAA:Dg-5R_pDn1iVkzIT9jQIrvMW7RaDxJNX7AIiA77AwAjm3JJTFKPpSAB_S2eixdMs_7iXXbZUUtW3nEOZ","https://scholar.google.com/scholar?q=related:Ah1yy-9OuwQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
32,"D Arruda, M Marinho, E Souza, F Wanderley","A chatbot for goal-oriented requirements modeling",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-24305-0_38","https://scholar.google.com/scholar?cites=8716651389446959355&as_sdt=2005&sciodt=0,5&hl=en",76,"2026-05-04 22:47:39","","10.1007/978-3-030-24305-0_38","","",,,,,32,4.57,8,4,7,"Abstract Goal-Oriented Requirements Engineering approaches, in which the KAOS framework plays a key role, have been widely used for eliciting software requirements …","","https://scholar.google.com/scholar?q=related:-7DmgkHE93gJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"E KLOTINS, V BOEVA, K WNUK…","A Collaborative Method for Identification and Selection of Data Sources in Market-driven requirements engineering",2019,"","","","",542,"2026-05-04 22:47:39","CITATION","","","",,,,,0,0.00,0,4,7,"","","https://scholar.google.com/scholar?q=related:T2Q3ZqCwM04J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
35,"M Unterkalmsteiner, T Gorschek…","A conceptual framework for SPI evaluation",2014,"Journal of Software …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1637?casa_token=pErfJXysRHQAAAAA:g8DDJSlkygtyL1R-hEum16pu0ldPyP2Q0fLMmmBNlhqDe4DmXa7uzvWcA0IL06hNlIb38L7JbZxK9fql","https://scholar.google.com/scholar?cites=3992581102195270532&as_sdt=2005&sciodt=0,5&hl=en",120,"2026-05-04 22:47:39","","10.1002/smr.1637","","",,,,,35,2.92,12,3,12,"SUMMARY Software Process Improvement (SPI) encompasses the analysis and modification of the processes within software development, aimed at improving key areas …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smr.1637?casa_token=QuzJeDOM9nkAAAAA:Yb2b5AhA1zdwUSq-MogP92pkGklCYdynGWUeSFZ9OZtdFK6ZIvqj2fvw1nrccEQ64H_s0eWdCyXD3jwJ","https://scholar.google.com/scholar?q=related:hGNJ3Vt_aDcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"P Kashfi, R Feldt, A Nilsson, RB Svensson","A conceptual ux-aware model of requirements",2016,"… Working Conference on …","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-44902-9_15.pdf","https://scholar.google.com/scholar?cites=10830499585642231731&as_sdt=2005&sciodt=0,5&hl=en",263,"2026-05-04 22:47:39","","10.1007/978-3-319-44902-9_15","","",,,,,6,0.60,2,4,10,"User eXperience (UX) is becoming increasingly important for success of software products. Yet, many companies still face various challenges in their work with UX. Part of these …","https://arxiv.org/pdf/1409.4194","https://scholar.google.com/scholar?q=related:s3c4nv2pTZYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"J Linåker, B Regnell","A Contribution Management Framework–What to share as Open Source Software?",2019,"","submission","","https://scholar.google.com/scholar?cites=8315587414335492802&as_sdt=2005&sciodt=0,5&hl=en",538,"2026-05-04 22:47:39","CITATION","","","",,,,,1,0.14,1,2,7,"","","https://scholar.google.com/scholar?q=related:whItCrLmZnMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
13,"M Khurum, T Gorschek, L Angelis, R Feldt","A controlled experiment of a method for early requirements triage utilizing product strategies",2009,"… Working Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-02050-6_3","https://scholar.google.com/scholar?cites=1223633307656973680&as_sdt=2005&sciodt=0,5&hl=en",238,"2026-05-04 22:47:39","","10.1007/978-3-642-02050-6_3","","",,,,,13,0.76,3,4,17,"Abstract [Context and motivation] In market-driven product development of software intensive products large numbers of requirements threaten to overload the development …","https://www.diva-portal.org/smash/get/diva2:835774/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:cO06ngI4-xAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"LA Annadata","A Data-Driven Approach for Incident Handling in DevOps",2023,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1807553","https://scholar.google.com/scholar?cites=2221637791428256162&as_sdt=2005&sciodt=0,5&hl=en",261,"2026-05-04 22:47:39","","","","",,,,,1,0.33,1,1,3,"Background: Maintaining system reliability and customer satisfaction in a DevOps environment requires effective incident management. In the modern day, due to increasing …","https://www.diva-portal.org/smash/get/diva2:1807553/FULLTEXT02","https://scholar.google.com/scholar?q=related:oiGq8czX1B4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"S Tahvili","A decision support system for integration test selection",2016,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1283047","https://scholar.google.com/scholar?cites=152375946425229606&as_sdt=2005&sciodt=0,5&hl=en",268,"2026-05-04 22:47:39","","","","",,,,,6,0.60,6,1,10,"Software testing generally suffers from time and budget limitations. Indiscriminately executing all available test cases leads to sub-optimal exploitation of testing resources …","https://www.diva-portal.org/smash/get/diva2:1283047/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:JmH9rh1ZHQIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
